Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,,,,,,
Daerah,Kabupaten Bantul,,,,,,,,,,,,,,,
Tahun,2014,,,,,,,,,,,,,,,
Kode Organisasi,1.11.01,,,,,,,,,,,,,,,
Organisasi,Badan Kesejahteraan Keluarga Pemberdayaan Perempuan dan Keluarga Berencana,,,,,,,,,,,,,,,
Kolom,7,,,,,,,,,,,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Angka,Prosentase,Keterangan,,,,,,,,,,
1.11 . 1.11.01 . 19.04 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,4000000.00,4000000.00,0.00,0,"Honor harian peserta sosialisasi KLA
honor peserta SOSIALISASI 200x Rp. 20000200 org x 20.000,00 = 4.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 ,Penguatan Kelembagaan PUG dan Anak ,62660000.00,62660000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.1 ,Belanja Pegawai ,21480000.00,21480000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.1.01 ,Honorarium PNS ,21480000.00,21480000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,21480000.00,21480000.00,0.00,0,"Honor Pokja PUGPembina3 or x 200.000,00 = 600.000,00
Pengarah3 or x 180.000,00 = 540.000,00
Ketua Umum3 or x 170.000,00 = 510.000,00
Ketua3 or x 160.000,00 = 480.000,00
Sekretaris3 or x 150.000,00 = 450.000,00
Anggota 3 x 45or135 or x 140.000,00 = 18.900.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2 ,Belanja Barang dan Jasa ,41180000.00,41180000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1754500.00,1754500.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1439500.00,1439500.00,0.00,0,"ATK Kegiatan1 pkt x 639.500,00 = 639.500,00
ATK Peserta pelatihan PPRG Kecamatan40 pkt x 20.000,00 = 800.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",315000.00,315000.00,0.00,0,"Perangko, Meterai
Meterai 300035 bh x 3.000,00 = 105.000,00
Meterai 600035 bh x 6.000,00 = 210.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.03 ,Belanja Jasa Kantor ,600000.00,600000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.03.13 ,Belanja Dokumentasi ,300000.00,300000.00,0.00,0,"Dokumentasi1 pkt x 300.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.03.14 ,Belanja Dekorasi ,300000.00,300000.00,0.00,0,"Belanja dekorasi1 pkt x 300.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,495500.00,495500.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,495500.00,495500.00,0.00,0,"PenggandaanFoto copy1 pkt x 495.500,00 = 495.500,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,13620000.00,13620000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,360000.00,360000.00,0.00,0,"Makan minum rapat persiapan dan evaluasi
Makan minum rapat persiapan dan evaluasi Pelatihan PPRG Kecamatan 2 x 6or12 or x 15.000,00 = 180.000,00
Makan minum rapat persiapan dan evaluasi Pendampingan Focal Point SKPD 2 x 9or18 or x 10.000,00 = 180.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,13260000.00,13260000.00,0.00,0,"Makan minum Rakor Pokja PUG
Minum dan snack 4 x 55 or220 or x 9.000,00 = 1.980.000,00
Makan 4 x 55or220 or x 17.000,00 = 3.740.000,00
Makan minum Pelatihan PPRG Kecamatan
Minum dan snack 2hr x 45or90 or x 9.000,00 = 810.000,00
Makan 2 hrx 45or90 or x 17.000,00 = 1.530.000,00
Makan minum Pendampingan Focal Point SKPD
Minum dan snack 4 x 50or200 or x 9.000,00 = 1.800.000,00
Makan 4 x 50or200 or x 17.000,00 = 3.400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,5400000.00,5400000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,800000.00,800000.00,0.00,0,"Perjalanan dinas Kab/kota di DIY
Gol IV8 or x 70.000,00 = 560.000,00
Gol III4 or x 60.000,00 = 240.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,4600000.00,4600000.00,0.00,0,"Perjalanan dinas luar propinsi2 ls x 2.300.000,00 = 4.600.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,19310000.00,19310000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,12800000.00,12800000.00,0.00,0,"Honor narasumber/instruktur
Narasumber rakor pokja PUG 4 x 2jpl8 jpl x 250.000,00 = 2.000.000,00
Narasumber Pelatihan PPRG16 jpl x 400.000,00 = 6.400.000,00
Narasumber pendampingan Focal Point SKPD16 jpl x 275.000,00 = 4.400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,6000000.00,6000000.00,0.00,0,"Honor harian peserta
Honor peserta pelatihan PPRG Kecamatan 2 hr x 40 org80 or x 30.000,00 = 2.400.000,00
Honor peserta pendampingan Focal Point SKPD180 or x 20.000,00 = 3.600.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.05 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,510000.00,510000.00,0.00,0,"Honor Panitia Pelaksana pelatihan PPRG
Ketua1 or x 100.000,00 = 100.000,00
Sekretaris1 or x 90.000,00 = 90.000,00
Anggota4 or x 80.000,00 = 320.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 ,Peningkatan Kapasitas dan Jaringan Kelembagaan Perlindungan Perempuan dan Perlindungan Anak,15340000.00,15340000.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,Lokasi Kegiatan : Kabupaten Bantul
1.11 . 1.11.01 . 19.06 . 5.2.2 ,Belanja Barang dan Jasa ,15340000.00,15340000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,250000.00,250000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,160000.00,160000.00,0.00,0,"ATK Kegiatan
ATK kegiatan Peningkatan Kapasitas dan Jaringan Kelembagaan PP dan PA1 pkt x 160.000,00 = 160.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",90000.00,90000.00,0.00,0,"Perangko, Meterai
Perangko, meterai 300010 bh x 3.000,00 = 30.000,00
Perangko MeteraiMeterai 600010 bh x 6.000,00 = 60.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.03 ,Belanja Jasa Kantor ,100000.00,100000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000.00,100000.00,0.00,0,"Dokumentasi
Dokumentasi Kegiatan Peningkatan Kapasitas dan Jaringan Kelembagaan Perlindungan Perempuan dan Anak1 pkt x 100.000,00 = 100.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,425000.00,425000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.06.01 ,Belanja Cetak ,425000.00,425000.00,0.00,0,"PenggandaanFoto copy Kegiatan Peningkatan Kapasitas dan Jaringan Kelembagaan Perlindungan Perempuan dan Anak1 pkt x 425.000,00 = 425.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4365000.00,4365000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,240000.00,240000.00,0.00,0,"Minum dan snack
Makan dan Minum Rapat snack 2x15or Kegiatan Peningkatan Kapasitas dan Jaringan Kelembagaan Perlindungan Perempuan dan Anak30 or x 8.000,00 = 240.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,4125000.00,4125000.00,0.00,0,"Makan minum kegiatan
makan 50orx3hrx2 Kegiatan Peningkatan Kapasitas dan Jaringan Kelembagaan Perlindungan Perempuan dan Anak150 or x 17.500,00 = 2.625.000,00
snack minum 5orx3hr150 or x 10.000,00 = 1.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,10200000.00,10200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,7200000.00,7200000.00,0.00,0,"Honor Nara Sumber
Honor Nara Sumber Kegiatan Peningkatan Kapasitas dan Jaringan Kelembagaan Perlindungan Perempuan dan Anak24 jpl x 250.000,00 = 6.000.000,00
Honor Moderator24 jpl x 50.000,00 = 1.200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.06 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,3000000.00,3000000.00,0.00,0,"Honorarium peserta
Honorarium Peserta Kegiatan Peningkatan Kapasitas dan Jaringan Kelembagaan Perlindungan Perempuan dan Anak150 org x 20.000,00 = 3.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 ,Pengembangan Sistem Informasi Gender dan ,21200000.00,21200000.00,0.00,0,"Sumber Dana : Anak
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.1 ,Belanja Pegawai ,10120000.00,10120000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.1.01 ,Honorarium PNS ,10120000.00,10120000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,10120000.00,10120000.00,0.00,0,"Honorarium Forum Data Gender
Pembina2 or x 200.000,00 = 400.000,00
Pengarah2 or x 180.000,00 = 360.000,00
Ketua Umum2 or x 170.000,00 = 340.000,00
Ketua2 or x 160.000,00 = 320.000,00
Sekretaris2 or x 150.000,00 = 300.000,00
Anggota 2x 30 or60 or x 140.000,00 = 8.400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2 ,Belanja Barang dan Jasa ,11080000.00,11080000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,450000.00,450000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,405000.00,405000.00,0.00,0,"ATK Kegiatan1 pkt x 405.000,00 = 405.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",45000.00,45000.00,0.00,0,"Perangko, Meterai
Meterai 30005 bh x 3.000,00 = 15.000,00
Meterai 60005 bh x 6.000,00 = 30.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.03 ,Belanja Jasa Kantor ,100000.00,100000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000.00,100000.00,0.00,0,"Dokumentasi1 pkt x 100.000,00 = 100.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,6120000.00,6120000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.06.01 ,Belanja Cetak ,5700000.00,5700000.00,0.00,0,"Cetak buku76 eks x 75.000,00 = 5.700.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,420000.00,420000.00,0.00,0,"Foto copy1 pkt x 420.000,00 = 420.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3850000.00,3850000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,3850000.00,3850000.00,0.00,0,"MakanMakan 4x35or140 or x 17.500,00 = 2.450.000,00
Snack minum 4x35or140 or x 10.000,00 = 1.400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.15 ,Belanja Perjalanan Dinas ,560000.00,560000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.07 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,560000.00,560000.00,0.00,0,"Perjalanan dinas kab ke prop
Gol IV: 4x2or8 or x 70.000,00 = 560.000,00
Gol III: 4x2or8 or x 0,00 = 0,00",,,,,,,,,,
1.11 . 1.11.01 . 19.08 ,Monitoring Evaluasi dan Pelaporan Organisasi  Perempuan ,6000000.00,6000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (DA U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.1 ,Belanja Pegawai ,1120000.00,1120000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.1.01 ,Honorarium PNS ,1120000.00,1120000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1120000.00,1120000.00,0.00,0,"Honorarium tim verifikasi
Ketua1 or x 120.000,00 = 120.000,00
Sekretaris1 or x 100.000,00 = 100.000,00
Anggota10 or x 90.000,00 = 900.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2 ,Belanja Barang dan Jasa ,4880000.00,4880000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,270000.00,270000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,180000.00,180000.00,0.00,0,"Belanja ATK
ATK Kegiatan1 pkt x 180.000,00 = 180.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",90000.00,90000.00,0.00,0,"Belanja perangko, materai dan benda pos
belanja materai (10 x 3000)10 bh x 3.000,00 = 30.000,00
Belanja Materai (10 x 6000)10 bh x 6.000,00 = 60.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.03 ,Belanja Jasa Kantor ,100000.00,100000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000.00,100000.00,0.00,0,"Dokumentasi1 pkt x 100.000,00 = 100.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,200000.00,200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,200000.00,200000.00,0.00,0,"Belanja penggandaan foto gopy materifoto copy materi1 pt x 200.000,00 = 200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2750000.00,2750000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2750000.00,2750000.00,0.00,0,"Makan minum kegiatan
makan 4x25or100 or x 17.500,00 = 1.750.000,00
sanack minum 4x25or100 or x 10.000,00 = 1.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1560000.00,1560000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 19.08 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1560000.00,1560000.00,0.00,0,"Monev kegiatan
Gol IV : 6x2or12 or x 50.000,00 = 600.000,00
Gol III: 6x4or24 or x 40.000,00 = 960.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20 ,Program Pemberdayaan Perempuan ,50000000.00,50000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 ,Operasional Dharma Wanita Kabupaten ,50000000.00,50000000.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2 ,Belanja Barang dan Jasa ,50000000.00,50000000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2400000.00,2400000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2400000.00,2400000.00,0.00,0,"Belanja ATK
Belanja ATK Sekretariat1 pkt x 900.000,00 = 900.000,00
ATK Musyawarah Kabupaten250 org x 6.000,00 = 1.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.02 ,Belanja Bahan/Material ,3500000.00,3500000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.02.07 ,Belanja Cindera Mata ,500000.00,500000.00,0.00,0,"Belanja pengadaan thropy lomba kreasi makanan sehat non beras1 pkt x 500.000,00 = 500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.02.08 ,Belanja Bahan Makanan ,3000000.00,3000000.00,0.00,0,"Belanja Bahan Makanan
Belanja Bahan Makanan Sembako100 paket x 30.000,00 = 3.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.03 ,Belanja Jasa Kantor ,14150000.00,14150000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.03.12 ,Belanja Transportasi dan Akomodasi ,12500000.00,12500000.00,0.00,0,"Transportasi dan akomodasi kegiatan kunjungan kerja DWP
Trasportasi dan akomodasi kegiatan kunjungan kerja DWP40 or x 312.500,00 = 12.500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.03.14 ,Belanja Dekorasi ,1650000.00,1650000.00,0.00,0,"Belanja DekorasiDekorasi Puncak Acara HUT DWP1 pkt x 200.000,00 = 200.000,00
Dekorasi Pengajian Romadhon 1435/ 20141 pkt x 200.000,00 = 200.000,00
Dekorasi Kegiatan Syawalan 1435 / 20141 pkt x 250.000,00 = 250.000,00
Dekorasi Musyawarah Kabupaten1 pkt x 200.000,00 = 200.000,00
Dekorasi Pelantikan Pengurus Darmawanita1 pkt x 200.000,00 = 200.000,00
Dekorasi Seminar Pangan Lokal1 pkt x 200.000,00 = 200.000,00
Dekorasi Lomba Kreasi makanan sehat non beras1 pkt x 200.000,00 = 200.000,00
Dekorasi Pemanfaatan kain perca1 pkt x 200.000,00 = 200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,4375000.00,4375000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.06.01 ,Belanja Cetak ,1000000.00,1000000.00,0.00,0,"Belanja Cetak
Cetak Undangan Puncak Acara HUT DWP Tahun 20141 pkt x 1.000.000,00 = 1.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,3375000.00,3375000.00,0.00,0,"Belanja penggandaan / foto copy
penggandaan / foto copy sekretariat / sekretaris1 pkt x 800.000,00 = 800.000,00
Foto copy kegiatan Puncak acara HUT DWP1 pkt x 450.000,00 = 450.000,00
Foto copy Pengajian Romadhon 1435 / 20141 pkt x 100.000,00 = 100.000,00
Foto copy Kegiatan Musyawarah Kabupaten1 pkt x 450.000,00 = 450.000,00
Foto copy Pelantikan Pengurus DWP1 pkt x 300.000,00 = 300.000,00
Foto Copy Seminar Pangan Lokal1 pkt x 400.000,00 = 400.000,00
foto copy kegiatan lomba kreasi makanan sehat non beras1 pkt x 375.000,00 = 375.000,0
0foto copy pelatihan pemanfaatan kain perca1 pkt x 400.000,00 = 400.000,00
Foto copy pengajian bulan romadhon1 pkt x 100.000,00 = 100.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,21375000.00,21375000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,300000.00,300000.00,0.00,0,"Belanja makan minum Rapatmakan minum
 Rapat Koordinasi Pengajian Romadhon Th 201420 or x 15.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,21075000.00,21075000.00,0.00,0,"Belanja makan minum kegiatansnak 
makan minum kegiatan Puncak Acara HUT DWP320 or x 25.000,00 = 8.000.000,00
Makan minum Kegiatan Syawalan 1434 th 2014250 org x 15.000,00 = 3.750.000,00
Makan dan minum Kegiatan Musyawarah Kabupaten250 org x 20.000,00 = 5.000.000,00
Makan dan Minum Pelantikan Pengurus Darma wanita Persatuan200 org x 10.000,00 = 2.000.000,00
Makan minum kegiatan Seminar pangan lokal160 org x 7.500,00 = 1.200.000,00
makan dan minum Lomba kreasi makanan sehat non beras150 org x 7.500,00 = 1.125.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,3350000.00,3350000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2650000.00,2650000.00,0.00,0,"Honorarium Nara Sumber
Honorarum Nara Sumber Musyawarah Kabupaten1 org x 350.000,00 = 350.000,00
Honorarium Nara Sumber Seminar Pangan Lokal2 JPL x 350.000,00 = 700.000,00
Honorarium nara sumber pelatihan pemanfaatan kain perca2 org x 350.000,00 = 700.000,00
Honorarium Nara sumber Pengajian bulan romadhon2 JPL x 200.000,00 = 400.000,00
Honorarium Nara sumber /tenaga ahli bakti sosial dan pengobatan gratis1 org x 500.000,00 = 500.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.34.02 ,Honorarium Yuri Perlombaan ,300000.00,300000.00,0.00,0,"Honorarium Yuri lomba kreasi makanan sehat non beras3 org x 100.000,00 = 300.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,400000.00,400000.00,0.00,0,"Honor Tim Sekretariat DWPHonorTim Sekretariat2 org x 200.000,00 = 400.000,00",,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.36 ,Belanja Jasa Pentas/Pertunjukan ,850000.00,850000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 20.17 . 5.2.2.36.01 ,Belanja Jasa Pentas/Pertunjukan ,850000.00,850000.00,0.00,0,"Honorarium narasumber/ tenaga ahli Elekton kegiatan puncak acara HUT DWP1 pkt x 500.000,00 = 500.000,00
Honorarium narasumber/ tenaga ahli dekor taman kegiatan puncak acara HUT DWP1 pkt x 350.000,00 = 350.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22 ,Program Pengembangan Bahan Informasi Tentang Pengasuhan dan Pembinaan Tumbuh Kembang Anak,15000000.00,15000000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 ,Pelatihan Pengasuhan Dini Tumbuh Kembang Anak ,15000000.00,15000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.1 ,Belanja Pegawai ,1075000.00,1075000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.1.01 ,Honorarium PNS ,1075000.00,1075000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1075000.00,1075000.00,0.00,0,"Honorarium Panitia PElatihan Kader ADITUKA
Ketua1 org x 150.000,00 = 150.000,00
Sekretaris1 org x 125.000,00 = 125.000,00
Anggota8 org x 100.000,00 = 800.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2 ,Belanja Barang dan Jasa ,13925000.00,13925000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3900000.00,3900000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3900000.00,3900000.00,0.00,0,"Belanja ATK
ATK Fasilitasi Kegiatan1 pkt x 700.000,00 = 700.000,00
ATK Peserta Pelatihan40 oh x 80.000,00 = 3.200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.03 ,Belanja Jasa Kantor ,400000.00,400000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.03.13 ,Belanja Dokumentasi ,400000.00,400000.00,0.00,0,"Belanja Dokumentasi1 pkt x 400.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,920000.00,920000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,920000.00,920000.00,0.00,0,"Belanja PenggandaanF
otocopy Fasilitasi Kegiatan1 pkt x 500.000,00 = 500.000,00
Fotocopy Pelatihan1 pkt x 420.000,00 = 420.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2185000.00,2185000.00,0.00,0,,,,,,,,,,,
