Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,17335000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,4608000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1800000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1800000,,
2.05 . 2.05.02 . 21 ,Program Pengembangan Perikanan Tangkap ,2122759850,,
2.05 . 2.05.02 . 21 . 06 ,Intensifikasi Penangkapan Ikan ,251598850,Sumber Dana : ,
,,,Lokasi Kegiatan : Kabupaten Kulon Progo,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 1 ,Belanja Pegawai ,50270000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 1 . 01 ,Honorarium PNS ,16670000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,15620000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,1050000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,33600000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,33600000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,201328850,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2537850,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2537850,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,13150000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,250000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,8400000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 02 . 08 ,Belanja Bahan Peralatan Diklat/Kursus ,4500000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,150000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,150000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 04 ,Belanja Premi Asuransi ,2250000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 04 . 03 ,Belanja Premi Asuransi Jiwa ,2250000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,240000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,240000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,18600000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 07 . 02 ,Belanja Sewa Gedung/Kantor/Tempat ,18600000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,66000000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,26000000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 08 . 02 ,Belanja Sewa Sarana Mobilitas Air ,40000000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,44676000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2250000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan, sosialisasi, penyuluhan ",42426000
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,37825000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,7825000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,30000000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,15900000,,
2.05 . 2.05.02 . 21 . 06 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,15900000,,
2.05 . 2.05.02 . 21 . 10 ,Pengembangan Sarana dan Prasarana Perikanan Tangkap ,1836095250,Sumber Dana : ,
,,,Lokasi Kegiatan : Kabupaten Kulon Progo,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 1 ,Belanja Pegawai ,13720000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 1 . 01 ,Honorarium PNS ,13720000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,13720000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1076922250,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1499800,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1499800,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,812500,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,812500,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,5000000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,5000000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,20650000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,3740000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,16910000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,1048959950,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,1048959950,"Pengadaan perahu (kasko dan mesin) DAK : Rp. 90.909.091 -  ; DAU : Rp. 9.090.909 -" "Putro Bogowonto  Jangkaran  Jangkaran  Temon (DAK:45.454.545 DAU:4.545.455)" "1 unit x 50.000.000 00 = 50.000.000 00" "Dadi Mulyo  Glagah  Glagah  Temon (DAK:45.454.546 DAU:4.545.454)" "1 unit x 50.000.000 00 = 50.000.000 00" "Pengadaan jaring millenium 4 5 inchi (180 set) DAK : Rp.450.000.000 -; DAU : Rp. 45.000.000 -" "1. Surya Samudra  Palihan  Temon" "30 set x 2.750.000 00 = 82.500.000 00" "2. Mina Karya  Imorenggo  Karangsewu  Galur" "30 set x 2.750.000 00 = 82.500.000 00" "3. Gupit Raya II  Karangsewu  Galur" "30 set x 2.750.000 00 = 82.500.000 00" "4. Mino Bogowonto  Jangkaran  Temon" "30 set x 2.750.000 00 = 82.500.000 00" "5. Surya Samudra II  Palihan Temon" "30 set x 2.750.000 00 = 82.500.000 00" "6. Mulyo Rahayu  Karangwuni  Wates" "30 set x 2.750.000 00 = 82.500.000 00" "Pengadaan jaring serang 4 5 inchi (100 set) DAK : Rp.40.000.000 -; DAU : Rp. 4.000.000 -" "1. Putro Bogowonto  Jangkaran  Temon" "25 set x 440.000 00 = 11.000.000 00" "2. Kakap Jaya  Banaran  Galur" "25 set x 440.000 00 = 11.000.000 00" "3. Manunggal Bahari  Karangwuni  Wates" "25 set x 440.000 00 = 11.000.000 00" "4. Ngudi Mulyo  Glagah  Temon" "25 set x 440.000 00 = 11.000.000 00" "Pengadaan  jaring layur 2 25 inchi (100 set) DAK : Rp. 30.000.000 -; DAU : Rp. 3.000.000 -" "1. Bogowonto  Jangkaran  Temon" "25 set x 330.000 00 = 8.250.000 00" "2. Arung Samudra  Sindutan  Temon" "25 set x 330.000 00 = 8.250.000 00" "3. Ngudi Mulyo II  Glagah  Temon" "25 set x 330.000 00 = 8.250.000 00" "4. Mina Riski  Imorenggo  Karangsewu  Galur" "25 set x 330.000 00 = 8.250.000 00" "Pengadaan jaring pintur (1000 set) DAK : Rp. 60.000.000 -; DAU : Rp. 6.000.000 -" "1. Putro Bogowonto  Jangkaran  Temon" "300 set x 66.000 00 = 19.800.000 00" "2. Surya Samudera  Palihan  Temon" "200 set x 66.000 00 = 13.200.000 00" "3. Arung Samudra III  Sindutan  Temon" "200 set x 66.000 00 = 13.200.000 00" "4. Manunggal Bahari  Karangwuni  Wates" "300 set x 66.000 00 = 19.800.000 00" "Pengadaan pancing senggol  (250 set) DAK : Rp. 62.500.000 -; DAU : Rp. 6.250.000 -" "1. Putro Bogowonto  Jangkaran  Temon" "100 set x 275.000 00 = 27.500.000 00" "2. Surya Samudra  Palihan  Temon" "50 set x 275.000 00 = 13.750.000 00" "3. Bugel Peni III  Bugel  Panjatan" "50 set x 275.000 00 = 13.750.000 00" "4. Mina Karya  Imorenggo  Karangsewu  Galur" "50 set x 275.000 00 = 13.750.000 00" "Pengadaan alat bantu navigasi pelayaran (GPS dan peta laut)  (8 set) DAK : Rp. 48.000.000 -; DAU : Rp. 4.800.000 -" "1. Arung Samudera  Sindutan  Temon" "2 set x 6.600.000 00 = 13.200.000 00" "2. Bugel Peni  Bugel  Panjatan" "2 set x 6.600.000 00 = 13.200.000 00" "3. Bogowonto  Jangkaran  Temon" "2 set x 6.600.000 00 = 13.200.000 00" "4. Tani Maju  Trisik  Banaran  Galur" "2 set x 6.600.000 00 = 13.200.000 00" Rehab Gedung/Kantor KSU LEPP-M3 Swamitra Mina Rehab Gedung/Kantor KSU LEPP-M3 Swamitra Mina (DAK Kelautan Perikanan : 156.963.591 DAU : 15.696.359) "1 unit x 172.659.950 00 = 172.659.950 00" Administrasi Pengadaan Pejabat Pengadaan Konsultan Perencana Pembangunan Gedung "1 orang/bulan x 250.000 00 = 250.000 00" Pejabat Penerima Konsultan Perencana Pembangunan Gedung "1 orang/bulan x 175.000 00 = 175.000 00" Pejabat Pengadaan Konsultan Pengawas Pembangunan Gedung "1 orang/bulan x 250.000 00 = 250.000 00" Pejabat Penerima Konsultan Pengawas Pembangunan Gedung "1 orang/bulan x 175.000 00 = 175.000 00" Pejabat pengadaan pembangunan gedung "1 orang/bulan x 250.000 00 = 250.000 00" Pejabat Penerima Pembangunan Gedung "1 orang/bulan x 175.000 00 = 175.000 00" "Ketua Panitia Pemeriksa/Penerima Pengadaan perahu  jaring millenium  jaring serang  jaring layur  jaring pintur  pancing senggol  alat bantu navigasi pelayaran (GPS dan peta laut)." "1 paket x 350.000 00 = 350.000 00" "Sekretaris Panitia Pemeriksa/Penerima Pengadaan perahu  jaring millenium  jaring serang  jaring layur  jaring pintur  pancing senggol  alat bantu navigasi pelayaran (GPS dan peta laut)." "1 paket x 300.000 00 = 300.000 00" "Anggota Panitia Pemeriksa/Penerima Pengadaan perahu  jaring millenium  jaring serang  jaring layur  jaring pintur  pancing senggol  alat bantu navigasi pelayaran (GPS dan peta laut)." "1 paket x 250.000 00 = 250.000 00" Konsultan perencana dan konsultan pengawasan Konsultan Perencana "1 paket x 8.750.000 00 = 8.750.000 00" Konsultan Pengawas "1 paket x 5.825.000 00 = 5.825.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 ,Belanja Modal ,745453000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 16 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat-alat Bantu ,31500000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 16 . 03 ,Belanja Modal Peralatan dan Mesin - Pengadaan Compressor ,15000000,(Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Water sprayer ( DAK : 13.636.364 DAU:1.363.636) "3 set x 5.000.000 00 = 15.000.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 16 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Pompa ,16500000,Pompa air (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Pompa air (DAK:15.000.000 DAU:1.500.000) "2 set x 8.250.000 00 = 16.500.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 17 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Angkutan Darat Bermotor,46702200,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 17 . 06 ,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Beroda Tiga,46702200,Motor roda 3 (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Motor roda 3 tidak berpendingin ( DAK:42.456.545 DAU:4.245.655) "2 unit x 23.351.100 00 = 46.702.200 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 18 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Angkutan Darat Tak Bermotor,5500000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 18 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Angkutan Barang,5500000,Gerobak Dorong (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Gerobak dorong (DAK:5.000.000 DAU:500.000) "10 buah x 550.000 00 = 5.500.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 24 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Ukur ,55300000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 24 . 10 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Timbangan/Blora ,55300000,Timbangan (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Timbangan stainless steel sationery digital (DAK:50.000.000 DAU:5.000.000) "2 set x 27.500.000 00 = 55.000.000 00" Tim Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto Pejabat pengadaan "1 ob x 175.000 00 = 175.000 00" Pejabat penerima "1 ob x 125.000 00 = 125.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 28 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga ,106565000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 28 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Meubelair ,46900000,Mebelair lelang (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Kursi juru lelang (DAK:9.000.000 DAU:900.000) "3 buah x 3.300.000 00 = 9.900.000 00" Kursi tunggu lelang (DAK:21.136.364 DAU:2.113.636) "10 buah x 2.325.000 00 = 23.250.000 00" Mebelair petugas pelelangan ikan (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Meja 1/2 Biro (DAK:5.454.545 DAU:545.455) "3 unit x 2.000.000 00 = 6.000.000 00" Kursi rapat dengan tangan 2 ( DAK:795.455 DAU:79.545) "1 unit x 875.000 00 = 875.000 00" Kursi tanpa tanganan ( DAK:3.522.727 DAU:352.273) "5 unit x 775.000 00 = 3.875.000 00" Almari arsip kaca ( DAK:2.727.273 DAU:271.727) "1 unit x 3.000.000 00 = 3.000.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 28 . 03 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pembersih ,5500000,Mesin Penghisap Debu/Vacum Cleaner (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Vacuum cleaner DAK:5.000.000 DAU:500.000) "1 set x 5.500.000 00 = 5.500.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 28 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pendingin ,22000000,Cold Storage (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Cold box orange besar (DAK:20.000.000 DAU: 2.000.000) "10 buah x 2.200.000 00 = 22.000.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 28 . 06 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga Lainnya (Home Use),32165000,Sound System (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) (DAK:15.240.909 DAU:1.524.091) Amplifier ZA "1 buah x 3.545.000 00 = 3.545.000 00" Mixer "1 buah x 2.500.000 00 = 2.500.000 00" Master "1 buah x 3.000.000 00 = 3.000.000 00" Horn speaker "8 buah x 575.000 00 = 4.600.000 00" Microphone "6 buah x 320.000 00 = 1.920.000 00" "Kabel  jumper dan instalasi" "1 unit x 1.200.000 00 = 1.200.000 00" Trys (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto)   (DAK:14.000.000 DAU:1.400.000) Trys "100 unit x 154.000 00 = 15.400.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 29 ,Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer ,33182800,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 29 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer ,25400000,Sarana tabulasi data TPI (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) PC (DAK:9.681.818 DAU:968.182) "2 unit x 5.325.000 00 = 10.650.000 00" Note book (DAK:13.136.364 DAU:1.313.636) "2 unit x 7.225.000 00 = 14.450.000 00" Tim (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Pejabat pengadaan "1 ob x 175.000 00 = 175.000 00" Pejabat penerima "1 ob x 125.000 00 = 125.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 29 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Personal Komputer,3850000,Sarana tabulasi data TPI (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Printer laserjet (DAK:2.363.636 DAU:236.364) "2 unit x 1.300.000 00 = 2.600.000 00" Sarana tabulasi data TPI (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) UPS (DAK:1.136.364 DAU:113.636) "2 unit x 625.000 00 = 1.250.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 29 . 06 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Jaringan ,3932800,Peralatan sharing data statistik TPI Online (Pengadaan  Sarpras TPI Pelabuhan Tanjung Adikarto) ( DAK:3.575.273 DAU:357.527) Mobile Wifi "2 unit x 1.107.600 00 = 2.215.200 00" Router "2 unit x 358.800 00 = 717.600 00" External Modem USB "2 unit x 400.000 00 = 800.000 00" Available with locus "2 buah x 100.000 00 = 200.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 31 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Studio ,11600000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 31 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Studio Visual ,11600000,Layar LCD (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) Layar LCD (DAK:2.454.545  DAU:245.455) "2 unit x 1.350.000 00 = 2.700.000 00" LCD Proyektor (Pengadaan Sarpras TPI Pelabuhan Tanjung Adikarto) LCD Proyektor (DAK:8.090.909 DAU:809.091) "2 unit x 4.450.000 00 = 8.900.000 00",
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 49 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,455103000,,
2.05 . 2.05.02 . 21 . 10 . 5 . 2 . 3 . 49 . 01 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor,455103000,Pembangunan Sarana MCK di Kantor TPI Karangwuni  Pembangunan Sarana MCK di Kantor TPI Karangwuni  DAK : 52.500.000 DAU : 5.250.000 "1 unit x 57.750.000 00 = 57.750.000 00" Pembangunan Balai Pertemuan  di TPI Jangkaran dan TPI Bugel Pembangunan Balai Pertemuan  di TPI Jangkaran (DAK Kelautan dan Perikanan: 110.000.000 DAU: 11.000.000) "1 unit x 121.000.000 00 = 121.000.000 00" Pembangunan Balai Pertemuan di TPI Bugel ( DAK Kelautan dan Perikanan : 110.000.000 DAU: 11.000.000) "1 unit x 121.000.000 00 = 121.000.000 00" Pengadaan sumur dan tower air bersih/tawar di TPI Jangkaran Pengadaan sumur dan tower air bersih/tawar di TPI Jangkaran  DAK : 119.090.909 DAU : 11.909.091 "1 unit x 131.000.000 00 = 131.000.000 00" Administrasi Pengadaan Fotocopy "2 000 lembar x 175 00 = 350.000 00" Jilid "5 buku x 6.500 00 = 32.500 00" Kertas HVS 70 gram folio "2 rim x 45.000 00 = 90.000 00" Tinta refill printer "1 dos x 36.500 00 = 36.500 00" Snelhecter kertas "10 buah x 1.100 00 = 11.000 00" Stopmap kertas "10 buah x 800 00 = 8.000 00" Konsultan Perencana "1 paket x 13.500.000 00 = 13.500.000 00" Konsultan Pengawas "1 paket x 9.000.000 00 = 9.000.000 00" "Pejabat Pengadaan dan Pejabat penerima  Panitia Pemeriksa/Penerima Pembangunan Gedung." Pejabat Pengadaan "1 orang/paket x 250.000 00 = 250.000 00" Pejabat Penerima "1 orang/paket x 175.000 00 = 175.000 00" Ketua Panitia Pemeriksa/Penerima Pembangunan Gedung "1 orang/paket x 350.000 00 = 350.000 00" Sekretaris Panitia Pemeriksa/Penerima Pembangunan Gedung "1 orang/paket x 300.000 00 = 300.000 00" Anggota Panitia Pemeriksa/Penerima Pembangunan Gedung "1 orang/paket x 250.000 00 = 250.000 00",
2.05 . 2.05.02 . 21 . 11 ,Pembinaan Penyelenggaraan Pelelangan Ikan ,35065750,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 1 ,Belanja Pegawai ,7500000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 1 . 01 ,Honorarium PNS ,6250000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,6250000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,1250000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,1250000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,27565750,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1088550,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1088550,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,9200000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 03 . 24 ,Belanja Jasa Pemungut Retribusi ,9200000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,123200,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,123200,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,5000000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,5000000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,7004000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,5000000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",2004000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,4550000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1470000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,3080000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,600000,,
2.05 . 2.05.02 . 21 . 11 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,600000,,
2.01 . 2.05.02 . 22 ,Program Peningkatan Produksi Hasil Peternakan ,2157885050,,
2.01 . 2.05.02 . 22 . 11 ,Pengembangan Ternak Besar ,1584020000,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 1 ,Belanja Pegawai ,13975000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 1 . 01 ,Honorarium PNS ,13975000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,13975000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1570045000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,819850,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,819850,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,114550,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,114550,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,3600000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,3600000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,6000000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,6000000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,19510000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,3960000,,
2.01 . 2.05.02 . 22 . 11 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,15550000,,
