Judul,Penjabaran Anggaran Pendapatan Belanja Daerah
Daerah,Kabupaten Bantul
Tahun,2015
Kode Organisasi,1.19
Kolom,4


No. Rekening,Uraian,Jumlah,Keterangan
,,,Ketua 1 x 30 hari kedaruratan
,,,"30 oh x 90.000,00 = 2.700.000,00"
,,,Sekretaris 1 x 30 hari kedaruratan
,,,"30 oh x 80.000,00 = 2.400.000,00"
,,,Anggota 10 x 30 hari kedaruratan
,,,"300 oh x 70.000,00 = 21.000.000,00"
1.19 . 1.19.03 . 22 . 29 ,Penguatan kapasitas satgas BPBD ,1092500000.00,Sumber Dana : 
,,,Lokasi Kegiatan : Kabupaten Bantul
,,,Keluaran :  Meningkatnya Kapasitas Satgas
,,,Target:  1 Keg
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 1 ,Belanja Pegawai ,52000000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 1 . 01 ,Honorarium PNS ,52000000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,52000000.00,Honorarium Panitia Pelaksana Kegiatan
,,,Ketua
,,,"1 Ok x 90.000,00 = 90.000,00"
,,,Sekretaris
,,,"1 Ok x 80.000,00 = 80.000,00"
,,,Anggota
,,,"5 Ok x 70.000,00 = 350.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1040500000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,105000000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,105000000.00,Belanja Alat tulis Kantor
,,,"1 Ls x 300.000,00 = 300.000,00"
,,,Belanja Pelatihan kit
,,,"50 O/p x 15.000,00 = 750.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,300000000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 02 . 18 ,Belanja Bahan Percontohan ,300000000.00,Belanja Bahan Percontohan
,,,Belanja Bahan Praktek
,,,"1 Ls x 3.000.000,00 = 3.000.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,15000000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,15000000.00,Belanja Dekorasi
,,,"1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,370500000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,85500000.00,Belanja Makanan dan Minuman Rapat
,,,"Belanja Makan, Snack dan Minum Rapat"
,,,"30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,285000000.00,"Belanja makan, snack dan minum pelaksanaan kegiatan"
,,,"Belanja makan, snack dan minum 50 org x 2 hr"
,,,"100 ok x 28.500,00 = 2.850.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 35 ,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",250000000.00
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,250000000.00,BeLanja Narasumber/Moderator/Tenaga Ahli
,,,Belanja Narasumber 1 org / 2 jpl
,,,"1 o/jpl x 500.000,00 = 500.000,00"
,,,Belanja Instruktur Pelatihan 2 org/ 2jpl x 2 hr x
,,,"4 o/jpl x 500.000,00 = 2.000.000,00"
1.19 . 1.19.03 . 22 . 30 ,Kajian resiko bencana ,2235500000.00,Sumber Dana : 
,,,Lokasi Kegiatan : Kabupaten Bantul
,,,Keluaran :  Dokumen Kajian Resiko Bencana
,,,Target:  1 Dokumen
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,2235500000.00
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,30000000.00
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,30000000.00,Belanja Alat Tulis Kantor
,,,"1 Ls x 300.000,00 = 300.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,15000000.00
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,15000000.00,Belanja Dekorasi
,,,"1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,150000000.00
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,150000000.00,Belanja Penggandaan
,,,Belanja Pengandaan
,,,"10,000 Lbr x 150,00 = 1.500.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,940500000.00
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,85500000.00,Belanja Makanan dan Minuman Rapat
,,,"Belanja Makan, Snack dan Minum Rapat"
,,,"30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,855000000.00,Belanja Makanan dan Minuman Pelaksanaan Kegiatan
,,,"Belanja Makan, Snack dan Minum Sosialisasi"
,,,"150 Ok x 28.500,00 = 4.275.000,00"
,,,"Belanja Makan, Snack dan Minum FGD"
,,,"150 Ok x 28.500,00 = 4.275.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 35 ,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",1100000000.00
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,1100000000.00,Honorarium Nara Sumber/Moderator/ Tenaga Ahli
,,,Honorarium Surveyor 10 org
,,,"10 Ok x 1.000.000,00 = 10.000.000,00"
,,,Honorarium Pengolah Data 2 org
,,,"2 Ok x 500.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 31 ,Penyusunan standar operasional dan prosedur ,980250000.00,Sumber Dana : 
,,,Lokasi Kegiatan : Kabupaten Bantul
,,,Keluaran :  Penyusunan SOP Kebencanaan
,,,Target:  1 Keg
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,980250000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,142500000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,142500000.00,Belanja Alat Tulis Kantor
,,,"1 Ls x 300.000,00 = 300.000,00"
,,,Belanja Seminar Kit
,,,"75 Ok x 15.000,00 = 1.125.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,15000000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,15000000.00,Belanja Dekorasi
,,,"1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,150000000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,150000000.00,Belanja Penggandaan
,,,"10,000 Lbr x 150,00 = 1.500.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,100000000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,100000000.00,Belanja Sewa Ruang Rapat/Pertemuan
,,,"1 Ok x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,50000000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,50000000.00,Belanja Sewa Meja Kursi
,,,"1 Keg x 500.000,00 = 500.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,327750000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,85500000.00,Belanja Makanan dan Minuman Rapat
,,,"Belanja makan, snack dan minum rapat"
,,,"30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,242250000.00,Belanja Makanan dan Minuman Pelaksanaan Kegiatan
,,,"Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan"
,,,"85 Ok x 28.500,00 = 2.422.500,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 35 ,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",195000000.00
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,195000000.00,Honorarium Narasumber/Moderator/Tenaga Ahli
,,,Belanja Narasumber 1 org/2 jpl
,,,"1 o/jpl x 750.000,00 = 750.000,00"
,,,Belanja Narasumber 2 org/2 jpl
,,,"2 O/jpl x 500.000,00 = 1.000.000,00"
,,,Belanja Moderator 1 org/2 jpl
,,,"1 O/jpl x 200.000,00 = 200.000,00"
1.19 . 1.19.03 . 22 . 32 ,Penguatan FPRB ,2507500000.00,Sumber Dana : 
,,,Lokasi Kegiatan : Kabupaten Bantul
,,,Keluaran :  Terfasilitasinya Forum Pengurangan 
,,,Resiko Bencana
,,,Target:  1 Keg
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,2507500000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,327500000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,327500000.00,Belanja Alat Tulis Kantor
,,,"1 Ls x 500.000,00 = 500.000,00"
,,,Belanja seminar kit
,,,"185 Ok x 15.000,00 = 2.775.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,15000000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,15000000.00,Belanja Dekorasi
,,,"1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,75000000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,75000000.00,Belanja Penggandaan
,,,"5,000 Lbr x 150,00 = 750.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,100000000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,100000000.00,Belanja sewa ruang rapat/pertemuan
,,,"1 Keg x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,50000000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,50000000.00,Belanja Sewa Meja Kursi
,,,"1 Keg x 500.000,00 = 500.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,570000000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,570000000.00,Belanja Makanan dan Minuman Pelaksanaan Kegiatan
,,,"Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan"
,,,"200 Ok x 28.500,00 = 5.700.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 13 ,Belanja Pakaian Kerja ,1200000000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 13 . 01 ,Belanja Pakaian Kerja Lapangan ,1200000000.00,Belanja Pakaian Kerja Lapangan
,,,Belanja kaos
,,,"200 Bh x 60.000,00 = 12.000.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 35 ,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",170000000.00
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,170000000.00,Honorarium Nara Sumber/Moderator/Tenaga Ahli
,,,Honorarium Narasumber 3 org/2jpl
,,,"3 O/jpl x 500.000,00 = 1.500.000,00"
,,,Honorarium Moderator 1 org/2jpl
,,,"1 O/jpl x 200.000,00 = 200.000,00"
1.19 . 1.19.03 . 22 . 35 ,Peringatan Hari PRB ,4860000000.00,Sumber Dana : 
,,,Lokasi Kegiatan : Kabupaten Bantul
,,,Keluaran :  Gelar Budaya Siaga
,,,Target:  100 %
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,4860000000.00
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,30000000.00
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,30000000.00,Belanja Dekorasi
,,,Belanja dekorasi Keg Gelar Budaya
,,,"1 Keg x 150.000,00 = 150.000,00"
,,,Belanja dekorasi Keg Refleksi
,,,"1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,2350000000.00
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,1000000000.00,Belanja sewa tenda
,,,"1 Ls x 10.000.000,00 = 10.000.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,350000000.00,Belanja Sewa Sound system
,,,"1 Ls x 3.500.000,00 = 3.500.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10 . 12 ,Belanja sewa peralatan dan perlengkapan kesenian/lomba ,1000000000.00,Belanja Sewa peralatan dan perlengkapan kesenian
,,,"1 Ls x 10.000.000,00 = 10.000.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2280000000.00
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,2280000000.00,Belanja Makanan dan Minuman Pelaksanaan Kegiatan
,,,"Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan Apel Siaga (Refleksi)"
,,,"300 Ok x 28.500,00 = 8.550.000,00"
,,,"Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan Gelar Budaya Siaga"
,,,"500 Ok x 28.500,00 = 14.250.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 35 ,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",200000000.00
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,200000000.00,Honorarium Nara Sumber/Moderator/Tenaga Ahli
,,,Honorarium Tenaga Ahli (Dalang) 1 org x 8 jpl
,,,"8 O/jpl x 250.000,00 = 2.000.000,00"
,SURPLUS / (DEFISIT) ,-470986518000.00
"Bantul, 30 Desember 2014"
BUPATI BANTUL
SRI SURYA WIDATI
