Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,14600000,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,14600000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)2 orang/hari x 1.700.000,00 = 3.400.000,00
tiket pp1 orang/kali x 2.000.000,00 = 2.000.000,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)4 orang/hari x 1.550.000,00 = 6.200.000,00
Tiket PP2 orang/pp x 1.500.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,7000000,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,7000000,"   Workshop/sosialisasi/bimtek
Narasumber15 orang/jpl x 400.000,00 = 6.000.000,00
Moderator5 orang/jpl x 200.000,00 = 1.000.000,00"
1.20 . 1.20.03 . 29 . 08,Pengkajian UPT,36646300,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Telaah dan Kajian Unit Pelaksana Tugas
Target     :  1 dokumen"
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 1,Belanja Pegawai,12570000,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 1 . 01,Honorarium PNS,12570000,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,12570000,"   Tim Pembina/Pengarah
Ketua3 orang/bulan x 180.000,00 = 540.000,00
Sekretaris3 orang/bulan x 170.000,00 = 510.000,00
Anggota15 orang/bulan x 160.000,00 = 2.400.000,00
Pembina3 orang/bulan x 200.000,00 = 600.000,00
Wakil Pembina3 orang/bulan x 190.000,00 = 570.000,00
Pengarah/Penasehat3 orang/bulan x 180.000,00 = 540.000,00
Tim Pelaksana TeknisKetua3 orang/bulan x 160.000,00 = 480.000,00
Sekretaris3 orang/bulan x 150.000,00 = 450.000,00
Anggota36 orang/bulan x 140.000,00 = 5.040.000,00
Staf Sekretariat Gol. III/IV12 orang/bulan x 100.000,00 = 1.200.000,00
Staf Sekretariat Gol. II3 orang/bulan x 80.000,00 = 240.000,00"
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,24076300,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2945800,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2945800,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.945.800,00 = 2.945.800,00"
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2155500,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2155500,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg14,370 lembar x 150,00 = 2.155.500,00"
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,6275000,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,2000000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum80 orang/kali x 7.500,00 = 600.000,00
makan dan minum80 orang/kali x 17.500,00 = 1.400.000,00"
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,7700000,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,7700000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)0 orang/hari x 1.700.000,00 = 0,00
tiket pp0 orang/kali x 2.000.000,00 = 0,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)4 orang/hari x 1.550.000,00 = 6.200.000,00
Tiket PP1 orang/pp x 1.500.000,00 = 1.500.000,00"
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,5000000,
1.20 . 1.20.03 . 29 . 08 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,5000000,"   Workshop/sosialisasi/bimtek
Narasumber10 orang/jpl x 400.000,00 = 4.000.000,00
Moderator5 orang/jpl x 200.000,00 = 1.000.000,00"
,SURPLUS / (DEFISIT),-1311770200,
