Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,150000,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,150000," Belanja Dekorasi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1500000,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1500000," Belanja Penggandaan10,000 Lbr x 150,00 = 1.500.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,1000000,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,1000000," Belanja Sewa Ruang Rapat/Pertemuan1 Ok x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,500000,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,500000," Belanja Sewa Meja Kursi1 Keg x 500.000,00 = 500.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,3277500,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,855000," Belanja Makanan dan Minuman Rapat
Belanja makan, snack dan minum rapat30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,2422500," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan85 Ok x 28.500,00 = 2.422.500,00"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1950000,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,1950000," Honorarium Narasumber/Moderator/Tenaga Ahli
Belanja Narasumber 1 org/2 jpl1 o/jpl x 750.000,00 = 750.000,00
Belanja Narasumber 2 org/2 jpl2 O/jpl x 500.000,00 = 1.000.000,00
Belanja Moderator 1 org/2 jpl1 O/jpl x 200.000,00 = 200.000,00"
1.19 . 1.19.03 . 22 . 32  , Penguatan FPRB  ,25075000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terfasilitasinya Forum Pengurangan Resiko Bencana
Target: 1 Keg"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,25075000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,3275000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,3275000," Belanja Alat Tulis Kantor1 Ls x 500.000,00 = 500.000,00
Belanja seminar kit185 Ok x 15.000,00 = 2.775.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,150000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,150000," Belanja Dekorasi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,750000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,750000," Belanja Penggandaan5,000 Lbr x 150,00 = 750.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,1000000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,1000000," Belanja sewa ruang rapat/pertemuan1 Keg x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,500000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,500000," Belanja Sewa Meja Kursi1 Keg x 500.000,00 = 500.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,5700000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,5700000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan200 Ok x 28.500,00 = 5.700.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 13  , Belanja Pakaian Kerja  ,12000000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 13 . 01  , Belanja Pakaian Kerja Lapangan  ,12000000," Belanja Pakaian Kerja Lapangan
Belanja kaos200 Bh x 60.000,00 = 12.000.000,00"
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1700000,
1.19 . 1.19.03 . 22 . 32 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,1700000," Honorarium Nara Sumber/Moderator/Tenaga Ahli
Honorarium Narasumber 3 org/2jpl3 O/jpl x 500.000,00 = 1.500.000,00
Honorarium Moderator 1 org/2jpl1 O/jpl x 200.000,00 = 200.000,00"
1.19 . 1.19.03 . 22 . 35  , Peringatan Hari PRB  ,48600000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Gelar Budaya Siaga
Target: 100 %"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,48600000,
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,300000,
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,300000," Belanja Dekorasi
Belanja dekorasi Keg Gelar Budaya1 Keg x 150.000,00 = 150.000,00
Belanja dekorasi Keg Refleksi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,23500000,
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10 . 05  , Belanja Sewa Tenda  ,10000000," Belanja sewa tenda1 Ls x 10.000.000,00 = 10.000.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10 . 07  , Belanja Sewa Sound System  ,3500000," Belanja Sewa Sound system1 Ls x 3.500.000,00 = 3.500.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 10 . 12  , Belanja sewa peralatan dan perlengkapan kesenian/lomba  ,10000000," Belanja Sewa peralatan dan perlengkapan kesenian1 Ls x 10.000.000,00 = 10.000.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,22800000,
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,22800000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan Apel Siaga (Refleksi)300 Ok x 28.500,00 = 8.550.000,00
Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan Gelar Budaya Siaga500 Ok x 28.500,00 = 14.250.000,00"
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",2000000,
1.19 . 1.19.03 . 22 . 35 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,2000000," Honorarium Nara Sumber/Moderator/Tenaga Ahli
Honorarium Tenaga Ahli (Dalang) 1 org x 8 jpl8 O/jpl x 250.000,00 = 2.000.000,00"
,SURPLUS / (DEFISIT)  ,-4709865180,
