Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
1.22 . 1.22.01 . 17 . 14 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,3880000," Belanja makan minum kegiatan
Belanja makan minum snack sosialisasi desa siaga140 ok x 17.000,00 = 2.380.000,00
Belanja makan minum snack rakor desa siaga100 ok x 15.000,00 = 1.500.000,00",
1.22 . 1.22.01 . 17 . 14 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",4150000,,
1.22 . 1.22.01 . 17 . 14 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,1750000," Honorarium narasumber/ instrukstur/ tenaga ahli
Honorarium sosialisasi desa siaga dan kelembagaan7 JPL x 250.000,00 = 1.750.000,00",
1.22 . 1.22.01 . 17 . 14 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,2400000," Honorarium peserta sosialisasi desa siaga dan kelembagaan
Honorarium peserta120 org x 20.000,00 = 2.400.000,00",
1.22 . 1.22.01 . 19  , Program peningkatan peran perempuan di perdesaan  ,69880000,,
1.22 . 1.22.01 . 19 . 02  , Peningkatan Peranan Wanita Menuju keluarga Sehat sejahtera ( P2WKSS) ,69880000," Sumber Dana : 
Lokasi Kegiatan : 6 desa",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 1  , Belanja Pegawai  ,6620000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 1 . 01  , Honorarium PNS  ,6620000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,6620000," Honor Panitia Pelaksana kegiatan
Honor Panitia pengenalan program P2W-KSS 2 Angkatan x 3 ok1 BJJ x 620.000,00 = 620.000,00
Honor Tim Pelaksana supervisi dan evaluasi P2W-KSS1 BJJ x 6.000.000,00 = 6.000.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,63260000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,3360000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,3360000," Belanja alat tulis kantor
Belanja alat tulis kegiatan1 paket x 720.000,00 = 720.000,00
Belanja ATK peserta220 ok x 12.000,00 = 2.640.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,240000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,240000," Belanja dekorasi2 kali x 120.000,00 = 240.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,3360000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,2640000," Belanja cetak220 ok x 12.000,00 = 2.640.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,720000," Belanja penggandaan
Belanja penggandaan buku administrasi P2W-KSS8 buku x 15.000,00 = 120.000,00
Biaya fotocopi kegiatan4,000 lbr x 150,00 = 600.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,28200000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,28200000," Belanja makan minum kegiatan
Belanja makan minum snack peserta warga binaan pengenalan program P2W-KSS260 ok x 20.000,00 = 5.200.000,00
Belanja makan minum kegiatan P2W-KSS150 ok x 20.000,00 = 3.000.000,00
Belanja makan minum snack pada desa binaan dan desa lanjutan350 ok x 20.000,00 = 7.000.000,00
Belanja makan minum snack penyelenggaraan supervisi tk kabupaten pada 2 desa400 ok x 20.000,00 = 8.000.000,00
Belanja makan minum snack penyelenggaraan supervisi tk propinsi250 ok x 20.000,00 = 5.000.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",10100000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,3500000," Honorarium narasumber/moderator/tenaga ahli
Honorarium narasumber/pelatih waraga binaan P2W-KSS14 JPL x 250.000,00 = 3.500.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,6600000," Honor peserta Pengenalan Program P2W-KSS220 ok x 30.000,00 = 6.600.000,00",
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 37  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,18000000,,
1.22 . 1.22.01 . 19 . 02 . 5 . 2 . 2 . 37 . 01  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,18000000," Belanja Uang untuk diberikan kepada masyarakat
Hadiah Juara I Lomba P2W-KSS1 desa x 10.000.000,00 = 10.000.000,00
Hadiah Juara II Lomba P2W-KSS1 desa x 8.000.000,00 = 8.000.000,00",
1.11 . 1.22.01 . 20  , Program Pemberdayaan Perempuan  ,159810000,,
1.11 . 1.22.01 . 20 . 16  , Operasional PKK kabupaten  ,159810000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 1  , Belanja Pegawai  ,9550000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 1 . 01  , Honorarium PNS  ,9550000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,9550000," Honorarium panitia kegiatan
honorarium panitia pembinaan administrasi Posyandu5 ok x 50.000,00 = 250.000,00
honorarium panitia pemantauan pelaksanaan Posyandu SCB24 ok x 50.000,00 = 1.200.000,00
honorarium panitia rakor pokja IV8 ok x 50.000,00 = 400.000,00
honorarium panitia pemantapan kegiatan Posyandu SCB7 ok x 50.000,00 = 350.000,00
honorarium panitia sosialisasi pemanfaatan hasil toga5 ok x 50.000,00 = 250.000,00
honorarium panitia penyuluhan pemanfaatan tanah pekarangan7 ok x 50.000,00 = 350.000,00
honorarium panitia sosialisasi rumah layak huni (P2WKSS)6 ok x 50.000,00 = 300.000,00
honorarium panitia sosialisasi B2SA5 ok x 50.000,00 = 250.000,00
honorarium panitia kegiatan rakor pokja III6 ok x 50.000,00 = 300.000,00
honorarium panitia pembinaan Hatinya PKK7 ok x 50.000,00 = 350.000,00
honorarium panitia pemberdayaan KWT5 ok x 50.000,00 = 250.000,00
honorarium panitia pelatihan membuat APE5 ok x 50.000,00 = 250.000,00
honorarium panitia lomba membuat APE5 ok x 50.000,00 = 250.000,00
honorarium panitia pelatihan membuat asesoris5 ok x 50.000,00 = 250.000,00
Honor panitia penyelenggara monev 10 program pokok PKK14 ok x 50.000,00 = 700.000,00
honorarium penyelenggara kegiatan pelatihan capacity building6 ok x 50.000,00 = 300.000,00
honorarium panitia pelatihan simulasi Pola asuh anak peningkatan kesadaran bela negara7 ok x 50.000,00 = 350.000,00
Honorarium Operasional PKK48 Ob x 50.000,00 = 2.400.000,00
Honor Panitia Penyelenggara HKG PKK10 ok x 50.000,00 = 500.000,00
Honor panitia penyelenggara rakor sekretaris6 ok x 50.000,00 = 300.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,150260000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,5652000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,5652000," Belanja ATK
Belanja ATK Operasional PKK1 Ls x 2.889.500,00 = 2.889.500,00
Belanja ATK bahan pemantapan kegiatan Posyandu SCB1 ls x 370.000,00 = 370.000,00
Belanja ATK peserta pelatihan capacity building 125 orang125 ok x 4.200,00 = 525.000,00
Belanja ATK ketrampilan membuat asesoris1 ls x 150.000,00 = 150.000,00
Belanja ATK Rakor Pokja II1 ls x 150.000,00 = 150.000,00
Belanja ATK Rakor Pokja IV1 ls x 205.000,00 = 205.000,00
Belanja ATK simulasi Pola asuh anak Peningkatan Kesadaran Bela Negara1 ls x 100.000,00 = 100.000,00
Belanja ATK pelatihan membuat APE1 ls x 150.000,00 = 150.000,00
belanja ATK lomba membuat APE1 ls x 150.000,00 = 150.000,00
Belanja ATK sosialisasi penyuluhan hukum1 ls x 100.000,00 = 100.000,00
Belanja ATK rakor pokja I1 ls x 100.000,00 = 100.000,00
Belanja ATK pelatihan administrasi KDRT1 ls x 100.000,00 = 100.000,00
Belanja ATK HKG1 ls x 300.000,00 = 300.000,00
Belanja ATK monev 10 program pokok PKK1 Ls x 200.000,00 = 200.000,00
Belanja ATK pelatihan capacity building1 ls x 162.500,00 = 162.500,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,4800000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 02 . 01  , Belanja Bahan Baku Bangunan  ,1250000," Belanja bahan genting kaca
belanja bahan genting kaca pokja III100 buah x 12.500,00 = 1.250.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 02 . 02  , Belanja Bahan/Bibit Tanaman  ,500000," Belanja bibit tanaman
belanja bibit TOGA pokja III1 paket x 500.000,00 = 500.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 02 . 07  , Belanja Cindera Mata  ,850000," Belanja cinderamataBelanja cinderamata PKK5 buah x 170.000,00 = 850.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 02 . 08  , Belanja Bahan Makanan  ,1400000," Belanja bahan makanan
belanja bahan sosialisasi B2SA1 paket x 1.400.000,00 = 1.400.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 02 . 12  , Belanja alat-alat/perlengkapan  ,800000," belanja bahan pelatihan
belanja bahan pelatihan ketrampilan membuat asesoris1 paket x 400.000,00 = 400.000,00
belanja bahan pelatihan membuat APE1 paket x 400.000,00 = 400.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,1950000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,1950000," Belanja dekoras
iBelanaj dekorasi Puncar acara HKG1 paket x 1.500.000,00 = 1.500.000,00
Belanja dekorasi pelatohan membuat APE1 paket x 150.000,00 = 150.000,00
Belanja dekorasi lomba membuat APE1 paket x 150.000,00 = 150.000,00
Belanja dekorasi pelatihan ketrampilan membuat asesoris1 paket x 150.000,00 = 150.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,8693000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,1100000," Belanja cetak
belanja cetak undangan HKG300 buah x 2.000,00 = 600.000,00
Belanja cetak data dinding PKK1 ls x 500.000,00 = 500.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,7593000," Belanja Fotocopy
belanja fotocopy pelaksanaan HKG6,700 lbr x 150,00 = 1.005.000,00
belanja fotocopy pemanatauan pelaksanaan posyandu1,500 lbr x 150,00 = 225.000,00
belanja fotocopy sosialisasi pemanfaatan hasil Toga420 lembar x 150,00 = 63.000,00
belanja fotocopy pelatihan etika berbusana1,000 lbr x 150,00 = 150.000,00
belanja fotocopy pemberdayaan KWT1,000 lbr x 150,00 = 150.000,00
belanja fotocopy pembinaan administrasi posyandu2,000 lbr x 150,00 = 300.000,00
belanja fotocopy pelatihan membuat asesoris1,000 lbr x 150,00 = 150.000,00
belanja fotocopy rakor pokja II1,000 lb/r x 150,00 = 150.000,00
belanja fotocopy rakor pokja III1,000 lbr x 150,00 = 150.000,00
belanja fotocopy lomba simulasi KDRT200 lbr x 150,00 = 30.000,00
belanja fotocopy pelatihan membuat APE1,000 lbr x 150,00 = 150.000,00
belanja fotocopy lomba membuat APE1,000 lbr x 150,00 = 150.000,00
belanja fotocopy pelatihan capacity buiding1,000 lbr x 150,00 = 150.000,00
belanja fotocopy kegiatan sosialisasi penyuluhan hukum1,000 lbr x 150,00 = 150.000,00
belanja fotocopy Rakor Pokja I500 lbr x 150,00 = 75.000,00
belanja fotocopy operasional sekretariat PKK27,500 lbr x 150,00 = 4.125.000,00
belanja fotocopy rakor sekretaris1,000 lbr x 150,00 = 150.000,00
belanja fotocopy pelaksanaan monev 10 program pokok PKK1,800 lbr x 150,00 = 270.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,85980000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,24100000," Belanja makan minum rapat
Belanja snack minum rapat persiapan pencangan HKG40 Ok x 7.500,00 = 300.000,00
Belanja snack minum rapat persiapan pelatihan capacity building15 ok x 7.500,00 = 112.500,00
belanja snack minum rapat persiapan sosialisasi rumah layak huni10 ok x 7.500,00 = 75.000,00
belanja snack minum rapat persiapan sosialisasi B2SA10 ok x 7.500,00 = 75.000,00
belanja snack makan minum rakor pokja IV175 ok x 25.000,00 = 4.375.000,00
belanja snack minum persiapan pelatihan simulasi pola asuh anak10 ok x 7.500,00 = 75.000,00
belanja makan minum rakor pokja II100 ok x 17.500,00 = 1.750.000,00
belanja snack minum rakor pokja III100 ok x 7.500,00 = 750.000,00
belanja snack minum rapat persiapan rakor pokja I10 ok x 7.500,00 = 75.000,00
belanja snack makan minum rakor pokja I110 ok x 25.000,00 = 2.750.000,00
belanja snack minum rapat persiapan lomba simulasi KDRT10 ok x 7.500,00 = 75.000,00
Belanja snack makan minum Rakor Sekretaris50 ok x 25.000,00 = 1.250.000,00
Belanja snack minum rapat persiapan monev 10 program pokok pkk25 ok x 7.500,00 = 187.500,00
belanja snack minum rapat persiapan sosiaslisasi penyuluhan hukum10 ok x 7.500,00 = 75.000,00
Belanja snack minum rapat persiapan puncak acara HKG40 ok x 7.500,00 = 300.000,00
Belanja snack minum operasional PKK615 ok x 7.500,00 = 4.612.500,00
Belanja makan minum operasional PKK415 ok x 17.500,00 = 7.262.500,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,61880000," Belanja makan minum kegiatan
belanja snack makan minum pemantapan kegiatan posyandu SCB83 ok x 25.000,00 = 2.075.000,00
belanja snack makan minum sosialisasi pemanfaatan hasil TOGA42 ok x 25.000,00 = 1.050.000,00
belanja snack makan minum pembinaan administrasi posyandu158 ok x 25.000,00 = 3.950.000,00
belanja snack minum penyluhan pemanfaatan pekarangan200 ok x 7.500,00 = 1.500.000,00
belanja snack minum sosialisasi rumah layak huni200 ok x 7.500,00 = 1.500.000,00
belanja snack makan minum etika berbusana60 ok x 25.000,00 = 1.500.000,00
belanja snack makan minum pembinaan UP2K terbaik50 ok x 25.000,00 = 1.250.000,00
belanja makan minum pembinaan Hatinya PKK100 ok x 17.500,00 = 1.750.000,00
belanja snack makan minum pemberdayaan KWT100 ok x 25.000,00 = 2.500.000,00
belanja snack makan minum pelatihan membuat APE85 ok x 17.500,00 = 1.487.500,00
belanja snack makan minum lomba membuat APE60 ok x 17.500,00 = 1.050.000,00
belanja snack makan minum pelatihan membuat asesoris85 ok x 17.500,00 = 1.487.500,00
belanja snack makan minum lomba simulasi KDRT90 ok x 25.000,00 = 2.250.000,00
belanja snaack makan minum tim pelatihan simulasi pola asuh anak75 ok x 25.000,00 = 1.875.000,00
belanja snack makan minum lomba simulasi pola asuh anak17 ok x 25.000,00 = 425.000,00
belanja snack makan minum pelatihan capacity building135 ok x 25.000,00 = 3.375.000,00
belanja makan minum syawalan200 ok x 17.500,00 = 3.500.000,00
belanja snack makan minum penyuluhan hukum70 ok x 25.000,00 = 1.750.000,00
belanja makan minum kegiatan monev TP PKK Propinsi DIY200 ok x 17.500,00 = 3.500.000,00
belanja makan minum kegiatan monev 10 program pokok pkk680 ok x 17.500,00 = 11.900.000,00
belanja makan minum tim monev 10 program poko pkk126 ok x 17.500,00 = 2.205.000,00
Belanja snack makan minum pencanangan HKG100 ok x 25.000,00 = 2.500.000,00
Belanja snack makan minum puncak acara HKG300 ok x 25.000,00 = 7.500.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,11220000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 15 . 02  , Belanja Perjalanan Dinas Luar Daerah  ,11220000," Belanja perjalanan dinas luar daerah
belanja perjalanan dinas TP PKK6 ok x 1.550.000,00 = 9.300.000,00
belanja tiket PP6 ok x 320.000,00 = 1.920.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 20  , Belanja Pemeliharaan  ,1000000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 20 . 04  , Belanja Pemeliharan Peralatan dan Mesin  ,1000000," Belanja servis komputer
Belanja jasa servis komputer1 ls x 1.000.000,00 = 1.000.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 23  , Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga  ,16250000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 23 . 01  , Belanja Barang Yang Akan Diserahkan Kepada Masyarakat  ,16250000," Belanja cinderamata/hadiah
Belanja cinderamata/hadiah pemantauan Posyandu 3 paket1 ls x 3.000.000,00 = 3.000.000,00
Belanja cinderamata simulasi pola asuh anak peningkatan kesadaran bela negara 10 orang10 Ok x 75.000,00 = 750.000,00
Belanja cinderamata/hadiah Monev 10 Program Pokok PKK 12 paket1 1 x 10.000.000,00 = 10.000.000,00
Belanja cinderamata/hadiah lomba membuat APE 5 paket1 ls x 2.500.000,00 = 2.500.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",14715000,,
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,7100000," honorarium narasumber
Honorarium narasumber pelatihan capacity building (6 jpl x 2 kegiatan)12 jpl x 100.000,00 = 1.200.000,00
Honorarium narasumbre sosialisasi penyuluhan hukum6 jpl x 100.000,00 = 600.000,00
honorarium narasumber sosialisasi B2SA2 jpl x 100.000,00 = 200.000,00
honorarium narasumber pemanfaatan hasil TOGA2 jpl x 100.000,00 = 200.000,00
honoraroiun narasumber opembinaan administrasi Posyandu2 jpl x 100.000,00 = 200.000,00
Honorarium narasumber pemberdayaan KWT2 jpl x 100.000,00 = 200.000,00
honorarium narasumber penyuluhan pemnfaatan pekarangan2 jpl x 100.000,00 = 200.000,00
honorarium narasumber sosiaslisasi rumah layak huni (P2WKSS)2 jpl x 100.000,00 = 200.000,00
Honorarium narasumber pelatihan ketrampilan membuat asesoris8 jpl x 100.000,00 = 800.000,00
Honorarium narasumber Rakor Pokja III2 jpl x 100.000,00 = 200.000,00
honorarium narasumber pembinaan Hatinya PKK3 jpl x 100.000,00 = 300.000,00
Honorarium narasumber Rakor Pokja I3 jpl x 100.000,00 = 300.000,00
Honrraium narasumber lomba simulasi KDRT18 jpl x 100.000,00 = 1.800.000,00
Honorarium pelatihan membuat APE7 jpl x 100.000,00 = 700.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 35 . 02  , Jasa Yuri Perlombaan/Pelatih  ,1300000," honorarium Yuri
honorarium tim yuri lomba APE3 Ok x 200.000,00 = 600.000,00
honorarium yuri pembinaan UP2K terbaik14 Ok x 50.000,00 = 700.000,00",
1.11 . 1.22.01 . 20 . 16 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,6315000," Uang saku peserta
uang saku peserta penyuluhan hukum60 Ok x 15.000,00 = 900.000,00
uang saku peserta pelatihan ketrampilan membuat asesoris75 Ok x 15.000,00 = 1.125.000,00
uang saku peserta Rakor Pokja III91 Ok x 15.000,00 = 1.365.000,00
uang saku peserta Rakor Pokja I100 Ok x 15.000,00 = 1.500.000,00
uang saku peserta penyuluhan pola asuh anak10 Ok x 30.000,00 = 300.000,00
uang saku peserta pelatihan membuat APE75 Ok x 15.000,00 = 1.125.000,00",
1.02 . 1.22.01 . 20  , Program Perbaikan Gizi Masyarakat  ,3501776600,,
1.02 . 1.22.01 . 20 . 02  , Pemberian tambahan makanan dan vitamin  ,3478386600," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 1  , Belanja Pegawai  ,157935000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 1 . 01  , Honorarium PNS  ,154935000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,154935000," Honor Panitia Pelaksana kegiatan
Honor Verifikasi SPJ PMT - AS TK 27 org1 BJJ x 12.960.000,00 = 12.960.000,00
Honor Tim Lomba PMT - AS TK 20 org x 23460 org x 37.500,00 = 17.250.000,00
Honor Pemandu Study Banding6 org x 300.000,00 = 1.800.000,00
Honor Pembinaan TK Kecamatan dan TP PKK Kec34 org x 125.000,00 = 4.250.000,00
Honor Pembinaan GOP TKI17 org x 125.000,00 = 2.125.000,00
Honor Pembinaan Puskesmas27 org x 125.000,00 = 3.375.000,00
Honor Anggota Sekretariat Forum PMT - AS120 ob x 70.000,00 = 8.400.000,00
Honor Tim Pendata Jumlah siswa TK pada 525 TK6 org x 150.000,00 = 900.000,00
Honor Pembinaan Guru TK525 TK x 155.000,00 = 81.375.000,00
Honor Ketua Sekretariat Forum PMT - AS12 ob x 125.000,00 = 1.500.000,00
Honor Wakil Ketua Forum PMT - AS12 ob x 120.000,00 = 1.440.000,00
Honor Sekretariat Forum PMT - AS12 org x 100.000,00 = 1.200.000,00
Honor Ketua Forum Koordinasi PMT - AS12 ob x 125.000,00 = 1.500.000,00
Honor Wakil Ketua Forum Koordinasi PMT - AS12 ob x 120.000,00 = 1.440.000,00
Anggota Forum Koordinasi PMT - AS120 ob x 70.000,00 = 8.400.000,00
Honor Panitia Sosialisasi PMT - AS1 bjj x 1.960.000,00 = 1.960.000,00
Honor Panitia Pelatihan Petugas Masak 6 ok x 4 Akt1 BJJ x 3.260.000,00 = 3.260.000,00
Honor Pembina Forum Koordinasi PMT - AS12 ob x 150.000,00 = 1.800.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 1 . 03  , Uang Lembur  ,3000000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 1 . 03 . 01  , Uang Lembur PNS  ,3000000," Uang Lembur
Uang lembur PNS200 org x 15.000,00 = 3.000.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,3320451600,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,15175000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,15175000," Belanja Alat Tulis Kantor
ATK Peserta Study Banding50 org x 75.000,00 = 3.750.000,00
Belanja alat tulis Kegiatan1 paket x 2.500.000,00 = 2.500.000,00
ATK Peserta Pelatihan Petugas masak525 org x 17.000,00 = 8.925.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,3127019200,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 02 . 07  , Belanja Cindera Mata  ,1000000," Belanja Cindera Mata Study Banding1 Paket x 1.000.000,00 = 1.000.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 02 . 08  , Belanja Bahan Makanan  ,3120819200," Belanja Bahan Makanan Tambahan Anak TK1,950,512 argxpemb x 1.600,00 = 3.120.819.200,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 02 . 18  , Belanja Bahan Percontohan  ,5200000," Belanja Bahan Percontohan4 AKT x 1.300.000,00 = 5.200.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,1520000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,720000," Dekorasi6 kali x 120.000,00 = 720.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 03 . 15  , Belanja Publikasi  ,800000," Belanja Publikasi2 kali x 400.000,00 = 800.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,16184400,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,9750000," Biaya Cetak1 kali x 1.700.000,00 = 1.700.000,00
Biaya Cetak Juknis PMT - AS575 BUKU x 14.000,00 = 8.050.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,6434400," Belanja Penggandaan
Belanja Penggandaan Materi Pelatihan Petugas Masak14,448 lbr x 150,00 = 2.167.200,00
Belanja Penggandaan Materi Pendataan PMT - AS14,448 lbr x 150,00 = 2.167.200,00
Belanaja Penggandaan kegiatan14,000 lbr x 150,00 = 2.100.000,00",
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,78978000,,
1.02 . 1.22.01 . 20 . 02 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,12750000," Belanja Makan Minum Rapat1,500 org x 8.500,00 = 12.750.000,00",
