Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.01 . 1.01.01 . 16.111 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,925000,925000,0,0,"Foto kopi Materi4,600 lbr x 125,00 = 575.000,00
Cetak Piagam140 org x 2.500,00 = 350.000,00"
1.01 . 1.01.01 . 16.111 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,600000,600000,0,0,
1.01 . 1.01.01 . 16.111 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,600000,600000,0,0,"Sewa TempatTempat Kegiatan2 hari x 300.000,00 = 600.000,00"
1.01 . 1.01.01 . 16.111 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,10275000,10275000,0,0,
1.01 . 1.01.01 . 16.111 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,525000,525000,0,0,"MMR Koordinasi
MMR70 org x 7.500,00 = 525.000,00"
1.01 . 1.01.01 . 16.111 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,9750000,9750000,0,0,"Snack dan Minum
Snack dan Minum kegiatan600 dos x 7.500,00 = 4.500.000,00
Makan dan Minum kegiatan300 dos x 17.500,00 = 5.250.000,00"
1.01 . 1.01.01 . 16.112 ,Penguatan Mapel yang diujikan dalam UNAS ,40000000,40000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.112 . 5.2.1 ,Belanja Pegawai ,19800000,19800000,0,0,
1.01 . 1.01.01 . 16.112 . 5.2.1.01 ,Honorarium PNS ,19800000,19800000,0,0,
1.01 . 1.01.01 . 16.112 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,19800000,19800000,0,0,"Honor Panitia
Hr Panitia1 bjj x 5.000.000,00 = 5.000.000,00
Honor Penyusun naskah kisi-kisi
Penyusun NAskah kisi-kisi120 oh x 100.000,00 = 12.000.000,00
Honor NarasumberHR Narasumber8 jpl x 250.000,00 = 2.000.000,00
Honor ModeratorHR Moderator8 jpl x 100.000,00 = 800.000,00"
1.01 . 1.01.01 . 16.112 . 5.2.2 ,Belanja Barang dan Jasa ,20200000,20200000,0,0,
1.01 . 1.01.01 . 16.112 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1000000,1000000,0,0,
1.01 . 1.01.01 . 16.112 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1000000,1000000,0,0,"ATKATK kegiatan1 paket x 1.000.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16.112 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,5950000,5950000,0,0,
1.01 . 1.01.01 . 16.112 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,5950000,5950000,0,0,"Penggandaan
Penggandaan kisi-kisi1 keg x 5.950.000,00 = 5.950.000,00"
1.01 . 1.01.01 . 16.112 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1000000,1000000,0,0,
1.01 . 1.01.01 . 16.112 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,1000000,1000000,0,0,"Sewa Tempat4 hr x 250.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16.112 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12250000,12250000,0,0,
1.01 . 1.01.01 . 16.112 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3500000,3500000,0,0,"MMR200 org x 17.500,00 = 3.500.000,00"
1.01 . 1.01.01 . 16.112 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,8750000,8750000,0,0,"MMK500 org x 17.500,00 = 8.750.000,00"
1.01 . 1.01.01 . 16.113 ,Peningkatan Kecerdasan Siswa melalui Pemberian Susu,3750500000,3692458100,-58041900,-1.55,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.113 . 5.2.1 ,Belanja Pegawai ,58500000,58500000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.1.01 ,Honorarium PNS ,57600000,57600000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,57600000,57600000,0,0,"Honor Panitia KegiatanKesekretariatan64 ob x 0,00 = 0,00
Tim Penyusun SOP1 bjj x 0,00 = 0,00
PAnitia Sosialisasi1 bjj x 0,00 = 0,00
Tim Teknis1 bjj x 0,00 = 0,00
Panitia Pengadaan1 bjj x 0,00 = 0,00
Penerima/Pemeriksa Barang1 bjj x 0,00 = 0,00
Tim Monev136 oh x 0,00 = 0,00
Pelaksana Lapangan68 ok x 0,00 = 0,00
Honor KesekretariatanHr. Sekretariat64 ob x 63.750,00 = 4.080.000,00
Tim Penyusun SOP1 bjj x 1.080.000,00 = 1.080.000,00
Tim Teknis1 bjj x 3.500.000,00 = 3.500.000,00
Honor Panitia SosialisasiPanitia Sosialisasi1 bjj x 3.300.000,00 = 3.300.000,00
Honor Panitia Pengadaan Barang /Jasa
Hr.Pengadaan Barang1 bjj x 2.450.000,00 = 2.450.000,00
Honor Penerima/Pemeriksa Barang
Hr.Penerima /Pemeriksa barang1 bjj x 7.650.000,00 = 7.650.000,00
TPK Tim Monev136 org x 100.000,00 = 13.600.000,00
Tim Pelaksana Lapangan68 ok x 200.000,00 = 13.600.000,00
Tim PembinaHr Tim Pembina1 bjj x 8.340.000,00 = 8.340.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.1.03 ,Uang Lembur ,900000,900000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.1.03.01 ,Uang Lembur PNS ,900000,900000,0,0,"Lembur PNS1 bjj x 900.000,00 = 900.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2 ,Belanja Barang dan Jasa ,3692000000,3633958100,-58041900,-1.57,
1.01 . 1.01.01 . 16.113 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,9895000,9895000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,9895000,9895000,0,0,"ATK Kegiatan1 Ls x 3.895.000,00 = 3.895.000,00
ATK Peserta Sosialisasi400 org x 15.000,00 = 6.000.000,00
ATK Pelaksana LaporanATK Pelaksana17 upt x 0,00 = 0,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.03 ,Belanja Jasa Kantor ,1200000,1200000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.2.03.13 ,Belanja Dokumentasi ,500000,500000,0,0,"Dokumentasi1 Ls x 500.000,00 = 500.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.03.14 ,Belanja Dekorasi ,200000,200000,0,0,"Dekorasi1 ls x 200.000,00 = 200.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.03.15 ,Belanja Publikasi ,500000,500000,0,0,"Sosialisasi Media Massa1 ls x 500.000,00 = 500.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,5202500,5202500,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,5202500,5202500,0,0,"PenggandaanCopy41,620 lbr x 125,00 = 5.202.500,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,600000,600000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,600000,600000,0,0,"Sewa tempat2 lokal x 300.000,00 = 600.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3663027500,3604985600,-58041900,-1.58,
1.01 . 1.01.01 . 16.113 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3500000,3500000,0,0,"Makan Minum Rapat200 dos x 17.500,00 = 3.500.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1050000,1050000,0,0,"MML60 org x 17.500,00 = 1.050.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,3658477500,3600435600,-58041900,-1.59,"Makan Minum Sosialisasi450 org x 17.500,00 = 7.875.000,00
Snack Minum SosialisasiSnack Minum450 org x 7.500,00 = 3.375.000,00
Pengadaan Susu cair1,568,700 kotak x 2.288,00 = 3.589.185.600,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.15 ,Belanja Perjalanan Dinas ,8075000,8075000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2050000,2050000,0,0,"Gol IV15 oh x 50.000,00 = 750.000,00
Gol III25 oh x 40.000,00 = 1.000.000,00
Gol II10 oh x 30.000,00 = 300.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,6025000,6025000,0,0,"Gol IV5 oh x 800.000,00 = 4.000.000,00
Gol III3 oh x 675.000,00 = 2.025.000,00"
1.01 . 1.01.01 . 16.113 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,4000000,4000000,0,0,
1.01 . 1.01.01 . 16.113 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4000000,4000000,0,0,"Narasumber Sosialisasi
Nara Sumber Sosialisasi10 jpl x 200.000,00 = 2.000.000,00
Tenaga Ahli2 ok x 1.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16.114 ,Pembangunan Ruang Kelas Sekolah SD ,1272650000,1272650000,0,0,Sumber Dana : 
1.01 . 1.01.01 . 16.114 . 5.2.1 ,Belanja Pegawai ,3300000,3300000,0,0,
1.01 . 1.01.01 . 16.114 . 5.2.1.01 ,Honorarium PNS ,3300000,3300000,0,0,
1.01 . 1.01.01 . 16.114 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3300000,3300000,0,0,"HR Panitia Pelaksana Kegiatan
HR PPK3 bl x 300.000,00 = 900.000,00
HR Tim Sekretariat (3 orang)4 bl x 600.000,00 = 2.400.000,00"
1.01 . 1.01.01 . 16.114 . 5.2.3 ,Belanja Modal ,1269350000,1269350000,0,0,
1.01 . 1.01.01 . 16.114 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,1269350000,1269350000,0,0,
1.01 . 1.01.01 . 16.114 . 5.2.3.26.16 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pendidikan,1269350000,1269350000,0,0,"Pembangunan Ruang Kelas Baru10 Ruang x 120.000.000,00 = 1.200.000.000,00
Belanja Konsultansi Perencana1 ls x 32.500.000,00 = 32.500.000,00
Belanja Konsultansi Pengawasan1 ls x 17.500.000,00 = 17.500.000,00
HR panitia Pengadaan Barang/Jasa1 ls x 4.750.000,00 = 4.750.000,00
HR Tim PHO1 ls x 2.750.000,00 = 2.750.000,00
Hr Pejabat Pengadaan Konsultan Perencana1 or x 300.000,00 = 300.000,00
HR Pejabat Pengadaan Konsultan Pengawas1 ls x 300.000,00 = 300.000,00
Belanja Penggandaan50,000 lbr x 125,00 = 6.250.000,00
Belanja ATK1 ls x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 20 ,Program Peningkatan Mutu Pendidik dan Tenaga Kependidikan,595350000,592050000,-3300000,-0.55,
1.01 . 1.01.01 . 20.09 ,Pengembangan Sistem Pendataan dan Pemetaan Pendidik dan Tenaga Kependidikan,55600000,52300000,-3300000,-5.94,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 20.09 . 5.2.1 ,Belanja Pegawai ,22210000,22210000,0,0,
1.01 . 1.01.01 . 20.09 . 5.2.1.01 ,Honorarium PNS ,19460000,19460000,0,0,
1.01 . 1.01.01 . 20.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,19460000,19460000,0,0,"TPK Entry dan Validasi Data476 sekolah x 7.500,00 = 3.570.000,00
TPK Tim Pengolah Data476 sekolah x 5.000,00 = 2.380.000,00
TPK Tim Pembuat Profil1 ls x 0,00 = 0,00
Honorarium Penyelenggara Kegiatan
Honorarium Petugas UPT17 or x 200.000,00 = 3.400.000,00
HR Petugas sekolah SMP/MTs106 or x 35.000,00 = 3.710.000,00
Hr Operator Dapodik36 ob x 150.000,00 = 5.400.000,00
HR Panitia sosialisasi1 ls x 1.000.000,00 = 1.000.000,00
Petugas Cabang Dinas Dikdas Kecamatan
Petugas Cabang Dinas Dikdas/ Kecamatan17 orang x 0,00 = 0,00
Petugas Sekolah SMP/MTs107 0rang x 0,00 = 0,00
Honor Nara Sumber Sosialisasi Rorm. 1.1.
Nara sumber sosialisasi Form 1.1.8 jpl x 0,00 = 0,00"
1.01 . 1.01.01 . 20.09 . 5.2.1.03 ,Uang Lembur ,2750000,2750000,0,0,
1.01 . 1.01.01 . 20.09 . 5.2.1.03.01 ,Uang Lembur PNS ,2750000,2750000,0,0,"Uang lembur1 ls x 2.750.000,00 = 2.750.000,00"
1.01 . 1.01.01 . 20.09 . 5.2.2 ,Belanja Barang dan Jasa ,33390000,30090000,-3300000,-9.88,
1.01 . 1.01.01 . 20.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4140000,4140000,0,0,
1.01 . 1.01.01 . 20.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4140000,4140000,0,0,"Alat Tulis Kantor
ATK1 ls x 4.140.000,00 = 4.140.000,00"
1.01 . 1.01.01 . 20.09 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,4125000,4125000,0,0,
1.01 . 1.01.01 . 20.09 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,4125000,4125000,0,0,"Foto copy kegiatan dan unstrumen
Foto copy kegiatan dan instrumen15,000 lembar x 125,00 = 1.875.000,00
Penggandaan Rangkuman ( rekap kabupaten dan kecamatan )
Penggandaan Rangkuman ( rekap kabupaten dan kecamatan15 buah x 150.000,00 = 2.250.000,00
Penggandaan CD LI SD/SMP
Penggadaan CD lisn SD dan SMP120 buah x 0,00 = 0,00"
1.01 . 1.01.01 . 20.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,11225000,11225000,0,0,
1.01 . 1.01.01 . 20.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,375000,375000,0,0,"Makan minum rapat
Snack minum rapat50 or x 7.500,00 = 375.000,00
Makan minum kegiatan400 orang x 0,00 = 0,00"
1.01 . 1.01.01 . 20.09 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,3850000,3850000,0,0,"Makan minum lemburMkan minum lembur220 ol x 17.500,00 = 3.850.000,00"
1.01 . 1.01.01 . 20.09 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,7000000,7000000,0,0,"MM Pelaksanaan Kegiatan
MMK400 OK x 17.500,00 = 7.000.000,00"
1.01 . 1.01.01 . 20.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,11500000,8200000,-3300000,-28.7,
1.01 . 1.01.01 . 20.09 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,11500000,8200000,-3300000,-28.7,"Belanja Perjalanan Dinas luar daerah
Perjalanan Dinas1 ls x 8.200.000,00 = 8.200.000,00"
1.01 . 1.01.01 . 20.09 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,2400000,2400000,0,0,
1.01 . 1.01.01 . 20.09 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2400000,2400000,0,0,"Hr Narasumber
Hr Nara sumber sosialisasi12 jpl x 200.000,00 = 2.400.000,00"
1.01 . 1.01.01 . 20.13 ,"Seleksi guru, Kepsek dan pengawas berprestasi ",40000000,40000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 20.13 . 5.2.1 ,Belanja Pegawai ,3270000,3270000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.1.01 ,Honorarium PNS ,2000000,2000000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2000000,2000000,0,0,"Honor Tim Pemilihan
Honor Tim 16 orang / bjj/orang/bl1 ls x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.1.03 ,Uang Lembur ,1270000,1270000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.1.03.01 ,Uang Lembur PNS ,1270000,1270000,0,0,"Uang Lembur PNS1 Ls x 1.270.000,00 = 1.270.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2 ,Belanja Barang dan Jasa ,36730000,36730000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2147500,2147500,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2147500,2147500,0,0,"ATK1 ls x 2.147.500,00 = 2.147.500,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.03 ,Belanja Jasa Kantor ,500000,500000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.03.13 ,Belanja Dokumentasi ,500000,500000,0,0,"Dokumentasi/ dekorasi dan publikasi
Dokumentasi1 ls x 250.000,00 = 250.000,00Publikasi1 ls x 250.000,00 = 250.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1562500,1562500,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1562500,1562500,0,0,"Instrumen pemilihan guru, KS, pengawas berprestasifoto copy12,500 lembar x 125,00 = 1.562.500,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,14010000,14010000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3660000,3660000,0,0,"Makan minum rapat244 orang x 15.000,00 = 3.660.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1350000,1350000,0,0,"Makan minum lembur90 orang x 15.000,00 = 1.350.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,9000000,9000000,0,0,"Makan minum kegiatan400 orang x 22.500,00 = 9.000.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-Hari Tertentu ,3000000,3000000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.14.03 ,Belanja Pakaian Batik Tradisional ,3000000,3000000,0,0,"Belanja batik bagi tim dan peserta lomba ke tingkat nasional
Batik Tim dan Peserta Lomba tk Nasional10 buah x 300.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.15 ,Belanja Perjalanan Dinas ,5190000,5190000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5190000,5190000,0,0,"Perjalanan Dinas dlam daerah Tim dan peserta tingkat propinsi
Perjalanan Dinas dalam Daerah1 Ls x 1.750.000,00 = 1.750.000,00
Perjalanan Dinas Dalam Daerah1 Ls x 3.440.000,00 = 3.440.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.23 ,Belanja Barang yang akan diserahkan kepada Masyarakat/ Pihak ketiga,7800000,7800000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.23.01 ,Belanja Barang yang akan diserahkan kepada Masyarakat,7800000,7800000,0,0,"Belanja Pembelian Trophy, piagan/cinderamata
Belanja pembelian trophy, piagam/ cenderamata6 set x 300.000,00 = 1.800.000,00
Belanja Hadiah/ penghargaan guru.KS dan Pengawas berprestasi tingkat propinsi dan tk nasional
Belanja hadiah6 orang x 1.000.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 20.13 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,2520000,2520000,0,0,
1.01 . 1.01.01 . 20.13 . 5.2.2.34.02 ,Honorarium Yuri Perlombaan ,2520000,2520000,0,0,"Honor Yuri seleksi guru, kepala sekolah dan pengawas berprestasi
Honor Yuri seleksi guru, kepala sekolah dan pengawas berprestasi 12 X 3 hari X Rp. 70.000,-36 orang x 70.000,00 = 2.520.000,00"
1.01 . 1.01.01 . 20.15 ,Penyusunan Sistem Informasi Pendidikan ,26000000,26000000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 20.15 . 5.2.1 ,Belanja Pegawai ,9450000,9450000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.1.01 ,Honorarium PNS ,6800000,6800000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,6800000,6800000,0,0,"Honor Panitia Kegiatan
HR Tim Dapodikdas24 ob x 100.000,00 = 2.400.000,00
HR Petugas Validasi Dapodikdas24 ob x 100.000,00 = 2.400.000,00
HR Tim Sosialisasi Dapodikdas1 bjj x 2.000.000,00 = 2.000.000,00
Honor Nara Sumber Sosialisasi NISN dan NUPTK
Honor Nara Sumber16 JPL x 0,00 = 0,00
Honor Tim Entry dan Validasi Data NISN dan NUPTKHR Tim4 ob x 0,00 = 0,00"
1.01 . 1.01.01 . 20.15 . 5.2.1.03 ,Uang Lembur ,2650000,2650000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.1.03.01 ,Uang Lembur PNS ,2650000,2650000,0,0,"Uang Lembur1 ls x 2.650.000,00 = 2.650.000,00"
1.01 . 1.01.01 . 20.15 . 5.2.2 ,Belanja Barang dan Jasa ,16550000,16550000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2155000,2155000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2155000,2155000,0,0,"Belanja ATKATK1 ls x 2.155.000,00 = 2.155.000,00"
1.01 . 1.01.01 . 20.15 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,5895000,5895000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.2.06.01 ,Belanja Cetak ,4395000,4395000,0,0,"Belanja Cetak
Cetak Profil Dapodikdas SD21,250 lbr x 150,00 = 3.187.500,00
Cetak Profil Dapodikdas SMP8,050 lbr x 150,00 = 1.207.500,00"
1.01 . 1.01.01 . 20.15 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1500000,1500000,0,0,"Foto copy Kegiatan dan Instrumen/blangko2
Foto Copy  Instumen/blangko212,000 lembar x 125,00 = 1.500.000,00"
1.01 . 1.01.01 . 20.15 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6700000,6700000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,750000,750000,0,0,"Belanja Makanan Minuman RapatMMR100 or x 7.500,00 = 750.000,00"
1.01 . 1.01.01 . 20.15 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,3762500,3762500,0,0,"Makan minum lemmbur
Makan minum lembur215 ol x 17.500,00 = 3.762.500,00"
1.01 . 1.01.01 . 20.15 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2187500,2187500,0,0,"Belanja Makanan Minuman pelaksanaan KegiatanMMK125 ok x 17.500,00 = 2.187.500,00"
1.01 . 1.01.01 . 20.15 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,1800000,1800000,0,0,
1.01 . 1.01.01 . 20.15 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,1800000,1800000,0,0,"HR narasumber/Moderator
HR Narasumber Sosialisasi8 jpl x 200.000,00 = 1.600.000,00
HR Moderator1 hr x 200.000,00 = 200.000,00"
1.01 . 1.01.01 . 20.18 ,Sistem Penjaminan Mutu SD dan SMP ,63000000,63000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 20.18 . 5.2.1 ,Belanja Pegawai ,3600000,3600000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.1.01 ,Honorarium PNS ,2500000,2500000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2500000,2500000,0,0,"HR Panitia1 bjj x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.1.03 ,Uang Lembur ,1100000,1100000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.1.03.01 ,Uang Lembur PNS ,1100000,1100000,0,0,"Uang lembur PNSGol. III dan IV40 ol x 15.000,00 = 600.000,00
Golongan I dan II50 ol x 10.000,00 = 500.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2 ,Belanja Barang dan Jasa ,59400000,59400000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,11890000,11890000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,11890000,11890000,0,0,"ATKATK Kegiatan1 ls x 3.190.000,00 = 3.190.000,00
ATK Peserta87 set x 100.000,00 = 8.700.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.03 ,Belanja Jasa Kantor ,350000,350000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.03.13 ,Belanja Dokumentasi ,350000,350000,0,0,"Dokumentasi1 ls x 350.000,00 = 350.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,6685000,6685000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.06.01 ,Belanja Cetak ,435000,435000,0,0,"Cetak
Cetak Piagam87 lbr x 5.000,00 = 435.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,6250000,6250000,0,0,"Foto Copy Kegiatan50,000 lembar x 125,00 = 6.250.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2100000,2100000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,2100000,2100000,0,0,"Sewa Ruang pertemuan
Sewa Tempat Kegiatan1 kg x 2.100.000,00 = 2.100.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,1800000,1800000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.10.07 ,Belanja Sewa Sound System ,1800000,1800000,0,0,"Sewa Sound system1 kg x 1.800.000,00 = 1.800.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,26225000,26225000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,8750000,8750000,0,0,"MMR500 orang x 17.500,00 = 8.750.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1575000,1575000,0,0,"MML90 ol x 17.500,00 = 1.575.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,15900000,15900000,0,0,"MMKMakan Minum636 ok x 17.500,00 = 11.130.000,00
Minum Sneck636 ok x 7.500,00 = 4.770.000,00"
