Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
2.05 . 2.05.01 . 23 . 09 , Peningkatan Kapasitas Pengelolaan PUMP-P2HP ,22996000," Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : terlaksananya pendampingan kpd klp penerima PUMP P2Hp
Target: 10 bulan",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 1 , Belanja Pegawai ,6140000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 1 . 01 , Honorarium PNS ,6140000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,6140000," APBD
Honor Tim Pelaksana Teknis Kegiatan
ketua10 ob x 160.000,00 = 1.600.000,00
sekretaris10 ob x 150.000,00 = 1.500.000,00
anggota20 ob x 140.000,00 = 2.800.000,00
Honor panitia penyelenggara sosialisasi
ketua1 ok x 90.000,00 = 90.000,00
sekretaris1 ok x 80.000,00 = 80.000,00
anggota1 ok x 70.000,00 = 70.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 , Belanja Barang dan Jasa ,16856000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,2301000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,2301000," APBD
Belanja ATK dan bahan komputer
ATK (kertas, flashdisk, pulpen, dll1 paket x 601.000,00 = 601.000,00bahan komputer1 paket x 500.000,00 = 500.000,00
ATK peserta sosialisasi40 paket x 30.000,00 = 1.200.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,350000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,350000," APBD
penggandaan1,000 lbr x 150,00 = 150.000,00
pelaporan1 paket x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,7625000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,2500000," APBD
Belanja makan minum rapatmakan minum rapat100 om x 25.000,00 = 2.500.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,5125000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
Makan minum kegiatan205 om x 25.000,00 = 5.125.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,4780000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,780000," APBD
Dalam rangka konsultasi ke provinsi
Golongan IV70,000 op x 4,00 = 280.000,00
golongan III5 op x 60.000,00 = 300.000,00
golongan II4 op x 50.000,00 = 200.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,4000000," APBD
dalam rangka konsultasi/koordinasi ke luar daerah
Golongan IV/III/II2 op x 2.000.000,00 = 4.000.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1800000,,
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,600000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Honorarium Penceramah Pelatihan4 jpl x 150.000,00 = 600.000,00",
2.05 . 2.05.01 . 23 . 09 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1200000," APBD
Honorarium Harian
Honorarium harian peserta Pelatihan40 oh x 30.000,00 = 1.200.000,00",
2.05 . 2.05.01 . 23 . 10 , Sosialisasi Perbup Perizinan Usaha Perikanan ,15330000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksananya sosialisasi perbup perijinan usaha perikanan
Target: 150 orang",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 1 , Belanja Pegawai ,760000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 1 . 01 , Honorarium PNS ,760000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,760000," APBD
honor panitia penyelenggara sosialisasi
ketua2 ok x 90.000,00 = 180.000,00
sekretaris2 ok x 80.000,00 = 160.000,00
anggota6 ok x 70.000,00 = 420.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 , Belanja Barang dan Jasa ,14570000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,3105000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3105000," APBD
Belanja ATKATK (kertas, flashdisk, pulpen, dll1 paket x 405.000,00 = 405.000,00
atk peserta100 paket x 25.000,00 = 2.500.000,00
sarana komputer1 paket x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,500000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,500000," APBD
publikasispanduk1 paket x 500.000,00 = 500.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,195000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,195000," APBD
penggandaan1,300 lbr x 150,00 = 195.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1000000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,1000000," APBD
Belanja sewa gedung/kantor/tempat2 hari x 500.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,4170000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,750000," APBD
Belanja makan minum rapatmakan minum rapat30 om x 25.000,00 = 750.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,3420000," APBD
Belanja makan dan minuman pelaksanaan kegiatanMakan minum kegiatan sosialisasi120 om x 28.500,00 = 3.420.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",5600000,,
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,2600000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber sosialisasi16 jpl x 150.000,00 = 2.400.000,00
moderator2 jpl x 100.000,00 = 200.000,00",
2.05 . 2.05.01 . 23 . 10 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,3000000," APBD
Honorarium peserta sosialisasi100 oh x 30.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 23 . 11 , Temu Usaha Kelautan dan Perikanan ,36296000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksananya temu usaha kelautan dan perikanan
Target: 200 orang",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 1 , Belanja Pegawai ,1240000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 1 . 01 , Honorarium PNS ,1240000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,1240000," APBD
Honor pantia penyelenggara temu usaha KP
ketua4 ok x 90.000,00 = 360.000,00
sekretaris4 ok x 80.000,00 = 320.000,00
anggota8 ok x 70.000,00 = 560.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 , Belanja Barang dan Jasa ,35056000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,8276000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,8276000," APBD
Belanja ATK
ATK (kertas, refill tinta, flashdisk, pulpen, dll1 paket x 276.000,00 = 276.000,00atribut pseserta200 paket x 40.000,00 = 8.000.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,300000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,300000," APBD
publikasispanduk1 paket x 300.000,00 = 300.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,615000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,615000," APBD
penggandaan2,700 lbr x 150,00 = 405.000,00
pelaporan1 paket x 210.000,00 = 210.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2000000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,2000000," APBD
Belanja sewa gedung/kantor/tempat4 hari x 500.000,00 = 2.000.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,11425000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,625000," APBD
Belanja makan minum rapatmakan minum rapat25 om x 25.000,00 = 625.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,10800000," APBD
Belanja makan dan minuman pelaksanaan kegiatankonsumsi kegiatan240 om x 45.000,00 = 10.800.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",12440000,,
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,7040000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber temu usaha (PNS)16 jpl x 180.000,00 = 2.880.000,00
moderator8 jpl x 70.000,00 = 560.000,00
Narasumber temu usaha (non PNS)16 jpl x 225.000,00 = 3.600.000,00",
2.05 . 2.05.01 . 23 . 11 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,5400000," APBD
Honorarium peserta
Honorarium peserta usaha200 oh x 27.000,00 = 5.400.000,00",
2.05 . 2.05.01 . 24 ," Program pengembangan kawasan budidaya laut, air payau dan air tawar ",71525000,,
2.05 . 2.05.01 . 24 . 06 , Pengembangan Kawasan Minapolitan ,71525000," Sumber Dana : APBD
Lokasi Kegiatan : Pembudidaya ikan
Keluaran : Terlaksananya pelatihan cacing sutera
Target: 30 peserta",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 1 , Belanja Pegawai ,19600000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 1 . 01 , Honorarium PNS ,19600000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,19600000," APBD
Honorarium Panitia Pelaksana Teknis Kegiatan
Ketua5 ob x 160.000,00 = 800.000,00
Sekretaris5 ob x 150.000,00 = 750.000,00
Anggota10 ob x 140.000,00 = 1.400.000,00
Honor panitia pelatihanKetua2 oh x 90.000,00 = 180.000,00
Sekretaris2 oh x 80.000,00 = 160.000,00
Anggota4 oh x 70.000,00 = 280.000,00
Honorarium tim pokja minapolitan
Ketua7 ob x 170.000,00 = 1.190.000,00
Sekretaris7 oh x 160.000,00 = 1.120.000,00
Anggota84 ob x 150.000,00 = 12.600.000,00
Wakil ketua7 ob x 160.000,00 = 1.120.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 , Belanja Barang dan Jasa ,51925000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,3975000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3975000," APBD
ATK Kegiatan dan Supply Komputer
ATK kegiatan dan supply komputer (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex,Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 675.000,00 = 675.000,00
ATK Peserta Pelatihan
ATK peserta pelatihan (alat tulis, atribut, tas)30 paket x 110.000,00 = 3.300.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,8400000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 02 . 18 , Belanja Bahan Percontohan ,8400000," APBD
Belanja Bahan Percontohan
Belanja peralatan pelatihan1 paket x 6.000.000,00 = 6.000.000,00
Belanja media cacing sutera1 LS x 2.000.000,00 = 2.000.000,00
Belanja cacing sutera1 LS x 400.000,00 = 400.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,500000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,500000," APBD
Belanja Penggandaan2,000 lembar x 150,00 = 300.000,00
Laporan dan jilid1 LS x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,12800000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,3000000," APBD
Belanja Makanan dan Minuman Rapat
Makan minum rapat120 om x 25.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,9800000," APBD
Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Makan minum kegiatan200 om x 25.000,00 = 5.000.000,00
Makan minum pelatihan80 om x 60.000,00 = 4.800.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,20450000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,700000," APBD
Belanja Perjalanan Dinas Dalam Daerah
Golongan IV6 op x 50.000,00 = 300.000,00
Golongan III7 op x 40.000,00 = 280.000,00
Golongan II4 op x 30.000,00 = 120.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,19750000," APBD
Belanja Perjalanan Dinas Luar Daerah
Dalam rangka studi banding (Gol IV)2 op x 475.000,00 = 950.000,00
Dalam rangka studi banding (Gol III)5 op x 450.000,00 = 2.250.000,00
Dalam rangka studi banding (Gol II dan masyarakat umum)20 op x 450.000,00 = 9.000.000,00
Perjalanan dinas narasumber2 op x 450.000,00 = 900.000,00
Dalam rangka konsultasi/koordinasi/evaluasi (Gol IV)2 op x 3.325.000,00 = 6.650.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",5800000,,
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,4000000," APBD
Honorarium Narasumber Pelatihan16 jpl x 250.000,00 = 4.000.000,00",
2.05 . 2.05.01 . 24 . 06 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1800000," APBD
Uang Saku Peserta Pelatihan60 oh x 30.000,00 = 1.800.000,00",
2.05 . 2.05.01 . 25 , Program Pengembangan Teknologi Kelautan dan Perikanan ,3613971900,,
2.05 . 2.05.01 . 25 . 01 , Peningkatan Produksi Kelautan dan Perikanan ,3613971900," Sumber Dana : APBD, Dana Alokasi Khusus (D A K)
Lokasi Kegiatan : Kab. Bantul
Keluaran : Terlaksananya peningkatan sarana prasarana pendukung produksi kelautan dan perikanan
Target: 20 paket pengadaan/pekerjaan",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 1 , Belanja Pegawai ,15000000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 1 . 01 , Honorarium PNS ,15000000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,15000000," APBD
Honor Panitia Pelaksana Kegiatan
Anggota96 ob x 100.000,00 = 9.600.000,00
Pengarah12 ob x 160.000,00 = 1.920.000,00
Ketua12 ob x 150.000,00 = 1.800.000,00
Sekretaris12 ob x 140.000,00 = 1.680.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 , Belanja Barang dan Jasa ,73713100,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,3300000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3000000," APBD
Belanja ATK (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)
ATK dan komputer supplai1 LS x 3.000.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 01 . 02 , Belanja Dokumen/Administrasi Tender ,300000," APBD
Administrasi pengadaan barang dan jasa
Biaya dokumen penggandaan1 paket x 300.000,00 = 300.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,43849200,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 02 . 10 , Belanja Bahan Pakan ,43849200," Dana Alokasi Khusus (D A K)
Pengadaan pakan ikanPakan ikan1 paket x 42.499.200,00 = 42.499.200,00
Honor PPK1 o/p x 350.000,00 = 350.000,00
Honor Pejabat PengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim PerencanaKetua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00
Honor Pejabat Pemeriksa/Penerima BarangPejabat penerima/pemeriksa1 o/p x 175.000,00 = 175.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 05 , Belanja Perawatan Kendaraan Bermotor ,2240000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 05 . 03 , Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,2240000," APBD
Belanja BBM
BBM (untuk operasional kegiatan /pendampingan DAK)1 ls x 2.240.000,00 = 2.240.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,1823900,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,1823900," APBD
PenggandaanFotokopi10,200 lembar x 150,00 = 1.530.000,00
Laporan kegiatan dan penjilidan1 paket x 293.900,00 = 293.900,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,5200000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,5200000," APBD
Makan minum rapat260 om x 20.000,00 = 5.200.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,16500000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,16500000," APBD
Dalam rangka koordinasi/konsultasi
Golongan IV/III/II1 LS x 16.500.000,00 = 16.500.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",800000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,800000," APBD
Honor narasumber
Narasumber sosialisasi pengadaan barang/jasa4 JPL x 200.000,00 = 800.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 , Belanja Modal ,3525258800,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 17 , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Angkutan Darat Bermotor ,505599800,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 17 . 04 , Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Khusus ,388984800," Dana Alokasi Khusus (D A K)
Pengadaan mobil pengawasan sumber daya kelautan dan perikanan1 paket x 360.000.000,00 = 360.000.000,00
Pengadaan asesoris kendaraan pengawasan SDKP1 paket x 25.734.800,00 = 25.734.800,00
Honor PPKPPK1 paket x 400.000,00 = 400.000,00
Honor Panitia Perencana Pekerjaan Pengadaan Kendaraan (Roda 2, 3 dan 4)
Anggota1 o/p x 325.000,00 = 325.000,00
Ketua1 o/p x 375.000,00 = 375.000,00
Sekretaris1 o/p x 350.000,00 = 350.000,00
Honor Panitia Pengadaan Barang
Anggota1 o/p x 225.000,00 = 225.000,00
Ketua1 o/p x 275.000,00 = 275.000,00
Sekretaris1 o/p x 250.000,00 = 250.000,00
Honor Panitia Pemeriksa/Penerima Pekerjaan
Ketua1 o/p x 375.000,00 = 375.000,00
Sekretaris1 o/p x 350.000,00 = 350.000,00
Anggota1 o/p x 325.000,00 = 325.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 17 . 05 , Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Beroda Dua ,33090000," Dana Alokasi Khusus (D A K)
Pengadaan kendaraan roda dua
Pengadaan motor lapangan operasional kawasan konservasi1 paket x 30.065.000,00 = 30.065.000,00
Pengadaan asesoris dan kelengkapan motor1 LS x 2.000.000,00 = 2.000.000,00
Honor PPKPPK1 o/p x 350.000,00 = 350.000,00
Honor Panitia Pengadaan BarangKetua1 o/p x 250.000,00 = 250.000,00
Sekretaris1 o/p x 225.000,00 = 225.000,00

Anggota1 o/p x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 17 . 06 , Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Beroda Tiga ,83525000," Dana Alokasi Khusus (D A K)
Pengadaan kendaraan roda tiga
Pengadaan kendaraan roda tiga sarana pengangkut benih ikan1 paket x 80.000.000,00 = 80.000.000,00
Pengadaan asesoris kendaraan1 LS x 2.500.000,00 = 2.500.000,00
Honor PPKPPK1 o/p x 350.000,00 = 350.000,00
Honor Panitia Pengadaan BarangKetua1 o/p x 250.000,00 = 250.000,00
Sekretaris1 o/p x 225.000,00 = 225.000,00
Anggota1 o/p x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 25 , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pengolahan ,464050000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 25 . 08 , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pengolahan Produksi Perikanan ,464050000," Dana Alokasi Khusus (D A K)
1. Belanja modal pengadaan peralatan BBI
Pengadaan peralatan sarana produksi BBI1 paket x 40.000.000,00 = 40.000.000,00
Honor Tim Perencana Pengadaan peralatan BBI
Ketua1 o/p x 150.000,00 = 150.000,00
Sekretaris1 o/p x 125.000,00 = 125.000,00
Anggota1 o/p x 100.000,00 = 100.000,00
Honor Pejabat Pengadaan Barang Peralatan BBIPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Pejabat Penerima/Pemeriksa BarangPejabat penerima/pemeriksa1 o/p x 150.000,00 = 150.000,00
2. Penyediaan mesin peletPengadaan mesin pelet dan kelengkapannya1 paket x 420.000.000,00 = 420.000.000,00
Honor PPKPPK1 o/p x 450.000,00 = 450.000,00
Honor Panitia Pengadaan Mesin Pelet
Ketua1 o/p x 375.000,00 = 375.000,00
Sekretaris1 o/p x 350.000,00 = 350.000,00
Anggota1 o/p x 325.000,00 = 325.000,00
Honor Tim Perencana Pengadaan Mesin Pelet
Ketua1 o/p x 375.000,00 = 375.000,00
Sekretaris1 o/p x 350.000,00 = 350.000,00
Anggota1 o/p x 325.000,00 = 325.000,00
Honor Panitia Penerima/Pemeriksa Mesin Pelet
Ketua1 o/p x 250.000,00 = 250.000,00
Sekretaris1 o/p x 225.000,00 = 225.000,00
Anggota1 o/p x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 49 , Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja ,875865000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 49 . 01 , Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor ,322435000," Dana Alokasi Khusus (D A K)
Pembangunan Pagar Keliling BBI Sanden1 paket x 304.500.000,00 = 304.500.000,00
Jasa konsultanKonsultan perencana1 o/p x 7.500.000,00 = 7.500.000,00
Konsultan pengawas1 o/p x 5.500.000,00 = 5.500.000,00
Honor PPKPPK8 ob x 120.000,00 = 960.000,00
Honor Tim Supervisi Perencana Pembangunan Pagar
Anggota1 o/p x 300.000,00 = 300.000,00
Ketua1 o/p x 350.000,00 = 350.000,00
Sekretaris1 o/p x 325.000,00 = 325.000,00
Honor panitia pengadaan jasa konstruksi pembangunan pagar keliling BBI Sanden
Anggota1 o/p x 400.000,00 = 400.000,00
Ketua1 o/p x 450.000,00 = 450.000,00
Sekretaris1 o/p x 425.000,00 = 425.000,00
Honor Tim Pengawas Lapangan
Anggota1 o/p x 325.000,00 = 325.000,00
Ketua1 o/p x 375.000,00 = 375.000,00
Sekretaris1 o/p x 350.000,00 = 350.000,00
Honor Panitia Penerima/PemeriksaKetua1 o/p x 250.000,00 = 250.000,00
Sekretaris1 o/p x 225.000,00 = 225.000,00
Anggota1 o/p x 200.000,00 = 200.000,00",
