Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,,,,,,,,
Daerah,Kabupaten Gunungkidul,,,,,,,,,
tahun ,2015,,,,,,,,,
Kode Organisasi,1.01,,,,,,,,,
Nama Organisasi,Dinas Pendidikan Pemuda dan Olahraga,,,,,,,,,
Kolom,4,,,,,,,,,
Kode Rekening,Uraian,jumlah,Penjelasan,,,,,,,
1.01.1.01.01.16.21. ,PENGADAAN ALAT RUMAH TANGGA SEKOLAH ,500000,Lokasi Kegiatan: TEPUS,,,,,,,
1.01.1.01.01.16.21.5.2.1. ,BELANJA PEGAWAI ,500000,,,,,,,,
1.01.1.01.01.16.21.5.2.1.02. ,Honorarium Non PNS ,500000,,,,,,,,
1.01.1.01.01.16.21.5.2.1.02.004. ,Upah/ongkos tenaga ,500000, UPT TK/SD KECAMATAN TEPUS 500000.00 STANDAR SARANA PRASARAN 500000.00 SD SIDOHARJO 500000.00 UPT TK/SD KECAMATAN GEDANGSARI 2500000.00 SDN WATUGAJAH 1500000.00 PEMELIHARAAN RUTIN/BERKALA BANGUNAN SEKOLAH 1500000.00 Upah Tukang Perbaikan Ruang laborat 1500000.00 SDN TEGALREJO 1000000.00 PEMELIHARAAN RUTIN/BERKALA BANGUNAN SEKOLAH 1000000.00 Upah Tukang Perbaikan kamar Mandi/WC 1000000.00 SMP 3 WONOSARI 3600000.00 Ongkos/ Upah Tenaga 3600000.00 SMP 2 PATUK 800000.00 Standar Sarana Prasarana 800000.00 SMP 3 PATUK 630000.00 Upah tenaga pengecatan 630000.00 SMP 2 SAPTOSARI 1620000.00 belanja upah tukang 1620000.00 SMP 1 PLAYEN 2500000.00 Upah Tukang 2500000.00 SMP 1 NGAWEN 3200000.00 Ongkos tukang 80 orang 3200000.00 SMP 1 GEDANGSARI 225000.00 Upah tukang pemeliharaan bangunan sekolah/pengecatan pagar sekolah 225000.00 SMP 3 PONJONG 6750000.00 upah tukang 2750000.00 Upah Pekerja 4000000.00 SMP 2 PALIYAN 1600000.00 STANDAR SARANA DAN PRASARANA 1600000.00 Perbaikan pintu dan jendela 360000.00 Perbaikan WC dan saluran air 480000.00 Pengecatan 360000.00 Perbaikan atap 160000.00 Perbaikan plafon/eternit 240000.00 SMP 2 PANGGANG 1200000.00 STANDAR SARANA DAN PRASARANA 1200000.00 Upah perbaikan kamar mandi 1200000.00 SMP 5 PANGGANG 350000.00 Ongkos Tukang 350000.00 SMP 1 SEMIN 1911000.00 Upah tukang pemeliharaan kamar mandi siswa 1911000.00 SMP 1 NGLIPAR 900000.00 Upah Tenaga Pengecatan 630000.00 Upah Tenaga Perbaikan Atap 270000.00 SMP 2 NGLIPAR 2878000.00 Upah tenaga tukang cat 1320000.00 upah tukang mebeler 1008000.00 Upah tukang cat tower 550000.00 SMP 3 NGLIPAR 640000.00 Upah pengecatan 640000.00 SMP 2 GIRISUBO 2200000.00 upah/ongkos tenaga perbaikan pintu dan jendela 600000.00 ongkos/upah tenaga perbaikan WC 400000.00 upah/ongkos tenaga pengecatan 800000.00 upah/ongkos tenaga perbaikan atap 400000.00,,,,,,,
1.01.1.01.01.16.23.5.2.2. ,BELANJA BARANG DAN JASA ,169292000,,,,,,,,
1.01.1.01.01.16.23.5.2.2.02. ,Belanja Bahan/Material ,169292000,,,,,,,,
1.01.1.01.01.16.23.5.2.2.02.001. ,Belanja bahan baku bangunan ,166742000, UPT TK/SD KECAMATAN WONOSARI 9130000.00 SD DUWET 500000.00 Belanja pembelian bahan bangunan pengecatan tembok 500000.00 SD GARI I 680000.00 Belanja pembelian bahan bangunan pengecatan tembok 680000.00 SD SELANG 1000000.00 Belanja pembelian bahan bangunan pengecatan tembok 1000000.00 SD SOKA 950000.00 Belanja pembelian bahan bangunan pengecatan tebok 560000.00 Belanja pembelian bahan bangunan perbaikan pintu 390000.00 SD WONOSARI IV 3000000.00 Belanja pembelian bahan bangunan perbaikan lantai 3000000.00 SD PIYAMAN I 3000000.00 Belanja pembelian bahan bangunan pengecatan tembok 3000000.00 UPT TK/SD KECAMATAN TEPUS 15200000.00 STANDAR SARANA PRASARANA 15200000.00 SD SIDOHARJO 8300000.00 Belanja bahan baku bangunan perbaikan pagar bumi 6000000.00 Belanja bahan baku bangunan perbaikan WC/kamar mandi 2300000.00 SD WIDORO 6000000.00 Belanja Bahan bangunan Pengecatan gedung sekolah 3000000.00 Belanja Bahan bangunan pengecatan Pagar bumi sekolah 3000000.00 SD PURWODADI I 900000.00 Belanja Bahan baku bangunan pengecatan gedung 900000.00 UPT TK/SD KECAMATAN TANJUNGSARI 11000000.00 SD MENTEL I 11000000.00 STANDAR SARANA DAN PRASARANA 11000000.00 Belanja Cat Tembok dan Cat Kayu 11000000.00 UPT TK/SD KECAMATAN PALIYAN 32750000.00 PENGEMBANGAN STANDAR SARANA DAN PRASARANA 32750000.00 SD PALIYAN I 4000000.00 Papan nama SD 4000000.00 SD TROWONO I 25000000.00 Belanja bahan perbaikan pagar dan sanitasi 20000000.00 Belanja bahan perawatan gedung sekolah (keramik lantai) 5000000.00 SD PALIYAN V 3750000.00 Belanja pemeliharaan bangunan sekolah (pengecatan) 1750000.00 Belanja pemeliharaan pintu dan jendela 2000000.00 UPT TK/SD KECAMATAN GEDANGSARI 4000000.00 SDN WATUGAJAH PEMELIHARAAN RUTIN/BERKALA BANGUNAN SEKOLAH Belanja bahan material pemeliharaan laborat 4000000.00 SMP 3 WONOSARI 10400000.00 Belanja Bahan Baku Bangunan 10400000.00 SMP 2 PATUK 600000.00 Pengecatan pagar sekolah 600000.00 SMP 3 PATUK 2000000.00 Belanja cat tembok 2000000.00 SMP 2 SAPTOSARI 6000000.00 Belanja bahan bangunan Pemeliharaan Pagar 3000000.00  Belanja bahan bangunan pemeliharaan ruang kelas 3000000.00 SMP 1 PLAYEN 3500000.00 Belanja bahan bangunan 3500000.00 SMP 1 NGAWEN 7000000.00 Perbaikan Halaman 5000000.00 Perbaikan pintu dan jendela 2000000.00 SMP 1 GEDANGSARI 2500000.00 Belanja bahan bangunan pemeliharaan bangunan sekolah/pengecatan pagar 2500000.00 sekolah SMP 3 PONJONG 17500000.00 Belanja bahan pemeliharaan eternit 2500000.00 Belanja pemeliharaan lantai 10000000.00 Belanja pemeliharaan pintu dan jendela 3000000.00 Belanja pengecatan 2000000.00 SMP 2 PALIYAN 6250000.00 STANDAR SARANA DAN PRASARANA 6250000.00 Perbaikan pintu dan jendela 1600000.00 Perbaikan WC dan ledeng 1500000.00 Pengecatan 1500000.00 Perbaikan atap 350000.00 Perbaikan plafon/eternit 1300000.00 SMP 2 PANGGANG 8700000.00 STANDAR SARANA DAN PRASARANA 8700000.00 Perbaikan saluran pembuangan kamar mandi 1000000.00 Pergantian keramik 6800000.00 Penggantian closet 900000.00 SMP 5 PANGGANG 2000000.00 Perbaikan gedung bangunan kelas dan kantor 2000000.00 SMP 1 SEMIN 3500000.00 Belanja bahan baku bangunan pemeliharaan kamar mandi siswa 3500000.00 SMP 1 NGLIPAR 6000000.00 Belanja Bahan Baku Pengecatan 4700000.00 Belanja Bahan Baku Perbaikan Atap 1300000.00 SMP 2 NGLIPAR 4542000.00 belanja bahan baku bangunan (pengcatan) 2500000.00 belanja bahan baku bangunan (perawatan mebeler) 2042000.00 SMP 3 NGLIPAR 1360000.00 Pengecatan 1360000.00 SMP 3 PANGGANG 1660000.00 Belanja perbaikan tembok dan lantai gedung 1660000.00 SMP 2 GIRISUBO 11150000.00 belanja bahan bangunan perbaikan pintu jendela 3000000.00 belanja bahan bangunan perbaikan WC 2000000.00 belanja bahan bangunan pengecatan 4000000.00 belanja bahan bangunan perbaikan atap 2150000.00,,,,,,,
1.01.1.01.01.16.23.5.2.2.02.010. ,Belanja papan nama ,2550000, UPT TK/SD KECAMATAN NGLIPAR 2550000.00 SD SENDOWO I 2550000.00 Standar Sarana dan Prasarana 2550000.00 Belanja Modal Pengadaan Papan Nama sekolah 2550000.00,,,,,,,
1.01.1.01.01.16.25. ,PEMELIHARAAN RUTIN/BERKALA RUANG KELAS ,56503500,Lokasi Kegiatan: SMP 5 Patuk SEKOLAH,,,,,,,
1.01.1.01.01.16.25.5.2.1. ,BELANJA PEGAWAI ,12136000,,,,,,,,
1.01.1.01.01.16.25.5.2.1.02. ,Honorarium Non PNS ,12136000,,,,,,,,
1.01.1.01.01.16.25.5.2.1.02.004. ,Upah/ongkos tenaga ,12136000, SMP 1 PATUK 1470000.00 PEMENUHAN STANDAR SARANA DAN PRASARANA 1470000.00 Upah tukang pengecatan ruang kelas sekolah 1470000.00 SMP 2 PLAYEN 4680000.00 Upah tukang 2160000.00 Pemenuhan Standar Sarana Prasarana 2520000.00 Upah Tenaga Pengecatan Ruang Kelas 1260000.00 Upah Tenaga perbaikan selasar 1260000.00 SMP 3 NGAWEN 2000000.00 STANDAR SARANA DAN PRASARANA Upah/ ongkos tenaga pembuatan kanofi/ dorlop antar kelas 2000000.00 SMP 1 GEDANGSARI 340000.00 Upah tukang pemeliahraan ruang kelas sekolah/perbaikan genting. eternit dan 180000.00 jendela dll Upah Tenaga Pemeliharaan ruang kelas sekolah/perbaikan genting. eternit. 160000.00 jendela dll SMP 1 PURWOSARI 1980000.00 Upah pengecatan ruang kelas 1980000.00 SMP 4 SEMIN 980000.00 Upah tenaga pengecatan ruang kelas 392000.00 Upah tenaga pembuatan tanggul kelas 588000.00 SMP 5 PATUK 686000.00 Upah tukang pengecatan ruang kelas 686000.00,,,,,,,
1.01.1.01.01.16.25.5.2.2. ,BELANJA BARANG DAN JASA ,44367500,,,,,,,,
1.01.1.01.01.16.25.5.2.2.02. ,Belanja Bahan/Material ,44367500,,,,,,,,
1.01.1.01.01.16.25.5.2.2.02.001. ,Belanja bahan baku bangunan ,44367500, SMP 1 PATUK 3500000.00 PEMENUHAN STANDAR SARANA DAN PRASARANA 3500000.00 Belanja bahan baku bangunan pengecatan 3500000.00 SMP 2 PLAYEN 10940000.00 Pemenuhan Standar Saran Prasarana 10940000.00 Cat Tembok ( R kelas ) 6480000.00 Cat kayu ( R Kelas ) 960000.00 Terpentin ( R Kelas ) 960000.00 Kwas 270000.00 Kpur psng 420000.00 Pasir Pasang 750000.00 PC/Semen ( Selasar ) 1100000.00 SMP 3 NGAWEN 14000000.00 STANDAR SARANA DAN PRASARANA 14000000.00 Belanja bahan baku bangunan pembuatan kanofi/ dorlop antar kelas 14000000.00 SMP 1 GEDANGSARI 3500000.00 Belanja bahan bangunan Pemeliharaan ruang kelas sekolah/perbaikan genting. 3500000.00 eternit. jendela dll SMP 1 PURWOSARI 5413500.00 Pengadaan bahan baku bangunan pengecatan 5413500.00 SMP 4 SEMIN 5400000.00 Pengecatan ruang kelas 1000000.00 Pembuatan tanggul kelas 4400000.00 SMP 5 PATUK 1614000.00 Belanja bahan pengecatan ruang kelas 1614000.00,,,,,,,
1.01.1.01.01.16.28. ,PEMELIHARAAN RUTIN/BERKALA SARANA DAN ,23860000,Lokasi Kegiatan: SMP 3 Patuk PRASARANA OLAHRAGA,,,,,,,
1.01.1.01.01.16.28.5.2.1. ,BELANJA PEGAWAI ,2860000,,,,,,,,
1.01.1.01.01.16.28.5.2.1.02. ,Honorarium Non PNS ,2860000,,,,,,,,
1.01.1.01.01.16.28.5.2.1.02.004. ,Upah/ongkos tenaga ,2860000, SMP 3 PATUK 840000.00 Pemenuhan Standar Sarana dan Prasarana 840000.00 Upah pemeliharaan lapangan olahraga 840000.00 SMP 1 NGAWEN 1600000.00 Ongkos Tukang 4 orang 1600000.00 SMP 3 KARANGMOJO 420000.00 Upah tenaga pemeliharaan lapangan OR 420000.00,,,,,,,
1.01.1.01.01.16.28.5.2.2. ,BELANJA BARANG DAN JASA ,21000000,,,,,,,,
1.01.1.01.01.16.28.5.2.2.02. ,Belanja Bahan/Material ,21000000,,,,,,,,
1.01.1.01.01.16.28.5.2.2.02.001. ,Belanja bahan baku bangunan ,21000000, SMP 3 PATUK 4000000.00 Pemenuhan Standar Sarana dan Prasarana 4000000.00 Pembelian bahan bangunan pemeliharaan lapangan olahraga 4000000.00 SMP 1 NGAWEN 15000000.00 Belanja Material Perbaikan Lapangan Basket 15000000.00 SMP 3 KARANGMOJO 2000000.00 Belanja bahan bangunan Pemeliharaan lapangan OR 2000000.00,,,,,,,
1.01.1.01.01.16.30. ,PEMELIHARAAN RUTIN/BERKALA TAMAN^ ,101666500,Lokasi Kegiatan: WONOSARI LAPANGAN UPACARA DAN FASILITAS PARKIR,,,,,,,
1.01.1.01.01.16.30.5.2.1. ,BELANJA PEGAWAI ,17923000,,,,,,,,
1.01.1.01.01.16.30.5.2.1.01. ,Hono arium PNS ,2328000,,,,,,,,
1.01.1.01.01.16.30.5.2.1.01.004. ,Honorarium Petugas Arsip ,2328000, SMP 2 NGLIPAR 2328000.00 Ongkos/upah tukang 1320000.00 Upah pembantu tukang 1008000.00,,,,,,,
1.01.1.01.01.16.30.5.2.1.02. ,Honorarium Non PNS ,15595000,,,,,,,,
1.01.1.01.01.16.30.5.2.1.02.004. ,Upah/ongkos tenaga ,15595000, UPT TK/SD KECAMATAN WONOSARI 500000.00 SD WONOSARI BARU 500000.00 Upah tenaga pemeliharaan taman 500000.00 UPT TK/SD KECAMATAN TEPUS 1000000.00 STANDAR SARANA PRASARANA 1000000.00 SD WIDORO 1000000.00 Upah ongkos tenaga perbaikan taman sekolah 1000000.00 UPT TK/SD KECAMATAN PONJONG 450000.00 STANDAR PENGEMBANGAN BUDAYA DAN LINGKUNGAN HIDUP 450000.00 SD Ponjong II 450000.00 Upah/ongkos tenaga pemeliharaan taman 450000.00 UPT TK/SD KECAMATAN KARANGMOJO 1120000.00 SD BANYUBENING I 1120000.00 STANDAR SARANA DAN PRASARANA 1120000.00 Upah Tukang Pemeliharaan tempat parkir 1120000.00 UPT TK/SD KECAMATAN GEDANGSARI 4380000.00 SDN NGALANG  II 240000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 240000.00 FASILITAS PARKIR Upah Tukang Pemeliharaan Taman Sekolah 240000.00 SDN KARANGANYAR 540000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 540000.00 FASILITAS PARKIR Upah Tukang Rehab Tempat Parkir 540000.00 SDN SERUT BARU 1200000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 1200000.00 FASILITAS PARKIR Upah Tukang Perbaikan Taman Sekolah 1200000.00 SDN GEDANGAN II 800000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 800000.00 FASILITAS PARKIR Upah Tukang Perbaikan Tempat Parkir 800000.00 SDN HARGOMUlYO II 1600000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 1600000.00 FASILITAS PARKIR Upah Tukang Pemeliharaan Taman Sekolah 1600000.00 SMP 2 PATUK 800000.00 Standar sarana Prasarana 800000.00 SMP 3 PATUK 840000.00 Upah/ongkos tenaga untuk pemeliharaan lapangan upacara 840000.00 Standar Sarana Prasarana SMP 3 GEDANGSARI 2700000.00 Upah tukang perbaikan lapangan upacara 2700000.00 SMP 2 PONJONG 2025000.00 Upah tenaga perbaikan lapangan upacara 2025000.00 SMP 2 PALIYAN 800000.00 STANDAR SARANA DAN PRASARANA 800000.00 Ongkos tukang pemeliharaan taman 800000.00 SMP 5 PATUK 980000.00 Upah tenaga pemeliharaan lapangan upacara 980000.00,,,,,,,
1.01.1.01.01.16.30.5.2.2. ,BELANJA BARANG DAN JASA ,83743500,,,,,,,,
1.01.1.01.01.16.30.5.2.2.02. ,Belanja Bahan/Material ,83743500,,,,,,,,
1.01.1.01.01.16.30.5.2.2.02.001. ,Belanja bahan baku bangunan ,69247000, UPT TK/SD KECAMATAN WONOSARI 8300000.00 SD MULOBARU 800000.00 Belanja pembelian bahan bangunan perbaikan taman 800000.00 SD WONOSARI BARU 5000000.00 Belanja pembelian bahan bangunan perbaikan taman 5000000.00 SD SENENG 1000000.00 Belanja pembelian bahan bangunan perbaikan taman 1000000.00 SD WONOSARI II 1500000.00 Belanja pembelian bahan bangunan perbaikan taman 1500000.00 UPT TK/SD KECAMATAN TEPUS 6000000.00 STANDAR SARANA PRASARANA 6000000.00 SD WIDORO 6000000.00 Belanja Bahan baku bangunan perbaikan taman sekolah 6000000.00 UPT TK/SD KECAMATAN PONJONG 2050000.00 STANDAR PENGEMBANGAN BUDAYA DAN LINGKUNGAN HIDUP 2050000.00 SD Ponjong II 2050000.00 Pemeliharaan Taman 2050000.00 UPT TK/SD KECAMATAN KARANGMOJO 4420000.00 SD BANYUBENING I 4420000.00 STANDAR SARANA DAN PRASARANA 4420000.00 Belanja bahan baku bangunan pemeliharaan tempat parkir 4420000.00 UPT TK/SD KECAMATAN GEDANGSARI 16250000.00 SDN KARANGANYAR 2500000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 2500000.00 FASILITAS PARKIR Belanja Bahan Bangunan Perbaikan Tempat Parkir 2500000.00 SDN SERUT BARU 5000000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 5000000.00 FASILITAS PARKIR Belanja Bahan Material Perbaikan Taman Sekolah 5000000.00 SDN GEDANGAN II 4750000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 4750000.00 FASILITAS PARKIR Belanja bahan bangunan perbaikan tempat parkir 4750000.00 SDN HARGOMULYO II 4000000.00 PEMELIHARAAN RUTIN/BERKALA TAMAN. LAPANGAN UPACARA DAN 4000000.00 FASILITAS PARKIR Belanja Bahan Baku Bangunan Perbaikan Taman Sekolah 4000000.00 SMP 2 PATUK 500000.00 Standar sarana Prasarana 500000.00 SMP 3 PATUK 4000000.00 Pembelian bahan bangunan untuk pemeliharaan lapangan upacara 4000000.00 Standar Sarana Prasarana SMP 3 GEDANGSARI 7300000.00 Belanja bahan bangunan perbaikan lapangan upacara 7300000.00 SMP 2 PONJONG 8335000.00 Belanja bahan bangunan pemeliharaan lapangan upacara 8335000.00 SMP 2 NGLIPAR 5837000.00 Belanja bahan baku bangunan 5837000.00 SMP 5 PATUK 6255000.00 Belanja bahan pemeliharaan lapangan upacara 6255000.00,,,,,,,
1.01.1.01.01.16.30.5.2.2.02.002. ,Belanja bahan/bibit tanaman ,14496500, UPT TK/SD KECAMATAN TANJUNGSARI 7675000.00 SD MENTEL II 1400000.00 STANDAR PENGEMBANGAN BUDAYA LINGKUNGAN 1400000.00 Belanja Tanaman hias dan pot bungan 900000.00 Belanja pupuk tanaman 500000.00 SD KEMIRI II 1750000.00 STANDAR BUDAYA DAN LIBGKUNGAN SEKOLAH 1750000.00 Belanja Bibit tanaman untuk taman 750000.00 Belanja Pot dan Tanaman hias 1000000.00 SD KEMADANG 2000000.00 STANDAR PENGEMBANGA BUDAYA DAN LINGKUNGAN 2000000.00 Belanja Tanaman Hias 1000000.00 Belanja Pupuk untuk taman 500000.00 Belanja Perawatan Tanaman 500000.00 SD HARGOSARI 2525000.00 STANDAR BUDAYA DAN LINGKUNGAN 2525000.00 Belanja Tanaman hias 1275000.00 Belanja pupuk tanaman 500000.00 Belanja pengadaan pot bunga 750000.00 UPT TK/SD KECAMATAN PALIYAN 1000000.00 PENGEMBANGAN STANDAR PROSES 1000000.00 SD KARANGMOJO II 1000000.00 Belanja bibit tanaman 1000000.00 UPT TK/SD KECAMATAN NGLIPAR 356500.00 SD CANDI III 356500.00 STANDAR PENGEMBANGAN BUDAYA DAN LINGKUNGAN SEKOLAH 356500.00 Belanja Tanaman Hias 239400.00 Belanja Pupuk 117100.00 UPT TK/SD KECAMATAN GIRISUBO 1000000.00 PEMENUHAN STANDAR BUDAYA DAN LINGKUNGAN HIDUP 1000000.00 SD WOTAWATI 1000000.00 Belanja tanaman taman 1000000.00 SMP 2 PALIYAN 4465000.00 STANDAR SARANA DAN PRASARANA 4465000.00 Pembelian media dan tanaman untuk taman 4465000.00,,,,,,,
1.01.1.01.01.16.31. ,PEMELIHARAAN RUTIN/BERKALA RUANG UNIT ,28212500,Lokasi Kegiatan: SMP 3 ZPonjong KESEHATAN SEKOLAH,,,,,,,
1.01.1.01.01.16.31.5.2.1. ,BELANJA PEGAWAI ,2080000,,,,,,,,
1.01.1.01.01.16.31.5.2.1.02. ,Honorarium Non PNS ,2080000,,,,,,,,
1.01.1.01.01.16.31.5.2.1.02.004. ,Upah/ongkos tenaga ,2080000, SMP 3 GEDANGSARI 1920000.00 Upah Tukang Perbaikan Ruang UKS 1920000.00 SMP 3 PONJONG 160000.00 Upah tukang 160000.00,,,,,,,
1.01.1.01.01.16.31.5.2.2. ,BELANJA BARANG DAN JASA ,25632500,,,,,,,,
1.01.1.01.01.16.31.5.2.2.02. ,Belanja Bahan/Material ,23632500,,,,,,,,
1.01.1.01.01.16.31.5.2.2.02.001. ,Belanja bahan baku bangunan ,7630000, SMP 3 GEDANGSARI 6630000.00 Belanja bahan baku bangunan untuk plasteran dinding UKS 6630000.00 SMP 3 PONJONG 1000000.00 Belanja pemeliharaan UKS 1000000.00,,,,,,,
1.01.1.01.01.16.31.5.2.2.02.004. ,Belanja bahan obat-obatan ,16002500, UPT TK/SD KECAMATAN PONJONG 2330000.00 STANDAR KOMPETENSI LULUSAN 2330000.00 SD Ponjong IV 1730000.00 Obat-obatan Untuk UKS 1000000.00 Pengadaan Pasta gigi dan sikat gigi 730000.00 SD Bedoyo 600000.00 Obat-obatan UKS 600000.00 SMP 1 GEDANGSARI 500000.00 Belanja Bahan Obat-obatan UKS 500000.00 SMP 2 GEDANGSARI 5822500.00 belanja perlengkapan UKS 5822500.00 SMP 3 GEDANGSARI 1100000.00 Belanja Obat-obatan UKS 1100000.00 SMP 2 PONJONG 1500000.00 standar Sarana dan Prasarana 1500000.00 Belanja obat-obatan UKS 1500000.00 SMP 2 SEMANU 2000000.00 Belanja obat-obatan untuk sekolah 2000000.00 SMP 1 SEMIN 1750000.00 Belanja bahan obat-obatan UKS 1750000.00 SMP 2 SEMIN 1000000.00 Belanja Obat untuk UKS 1000000.00,,,,,,,
1.01.1.01.01.16.31.5.2.2.13. ,Belanja Pakaian Kerja ,2000000,,,,,,,,
1.01.1.01.01.16.31.5.2.2.13.001. ,Belanja pakaian kerja lapangan ,2000000, SMP 1 SEMIN 2000000.00 Belanja pengadaan seragam petugas PMR/UKS 2000000.00,,,,,,,
1.01.1.01.01.16.31.5.2.3. ,BELANJA  MODAL ,500000,,,,,,,,
1.01.1.01.01.16.31.5.2.3.19. ,Belanja Modal Pengadaan Alat-alat Kedokteran ,500000,,,,,,,,
1.01.1.01.01.16.31.5.2.3.19.013. ,Belanja modal pengadaan alat-alat farmasi ,500000, SMP 1 SEMIN 500000.00 Belanja modal pengadaan alat PMR/UKS (termometer. spalk. dll) 500000.00,,,,,,,
1.01.1.01.01.16.32. ,PEMELIHARAAN RUTIN/BERKALA RUANG IBADAH ,7336000,Lokasi Kegiatan: UPT TK DAN SD KECAMATAN WONOSARI,,,,,,,
1.01.1.01.01.16.32.5.2.1. ,BELANJA PEGAWAI ,1740000,,,,,,,,
1.01.1.01.01.16.32.5.2.1.02. ,Honorarium Non PNS ,1740000,,,,,,,,
1.01.1.01.01.16.32.5.2.1.02.004. ,Upah/ongkos tenaga ,1740000, UPT TK/SD KECAMATAN WONOSARI 400000.00 SD MULOBARU 400000.00 Upah tenaga perbaikan mushola 400000.00 SMP 2 PATUK 600000.00 Standar Sarana Prasarana 600000.00 SMP 3 PATUK 420000.00 Standar Sarana Prasarana 420000.00 Upah/Ongkos tukang pemeliharaan tempat ibadah 420000.00 SMP 2 PALIYAN 320000.00 STANDAR SARANA DAN PRASARANA 320000.00 Upah pemeliharaan mushola 320000.00,,,,,,,
1.01.1.01.01.16.32.5.2.2. ,BELANJA BARANG DAN JASA ,5596000,,,,,,,,
1.01.1.01.01.16.32.5.2.2.02. ,Belanja Bahan/Material ,5596000,,,,,,,,
1.01.1.01.01.16.32.5.2.2.02.001. ,Belanja bahan baku bangunan ,5596000, UPT TK/SD KECAMATAN WONOSARI 1500000.00 SD MULOBARU 1500000.00 Belanja pembelian bahan baku bangunan perbaikan mushola 1500000.00 SMP 2 PATUK 600000.00 Standar Sarana Prasarana 600000 00 SMP 3 PATUK 1996000.00 Standar Sarana Prasarana 1996000.00 Belanja bahan bangunan untuk pemeliharaan tempat ibadah 1996000.00 SMP 2 PALIYAN 1500000.00 STANDAR SARANA DAN PRASARANA 1500000.00 Belanja bahan bangunan pemeliharaan mushola 1500000.00,,,,,,,
1.01.1.01.01.16.33. ,PEMELIHARAAN RUTIN/BERKALA PERPUSTAKAAN ,10000000,Lokasi Kegiatan: Wonosari SEKOLAH,,,,,,,
1.01.1.01.01.16.33.5.2.2. ,BELANJA BARANG DAN JASA ,10000000,,,,,,,,
1.01.1.01.01.16.33.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,10000000, kantor,,,,,,,
1.01.1.01.01.16.33.5.2.2.18.004. ,Belanja perawatan perlengkapan perpustakaan ,10000000, SMP 2 WONOSARI 4000000.00 Belanja perawatan buku pustaka 4000000.00 SMP 3 PATUK 1500000.00 Standar Sarana Prasarana 1500000.00 Pemeliharaan Buku Perpustakaan 1500000.00 SMP 3 NGAWEN 500000.00 Pemeliharaan buku-buku perpustakaan 500000.00 SMP 2 KARANGMOJO 2000000.00 Pemeliharaan buku perpustakaan 2000000.00 SMP 3 SEMANU 2000000.00 Belanja pemeliharaan perpsutakaan 2000000.00,,,,,,,
1.01.1.01.01.16.34. ,PEMELIHARAAN RUTIN/BERKALA JARINGAN ,2900000,Lokasi Kegiatan: Tepus INSTALASI LISTRIK SEKOLAH DAN  PERLENGKAPANNYA,,,,,,,
1.01.1.01.01.16.34.5.2.2. ,BELANJA BARANG DAN JASA ,2900000,,,,,,,,
1.01.1.01.01.16.34.5.2.2.01. ,Belanja Bahan Pakai Habis ,2900000,,,,,,,,
1.01.1.01.01.16.34.5.2.2.01.003. ,Belanja alat listrik dan elektronika (lampu pijar^ batery ,2900000, keri SMP 3 TEPUS 100000.00 Belanja Alat listrik untuk perbaikan jaringan 100000.00 SMP 1 PLAYEN 800000.00 Belanja alat dan material listrik 800000.00 SMP 3 NGAWEN 2000000.00 Pemeliharaan jaringan listrik dan komponen 2000000.00,,,,,,,
1.01.1.01.01.16.35. ,PEMELIHARAAN RUTIN/BERKALA SARANA AIR ,23785000,Lokasi Kegiatan: UPT TK DAN SD KECAMATAN GEDANGSARI BERSIH DAN SANITASY,,,,,,,
1.01.1.01.01.16.35.5.2.1. ,BELANJA PEGAWAI ,4530000,,,,,,,,
1.01.1.01.01.16.35.5.2.1.02. ,Honorarium Non PNS ,4530000,,,,,,,,
1.01.1.01.01.16.35.5.2.1.02.004. ,Upah/ongkos tenaga ,4530000, UPT TK/SD KECAMATAN GEDANGSARI 1700000.00 SD SERUT BARU 500000.00 STANDAR SARPRAS 500000.00 Upah tukang perbaikan saluran air 500000.00 SD HARGO MULYO 1200000.00 STANDAR SARPRAS 1200000.00 Upah tukang drainase sekolah 1200000.00 SMP 1 PATUK 320000.00 Upah Tukang Pemeliharaan sanitasi 320000.00 SMP 3 PATUK 210000.00 Upah/ongkos tenaga 210000.00 SMP 1 PLAYEN 1500000.00 Belanja upah tukang 1500000.00 SMP 3 NGAWEN 480000.00 upah/ ongkos tenaga 480000.00 SMP 2 PALIYAN 320000.00 STANDAR SARANA DAN PRASARANA 320000.00 Ongkos tukang 320000.00,,,,,,,
1.01.1.01.01.16.35.5.2.2. ,BELANJA BARANG DAN JASA ,19255000,,,,,,,,
