Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,810000,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,810000," APBD
Belanja Perjalanan Dinas Kabupaten/Kota di DIYPerjalanan Dinas 
Gol. IV 2 org x 36 or x 60.000,00 = 360.000,00
Perjalanan dinas Gol.III 3 org x 39 or x 50.000,00 = 450.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",22575000,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,16200000," APBD

honor narasumber advokasi KIE PUG tk kabupaten
narasumber 2 jpl x 48 jpl x 300.000,00 = 2.400.000,00
moderator1 org x 300.000,00 = 300.000,00
honor sosialisasi gender perlindungan peremuan dan anak tingkat desa
narsumber 3 org x 15 desa x 1 jpl45 jpl x 300.000,00 = 13.500.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,6375000," APBD
Honor Peserta Sosialisasi gender perlindungan perempuan dan anak
Honor Peserta Sosialisasi  25 org x 15 desa375 org x 17.000,00 = 6.375.000,00"
1.23 . 1.12.01 . 15  , Program pengembangan data/informasi/statistik daerah  ,321296700,
1.23 . 1.12.01 . 15 . 01  , Penyusunan dan pengumpulan data dan statistik daerah  ,279866700," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Ketersediaan Data Mikro Keluarga dan gakin by name Data Gakin
Target:  290.644 KK"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 1  , Belanja Pegawai  ,32240000,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 1 . 01  , Honorarium PNS  ,32240000,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,32240000," APBD
Honoraium Panitia Pelaksana Kegiatan
Sekretaris3 bln x 160.000,00 = 480.000,00
Anggota Tim15 bln x 150.000,00 = 2.250.000,00
Pengarah3 bln x 200.000,00 = 600.000,00
Ketua Tim3 bln x 170.000,00 = 510.000,00
Honorarium Pengolah Data Gakin
Kecamatan (17 kecamatan x 2 orang)34 org x 100.000,00 = 3.400.000,00
Kabupaten ( 5 or x 20 hari)100 oh x 100.000,00 = 10.000.000,00
Desa (75 desa x 2 orang)150 or x 100.000,00 = 15.000.000,00"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,247626700,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1402200,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1282200," APBD
Belanja Alat Tulis Kantor
ATK1 ls x 1.282.200,00 = 1.282.200,00"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 01 . 04  ," Belanja Perangko, Materai Dan Benda Pos  ",120000," APBD
Belanja Materai
Materai 300020 bh x 3.000,00 = 60.000,00
Materai 600010 bh x 6.000,00 = 60.000,00"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,34894500,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,2587500," APBD
Belanja Cetak
Cetak dan Jilid Buku Pedoman Pendataan115 buku x 22.500,00 = 2.587.500,00"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,32307000," APBD
Belanja FotocopyFotocopy by name Gakin2 pkt x 1.500.000,00 = 3.000.000,00
Copy Petunjuk Teknis Pengisian Form Updating (leaflet)7,000 eks x 300,00 = 2.100.000,00
Belanja Fotocopy FormulirForm R/II/R.M-Btl/12 (A/B)8,100 lbr x 450,00 = 3.645.000,00
Form Rek-Des/Rawan Miskin (lbr A/B)350 lbr x 450,00 = 157.500,0
0Form Rek-Kec/Rawan Miskin (lbr A/B)150 lbr x 450,00 = 67.500,00
Form Rek-Kab/Rawan Miskin (lbr A/B)10 lbr x 450,00 = 4.500,00
Form Rek-Potensi900 lbr x 185,00 = 166.500,00
Form Identifikasi anak tidak sekolah dari Gakin900 lbr x 185,00 = 166.500,00
Form Rek-Dus/Rawan Miskin (lbr A/B)1,000 lbr x 450,00 = 450.000,00
Form Rek-Des.R/II/KM/15 (lbr A/B)900 lbr x 450,00 = 405.000,00
Form Rek-Kec.R/II/KM/15 (lbr A/B)300 lbr x 450,00 = 135.000,00
Form Rek-Kab.R/II/KM (lbr A/B)10 lbr x 450,00 = 4.500,00
Form R/II/KM-Btl 15 (lbr A)8,000 lbr x 450,00 = 3.600.000,00
Form R/II/KM-Btl 15 (lbr B)8,000 lbr x 450,00 = 3.600.000,00
Form Rek-Dus.R/II/KM/15 (lbr A/B)900 lbr x 450,00 = 405.000,00
Form R/I/KM-Btl 15 (lbr B)8,000 lbr x 450,00 = 3.600.000,00
Form R/I/RM-Btl 15 (lbr A)8,000 lbr x 450,00 = 3.600.000,00
Form R/I/RM-Btl 15 (lbr B)8,000 lbr x 450,00 = 3.600.000,00
Form R/I/KM-Btl 15 (lbr A)8,000 lbr x 450,00 = 3.600.000,00"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,34905000,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,34905000," APBD
Rapat Persiapan, Sosialisasi, Ekspose Hasil dan Evaluasi
Rapat Persiapan dan sosialisasi tingkat Kabupaten50 or x 17.500,00 = 875.000,00
Rapat Persiapan Sosialisasi Tingkat Desa (PPKBD,PLKB,Lurah, Dukuh, TPK Desa )2,152 org x 7.500,00 = 16.140.000,00
Rapat Uji Publik Hasil Pendataan Tingkat Desa (PPKBD,PLKB,Lurah, Dukuh, TPK Desa )2,152 org x 7.500,00 = 16.140.000,00
Ekspose Hasil Tingkat kabupaten50 org x 17.500,00 = 875.000,00
Rapat Evaluasi di Kabupaten Tingkat Kabupaten50 org x 17.500,00 = 875.000,00"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,2500000,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,2500000," APBD
Belanja Perjalanan Dinas Kab ke Kec/Desa (Uji Petik dan Monitoring Updating Data Pendataan)
Gol IV 24 org x 50.000,00 = 1.200.000,00
Gol III 16 org x 40.000,00 = 640.000,00
Belanja Perjalanan Dinas Kab ke Provinsi
Gol IV 6 org x 70.000,00 = 420.000,00
Gol III 4 org x 60.000,00 = 240.000,00"
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",173925000,
1.23 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 35 . 08  , Jasa Petugas Pengumpul/Validasi Data  ,173925000," APBD
Honorarium Petugas Pendata
PPKBD994 org x 25.000,00 = 24.850.000,00
Sub PPKBD5,963 org x 25.000,00 = 149.075.000,00"
1.23 . 1.12.01 . 15 . 02  ," Pengolahan, updating dan analisis data dan statistik daerah  ",31030000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Hasil Pengolahan data dan evaluasi hasil program KB/KS
Target:  12 bulan"
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 1  , Belanja Pegawai  ,1350000,
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 1 . 01  , Honorarium PNS  ,1350000,
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,1350000," APBD
Honorarium Pengolah Data Hasil Pelaksana Program
Honor Pengolah Data Hasil Pelaksanaan Program27 org x 50.000,00 = 1.350.000,00"
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,29680000,
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,680000,
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,590000," APBD
Belanja Alat Tulis KantorATK1 ls x 590.000,00 = 590.000,00"
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 01 . 04  ," Belanja Perangko, Materai Dan Benda Pos  ",90000," APBD
Belanja Materai
Materai 300010 bh x 3.000,00 = 30.000,00
Materai 600010 bh x 6.000,00 = 60.000,00"
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,3000000,
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,3000000," APBD
Belanja penggandaan / FotocopyFotocopy1 ls x 3.000.000,00 = 3.000.000,00"
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,10500000,
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,10500000," APBD
Belanja makan dan minum rapat
Makan dan minum600 org x 17.500,00 = 10.500.000,00"
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,15500000,
1.23 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 15 . 02  , Belanja Perjalanan Dinas Luar Daerah  ,15500000," APBD
Perjalanan Dinas Luar Daerah
Perjalanan Dinas Rakor Regional dan Konsultasi Pencatatan Pelaporan1 ls x 15.500.000,00 = 15.500.000,00"
1.23 . 1.12.01 . 15 . 05  , Jaring Informasi Riset Daerah  ,10400000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Kelancaran akses jaringan internet untuk mengolah dan mengakses laporan hasil program kegiatan
Target:  12 bulan"
1.23 . 1.12.01 . 15 . 05 . 5 . 2 . 3  , Belanja Modal  ,10400000,
1.23 . 1.12.01 . 15 . 05 . 5 . 2 . 3 . 29  , Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer  ,10400000,
1.23 . 1.12.01 . 15 . 05 . 5 . 2 . 3 . 29 . 02  , Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer  ,8400000," APBD
Belanja modal pembelian Laptoppembelian Laptop1 unit x 8.400.000,00 = 8.400.000,00"
1.23 . 1.12.01 . 15 . 05 . 5 . 2 . 3 . 29 . 03  , Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Komputer Mainframe ,2000000," APBD
Belanja Suku cadang komputer
Pembelian suku cadang komputer1 ls x 2.000.000,00 = 2.000.000,00"
1.12 . 1.12.01 . 16  , Program Kesehatan Reproduksi Remaja  ,103495000,
1.12 . 1.12.01 . 16 . 01  , Advokasi dan KIE tentang Kesehatan Reproduksi Remaja (KRR)  ,24750000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Pemahaman Masyarakat tentang Reproduksi Remaja
Target:  150 orang"
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,24750000,
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,3000000,
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,3000000," APBD
Belanja Alat Tulis Kantor
ATK Peserta300 org x 10.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,750000,
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,750000," APBD
Belanja Penggandaan / Fotocopy
Fotocopy1 pkt x 750.000,00 = 750.000,00"
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,7500000,
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,7500000," APBD
Belanja makan dan minum pelaksana kegiatan sosialisasi
makan dan minum snack300 org x 25.000,00 = 7.500.000,00"
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",13500000,
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,3000000," APBD
Honorarium Narasumber
Narasumber12 ok x 250.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 16 . 01 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,10500000," APBD
Honorarium Peserta Sosialisasi KRR
Honor Peserta350 org x 30.000,00 = 10.500.000,00"
1.12 . 1.12.01 . 16 . 04  , KIE kesehatan reproduksi bagi siswa  ,41400000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Pendewasaan Usia Perkawinan
Target:  300 orang"
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,41400000,
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,900000,
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,900000," APBD
Belanja Alat Tulis KantorATK1 pkt x 900.000,00 = 900.000,00"
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,7500000,
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,7500000," APBD
Belanja makan dan minum pelaksana kegiatan
Minum dan Snack1,000 org x 7.500,00 = 7.500.000,00"
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",33000000,
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,8000000," APBD
Honorarium Narasumber
Honor Narasumber/ Penyaji Materi40 org x 200.000,00 = 8.000.000,00"
1.12 . 1.12.01 . 16 . 04 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,25000000," APBD
Honorarium PesertaTransporat Peserta1,000 org x 25.000,00 = 25.000.000,00"
1.12 . 1.12.01 . 16 . 06  , Lomba forum PIK remaja  ,13095000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Peningkatan Kualitas PIM R/M
Target:  60 Kelompok"
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,13095000,
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,400000,
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,400000," APBD
Belanja Penggandaan / Fotocopy
Fotocopy1 pkt x 400.000,00 = 400.000,00"
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,1400000,
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,150000," APBD
Belanja makan dan minum rapat
makan dan minum20 org x 7.500,00 = 150.000,00"
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,1250000," APBD
Belanja makan dan minum pelakasana kegiatan
makan dan minum50 org x 25.000,00 = 1.250.000,00"
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,595000,
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,595000," APBD
Perjalanan Dinas Dalam Daerah
Gol IV 6 org x 40.000,00 = 240.000,00
Gol III 8 org x 35.000,00 = 280.000,00
Gol II 3 org x 25.000,00 = 75.000,00"
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",950000,
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 35 . 02  , Jasa Yuri Perlombaan/Pelatih  ,950000," APBD
Honorarium Tim YuriKetua1 org x 200.000,00 = 200.000,00
Anggota5 org x 150.000,00 = 750.000,00"
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 37  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,9750000,
1.12 . 1.12.01 . 16 . 06 . 5 . 2 . 2 . 37 . 01  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,9750000," APBD
Pemberian Hadiah Lomba
Pemberian Hadiah Lomba Juara I3 klp x 1.500.000,00 = 4.500.000,00
Pemberian Hadiah Lomba Juara II3 klp x 1.000.000,00 = 3.000.000,00
Pemberian Hadiah Lomba Juara III3 klp x 750.000,00 = 2.250.000,00"
1.12 . 1.12.01 . 16 . 08  , Pelatihan Pengurus PIK Remaja  ,10600000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Peningkatan Kualitas PIK R/M
Target:  150 orang"
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,10600000,
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,450000,
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,450000," APBD
Belanja Alat Tulis KantorATK1 pkt x 450.000,00 = 450.000,00"
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,3250000,
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,3250000," APBD
Belanja Makan dan minum pelaksana kegiatan
makan dan minum130 org x 25.000,00 = 3.250.000,00"
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",6900000,
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,3000000," APBD
Honorarium NarasumberPenyaji Materi12 org x 250.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 16 . 08 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,3900000," APBD
Honor PesertaTransport Peserta130 org x 30.000,00 = 3.900.000,00"
1.12 . 1.12.01 . 16 . 10  , Pelatihan Pendidik Sebaya dan Konselor Sebaya  ,13650000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Peningkatan kualitas pendidik sebaya dan konselor sebaya di PIK R/M
Target:  100 orang"
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,13650000,
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,450000,
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,450000," APBD
Belanja Alat Tulis KantorATK1 pkt x 450.000,00 = 450.000,00"
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,900000,
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,900000," APBD
Belanja Penggandaan / FotocopyFotocopy materi180 pkt x 5.000,00 = 900.000,00"
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,4500000,
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,4500000," APBD
Belanja makan dan minum pelaksana Kegiatan
makan dan minum pelaksana kegiatan180 org x 25.000,00 = 4.500.000,00"
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",7800000,
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,2400000," APBD
Honorarium NarsumberPenyaji Materi12 org x 200.000,00 = 2.400.000,00"
1.12 . 1.12.01 . 16 . 10 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,5400000," APBD
Honor PesertaTransport Peserta180 org x 30.000,00 = 5.400.000,00"
1.13 . 1.12.01 . 16  , Program Pelayanan dan Rehabilitasi Kesejahteraan Sosial  ,17210000,
1.13 . 1.12.01 . 16 . 14  , Pendampingan Program layanan bagi keluarga miskin dan PMKS  ,17210000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Sosialisasi Kepesertaan jamkesda dan jamkesos
Target:  100 orang"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 1  , Belanja Pegawai  ,3750000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 1 . 01  , Honorarium PNS  ,3750000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,3750000," APBD
Honor Pengolahan Data Base Kepesertaan Jamkesda dan Jamkesos Tk Kabupaten
Honor Pengolahan Data Base Jamkesda dan Jamkesos75 oh x 50.000,00 = 3.750.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,13460000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,3620000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,3500000," APBD
Belanja ATK
ATK Jamkesda dan Jamkesos1 ls x 3.500.000,00 = 3.500.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 01 . 04  ," Belanja Perangko, Materai Dan Benda Pos  ",120000," APBD
Belanja MateraiMaterai 600010 bh x 6.000,00 = 60.000,00
Materai 300020 bh x 3.000,00 = 60.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,2000000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,2000000," APBD
Belanja Fotocopy Form data update kepesertaan Jamkesda dan JamkesosFotocopy1 pkt x 2.000.000,00 = 2.000.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,1750000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,1750000," APBD
Rapat Sosialisasi Jamkesda dan Jamkesos tk Kabupatenmakanan dan minuman50 org x 17.500,00 = 875.000,00
Rapat Evaluasi Tk Kabupatenmakanan dan minuman50 org x 17.500,00 = 875.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,2240000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,2240000," APBD
perjalanan dinas Kab ke Kec/Desa
Gol IV 12 oh x 50.000,00 = 600.000,00
Gol III 8 oh x 40.000,00 = 320.000,00
Perjalanan Dinas ke Provinsi
Gol IV 12 oh x 70.000,00 = 840.000,00
Gol III 8 oh x 60.000,00 = 480.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 20  , Belanja Pemeliharaan  ,2000000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 20 . 04  , Belanja Pemeliharan Peralatan dan Mesin  ,2000000," APBD
Belanja Pemeliharaan Komputer
Pemeliharaan Data Komputer1 pkt x 2.000.000,00 = 2.000.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1850000,
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,600000," APBD
Honorarium Tenaga Ahli/Narasumber
Narasumber Sosialisasi Jamkesda dan Jamkesos3 org x 200.000,00 = 600.000,00"
1.13 . 1.12.01 . 16 . 14 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,1250000," APBD
Honorarium Peserta sosilisasi dan pembekalan Jamkesda dan Jamkesos50 org x 25.000,00 = 1.250.000,00"
1.12 . 1.12.01 . 17  , Program pelayanan kontrasepsi  ,10450000,
1.12 . 1.12.01 . 17 . 02  , Pelayanan pemasangan kontrasepsi KB  ,10450000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  PUS Unmeetneed terlayani KB
Target:  550 orang"
1.12 . 1.12.01 . 17 . 02 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,10450000,
1.12 . 1.12.01 . 17 . 02 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,250000,
1.12 . 1.12.01 . 17 . 02 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,250000," APBD
Belanja Alat Tulis KantorATK1 pkt x 250.000,00 = 250.000,00"
1.12 . 1.12.01 . 17 . 02 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,200000,
1.12 . 1.12.01 . 17 . 02 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,200000," APBD
Belanja Penggandaan / FotocopyFotocopy1 pkt x 200.000,00 = 200.000,00"
1.12 . 1.12.01 . 17 . 02 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",10000000,
1.12 . 1.12.01 . 17 . 02 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,10000000," APBD
Honorarium Tenaga AhliHonorarium Tenaga Ahli Pasang IUD dan Implant100 org x 50.000,00 = 5.000.000,00
Honorarium Tenaga Ahli cabut IUD dan Implant100 org x 50.000,00 = 5.000.000,00"
1.11 . 1.12.01 . 17  , Program Peningkatan Kualitas Hidup dan Perlindungan Perempuan  ,138079500,
