Judul, Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,
Daerah,Kota Yogyakarta,,,,,,,,,,
Tahun,2016,,,,,,,,,,
Kode Organisasi,1.01.01,,,,,,,,,,
Nama OrganisasiDinas Pendidikan,,,,,,,,,,,
Kolom,4,,,,,,,,,,
KODE REKENING ,URAIAN ,ANGGARAN ,PENJELASAN,,,,,,,,
1.01.1.01.01.012.003.5.2.2.31.02 ,Belanja Jasa Instruktur ,193500000,Belanja Jasa Instruktur 193500000,,,,,,,,
1.01.1.01.01.012.003.5.2.2.31.03 ,Belanja Jasa Narasumber ,1600000,Belanja Jasa Narasumber 1600000,,,,,,,,
1.01.1.01.01.012.003.5.2.3 ,BELANJA MODAL ,35500000,,,,,,,,,
1.01.1.01.01.012.003.5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,2500000,,,,,,,,,
1.01.1.01.01.012.003.5.2.3.13.10 ,Belanja Modal Pengadaan Mebelair Ruang Kelas ,2500000,Belanja Modal Pengadaan Mebelair Ruang Kelas 2500000,,,,,,,,
1.01.1.01.01.012.003.5.2.3.27 ,Belanja Modal Pengadaan Buku/kepustakaan ,33000000,,,,,,,,,
1.01.1.01.01.012.003.5.2.3.27.26 ,Belanja Modal Buku Perpustakaan ,33000000,Belanja Modal Buku Perpustakaan 33000000,,,,,,,,
1.01.1.01.01.013 ,Program Wajar 12 Tahun ,102000000000,,,,,,,,,
1.01.1.01.01.013.001 ,Pengelolaan JPD ,34037076737,,,,,,,,,
1.01.1.01.01.013.001.5.2.1 ,BELANJA PEGAWAI ,425275000,,,,,,,,,
1.01.1.01.01.013.001.5.2.1.01 ,Honorarium PNS ,333425000,,,,,,,,,
1.01.1.01.01.013.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,333425000,Honorarium Panitia Pelaksana Kegiatan 333425000,,,,,,,,
1.01.1.01.01.013.001.5.2.1.02 ,Honorarium Non PNS ,91850000,,,,,,,,,
1.01.1.01.01.013.001.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,81000000,Honorarium Panitia Pelaksana Kegiatan 81000000,,,,,,,,
1.01.1.01.01.013.001.5.2.1.02.03 ,Honorarium Pelaksana Kegiatan ,10850000,Honorarium Pelaksana Kegiatan 10850000,,,,,,,,
1.01.1.01.01.013.001.5.2.2 ,BELANJA BARANG DAN JASA ,33611801737,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.03 ,Belanja Jasa Kantor ,157500000,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.03.29 ,Belanja Jasa OutBound ,157500000,Belanja Jasa OutBound 157500000 1. OutBound Pengembangan Softskill Siswa KMS SMP Kelas 8 31500000 2. OutBound Pengembangan Softskill Siswa KMS SMP Kelas 9 31500000 3. OutBound Pengembangan Softskill Siswa KMS SMA 31500000 4. OutBound Pengembangan Softskill Siswa KMS SMK Kelas 10 31500000 5. OutBound Pengembangan Softskill Siswa KMS SMK Kelas 11 31500000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,71030750,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.06.01 ,Belanja Cetak ,59500000,Belanja Cetak 59500000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.06.02 ,Belanja Penggandaan ,11530750,Belanja Penggandaan 11530750,,,,,,,,
1.01.1.01.01.013.001.5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,17500000,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,17500000,Belanja Sewa Ruang Rapat/Pertemuan 17500000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,105000000,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,105000000,Belanja Sewa Sarana Mobilitas Darat 105000000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,94300000,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,51100000,Belanja Sewa Meja Kursi 51100000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.10.09 ,Belanja Sewa Perlengkapan/Peralatan ,43200000,Belanja Sewa Perlengkapan/Peralatan 43200000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.11 ,Belanja Makanan Dan Minuman ,439045000,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,439045000,Belanja Makanan Dan Minuman Rapat 439045000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.15 ,Belanja Perjalanan Dinas ,204425000,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,156825000,Belanja Perjalanan Dinas Dalam Daerah 156825000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,47600000,Belanja Perjalanan Dinas Luar Daerah 47600000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.28 ,Belanja Pelaksanaan Kegatan Belajar Mengajar (KBM) ,31795250987,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.28.03 ,Belanja Jaminan Pendidikan Daerah ,31795250987,Belanja Jaminan Pendidikan Daerah 31795250987,,,,,,,,
1.01.1.01.01.013.001.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,727750000,,,,,,,,,
1.01.1.01.01.013.001.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,260600000,Belanja Jasa Tenaga Ahli 260600000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.31.03 ,Belanja Jasa Narasumber ,456800000,Belanja Jasa Narasumber 456800000,,,,,,,,
1.01.1.01.01.013.001.5.2.2.31.04 ,Belanja Jasa Moderator ,10350000,Belanja Jasa Moderator 10350000,,,,,,,,
1.01.1.01.01.013.002 ,Pengelolaan Dana BOS dan BOSDA ,67930945000,,,,,,,,,
1.01.1.01.01.013.002.5.2.1 ,BELANJA PEGAWAI ,21095505000,,,,,,,,,
1.01.1.01.01.013.002.5.2.1.01 ,Honorarium PNS ,235775000,,,,,,,,,
1.01.1.01.01.013.002.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,235775000,Honorarium Panitia Pelaksana Kegiatan 235775000,,,,,,,,
1.01.1.01.01.013.002.5.2.1.02 ,Honorarium Non PNS ,23750000,,,,,,,,,
1.01.1.01.01.013.002.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,10150000,Honorarium Panitia Pelaksana Kegiatan 10150000,,,,,,,,
1.01.1.01.01.013.002.5.2.1.02.03 ,Honorarium Pelaksana Kegiatan ,13600000,Honorarium Pelaksana Kegiatan 13600000,,,,,,,,
1.01.1.01.01.013.002.5.2.1.04 ,Honorarium Pengelola Dana BOS ,18839280000,,,,,,,,,
1.01.1.01.01.013.002.5.2.1.04.01 ,Honorarium Pengelolaan Dana BOS ,18839280000,Honorarium Pengelolaan Dana BOS 18839280000 TK Negeri 50400000 SD Negeri 4950000000 SMP Negeri 3075000000 SMA Negeri 5348880000 SMK Negeri 5415000000,,,,,,,,
1.01.1.01.01.013.002.5.2.1.08 ,Honorarium Pelaksanaan Kegiatan Belajar Mengajar (kbm) ,1996700000,,,,,,,,,
1.01.1.01.01.013.002.5.2.1.08.01 ,Honorarium Pengelola Ujian Akhir Nasional (UAN) /Ujian Akhir Sekolah (UAS) ,1996700000,Honorarium Pengelola Ujian Akhir Nasional (UAN) /Ujian Akhir Sekolah (UAS) 1996700000,,,,,,,,
1.01.1.01.01.013.002.5.2.2 ,BELANJA BARANG DAN JASA ,46835440000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.03 ,Belanja Jasa Kantor ,30000000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.03.11 ,Belanja Jasa Media Massa ,30000000,Belanja Jasa Media Massa 30000000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,21366000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.06.02 ,Belanja Penggandaan ,21366000,Belanja Penggandaan 21366000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,7000000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,7000000,Belanja Sewa Ruang Rapat/Pertemuan 7000000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.11 ,Belanja Makanan Dan Minuman ,416654000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,416654000,Belanja Makanan Dan Minuman Rapat 416654000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.15 ,Belanja Perjalanan Dinas ,54400000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,54400000,Belanja Perjalanan Dinas Luar Daerah 54400000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.22 ,Belanja Barang Dana BOS ,43958320000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.22.01 ,Belanja Barang Dana BOS ,43958320000,Belanja Barang Dana BOS 43958320000 TK Negeri 117600000 SD Negeri 11550000000 SMP Negeri 7175000000 SMA Negeri 12480720000 SMK Negeri 12635000000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.28 ,Belanja Pelaksanaan Kegatan Belajar Mengajar (KBM) ,1727000000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.28.01 ,Ujian Akhir Nasional (UAN) / Ujian Akhir Sekolah (UAS) ,1117000000,Ujian Akhir Nasional (UAN) / Ujian Akhir Sekolah (UAS) 1117000000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.28.02 ,Pengembangan dan Peningkatan Mutu Sekolah ,610000000,Pengembangan dan Peningkatan Mutu Sekolah 610000000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,620700000,,,,,,,,,
1.01.1.01.01.013.002.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,440500000,Belanja Jasa Tenaga Ahli 440500000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.31.02 ,Belanja Jasa Instruktur ,29600000,Belanja Jasa Instruktur 29600000,,,,,,,,
1.01.1.01.01.013.002.5.2.2.31.03 ,Belanja Jasa Narasumber ,150600000,Belanja Jasa Narasumber 150600000,,,,,,,,
1.01.1.01.01.014 ,Program Pengembangan Pendidikan ,23788189400,,,,,,,,,
1.01.1.01.01.014.001 ,Peningkatanan Layanan Data Pendidikan ,280076000,,,,,,,,,
1.01.1.01.01.014.001.5.2.1 ,BELANJA PEGAWAI ,31000000,,,,,,,,,
1.01.1.01.01.014.001.5.2.1.01 ,Honorarium PNS ,28600000,,,,,,,,,
1.01.1.01.01.014.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,28600000,Honorarium Panitia Pelaksana Kegiatan 28600000,,,,,,,,
1.01.1.01.01.014.001.5.2.1.02 ,Honorarium Non PNS ,2400000,,,,,,,,,
1.01.1.01.01.014.001.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,2400000,Honorarium Panitia Pelaksana Kegiatan 2400000,,,,,,,,
1.01.1.01.01.014.001.5.2.2 ,BELANJA BARANG DAN JASA ,249076000,,,,,,,,,
1.01.1.01.01.014.001.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,16417950,,,,,,,,,
1.01.1.01.01.014.001.5.2.2.06.01 ,Belanja Cetak ,13050000,Belanja Cetak 13050000,,,,,,,,
1.01.1.01.01.014.001.5.2.2.06.02 ,Belanja Penggandaan ,3367950,Belanja Penggandaan 3367950,,,,,,,,
1.01.1.01.01.014.001.5.2.2.11 ,Belanja Makanan Dan Minuman ,78442050,,,,,,,,,
1.01.1.01.01.014.001.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,78442050,Belanja Makanan Dan Minuman Rapat 78442050,,,,,,,,
1.01.1.01.01.014.001.5.2.2.15 ,Belanja Perjalanan Dinas ,13600000,,,,,,,,,
1.01.1.01.01.014.001.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,13600000,Belanja Perjalanan Dinas Luar Daerah 13600000,,,,,,,,
1.01.1.01.01.014.001.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,140616000,,,,,,,,,
1.01.1.01.01.014.001.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,97416000,Belanja Jasa Tenaga Ahli 97416000,,,,,,,,
1.01.1.01.01.014.001.5.2.2.31.02 ,Belanja Jasa Instruktur ,6000000,Belanja Jasa Instruktur 6000000,,,,,,,,
1.01.1.01.01.014.001.5.2.2.31.03 ,Belanja Jasa Narasumber ,37200000,Belanja Jasa Narasumber 37200000,,,,,,,,
1.01.1.01.01.014.002 ,Penerimaan Peserta Didik Baru (PPDB) Online ,596026000,,,,,,,,,
1.01.1.01.01.014.002.5.2.1 ,BELANJA PEGAWAI ,31850000,,,,,,,,,
1.01.1.01.01.014.002.5.2.1.01 ,Honorarium PNS ,28700000,,,,,,,,,
1.01.1.01.01.014.002.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,27900000,Honorarium Panitia Pelaksana Kegiatan 27900000,,,,,,,,
1.01.1.01.01.014.002.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,800000,Honorarium Tim Pengadaan Barang dan Jasa 800000,,,,,,,,
1.01.1.01.01.014.002.5.2.1.02 ,Honorarium Non PNS ,3150000,,,,,,,,,
1.01.1.01.01.014.002.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,3150000,Honorarium Panitia Pelaksana Kegiatan 3150000,,,,,,,,
1.01.1.01.01.014.002.5.2.2 ,BELANJA BARANG DAN JASA ,564176000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.02 ,Belanja Bahan/Material ,1500000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,1500000,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 1500000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.03 ,Belanja Jasa Kantor ,16800000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.03.11 ,Belanja Jasa Media Massa ,15000000,Belanja Jasa Media Massa 15000000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.03.13 ,Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film ,1800000,Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film 1800000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,11380000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.06.02 ,Belanja Penggandaan ,11380000,Belanja Penggandaan 11380000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1000000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,1000000,Belanja Sewa Ruang Rapat/Pertemuan 1000000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,221200000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.10.05 ,Belanja Sewa Tenda ,16400000,Belanja Sewa Tenda 16400000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.10.10 ,Belanja Sewa Software ,190000000,Belanja Sewa Software 190000000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.10.11 ,Belanja Sewa Koneksi Jaringan/TV Kabel ,14800000,Belanja Sewa Koneksi Jaringan/TV Kabel 14800000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.11 ,Belanja Makanan Dan Minuman ,49471000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,49471000,Belanja Makanan Dan Minuman Rapat 49471000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.15 ,Belanja Perjalanan Dinas ,20400000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,20400000,Belanja Perjalanan Dinas Luar Daerah 20400000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,242425000,,,,,,,,,
1.01.1.01.01.014.002.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,221325000,Belanja Jasa Tenaga Ahli 221325000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.31.02 ,Belanja Jasa Instruktur ,3600000,Belanja Jasa Instruktur 3600000,,,,,,,,
1.01.1.01.01.014.002.5.2.2.31.03 ,Belanja Jasa Narasumber ,17500000,Belanja Jasa Narasumber 17500000,,,,,,,,
1.01.1.01.01.014.003 ,Pengembangan Tenaga Kependidikan dan Peningkatan Kualitas Pegawai ,16762637400,,,,,,,,,
1.01.1.01.01.014.003.5.2.1 ,BELANJA PEGAWAI ,15892560000,,,,,,,,,
1.01.1.01.01.014.003.5.2.1.01 ,Honorarium PNS ,290700000,,,,,,,,,
1.01.1.01.01.014.003.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,290700000,Honorarium Panitia Pelaksana Kegiatan 290700000,,,,,,,,
1.01.1.01.01.014.003.5.2.1.02 ,Honorarium Non PNS ,15601860000,,,,,,,,,
1.01.1.01.01.014.003.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,15600000,Honorarium Panitia Pelaksana Kegiatan 15600000,,,,,,,,
1.01.1.01.01.014.003.5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,15586260000,Honorarium Pegawai Honorer/Tidak Tetap 15586260000,,,,,,,,
1.01.1.01.01.014.003.5.2.2 ,BELANJA BARANG DAN JASA ,870077400,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.02 ,Belanja Bahan/Material ,41250000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.02.08 ,Belanja Hadiah/Trophy ,41250000,Belanja Hadiah/Trophy 41250000 Lokasi Kegiatan Kecamatan Danurejan Guru & Kepala Sekolah Berprestasi 2250000 Guru Berprestasi TK, SD, SMP, SMA, SMK 19500000 Kasek Berprestasi TK, SD, SMP, SMA, SMK 19500000
1.01.1.01.01.014.003.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,21623400,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.06.02 ,Belanja Penggandaan ,21623400,Belanja Penggandaan 21623400,,,,,,,,
1.01.1.01.01.014.003.5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,37200000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,37200000,Belanja Sewa Ruang Rapat/Pertemuan 37200000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,27110000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,13610000,Belanja Sewa Meja Kursi 13610000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.10.09 ,Belanja Sewa Perlengkapan/Peralatan ,13500000,Belanja Sewa Perlengkapan/Peralatan 13500000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.11 ,Belanja Makanan Dan Minuman ,113344000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,113344000,Belanja Makanan Dan Minuman Rapat 113344000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-hari Tertentu ,2750000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.14.03 ,Belanja Pakaian Batik Tradisional ,2750000,Belanja Pakaian Batik Tradisional 2750000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.15 ,Belanja Perjalanan Dinas ,13600000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,13600000,Belanja Perjalanan Dinas Luar Daerah 13600000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.16 ,Belanja Beasiswa Pendidikan PNS ,140000000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.16.02 ,Belanja Beasiswa Tugas Belajar S1 ,140000000,Belanja Beasiswa Tugas Belajar S1 140000000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.17 ,Belanja Kursus  Pelatihan  Sosialisasi Dan Bimbingan Teknis PNS ,274000000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.17.01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,274000000,Belanja Kursus-Kursus Singkat/Pelatihan 274000000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.29 ,Belanja Bea Siswa Pendidikan Non PNS ,35000000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.29.02 ,Belanja Beasiswa Tugas Belajar S1 ,35000000,Belanja Beasiswa Tugas Belajar S1 35000000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,164200000,,,,,,,,,
1.01.1.01.01.014.003.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,56000000,Belanja Jasa Tenaga Ahli 56000000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.31.02 ,Belanja Jasa Instruktur ,56000000,Belanja Jasa Instruktur 56000000,,,,,,,,
1.01.1.01.01.014.003.5.2.2.31.03 ,Belanja Jasa Narasumber ,52200000,Belanja Jasa Narasumber 52200000,,,,,,,,
1.01.1.01.01.014.004 ,Pengembangan Pendidikan ,2373860000,,,,,,,,,
1.01.1.01.01.014.004.5.2.1 ,BELANJA PEGAWAI ,274975000,,,,,,,,,
1.01.1.01.01.014.004.5.2.1.01 ,Honorarium PNS ,164425000,,,,,,,,,
1.01.1.01.01.014.004.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,164425000,Honorarium Panitia Pelaksana Kegiatan 164425000,,,,,,,,
1.01.1.01.01.014.004.5.2.1.02 ,Honorarium Non PNS ,110550000,,,,,,,,,
1.01.1.01.01.014.004.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,97450000,Honorarium Panitia Pelaksana Kegiatan 97450000,,,,,,,,
1.01.1.01.01.014.004.5.2.1.02.03 ,Honorarium Pelaksana Kegiatan ,13100000,Honorarium Pelaksana Kegiatan 13100000,,,,,,,,
1.01.1.01.01.014.004.5.2.2 ,BELANJA BARANG DAN JASA ,2098885000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.02 ,Belanja Bahan/Material ,5650000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.02.04 ,Belanja Bahan Obat-Obatan ,1150000,Belanja Bahan Obat-Obatan 1150000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.02.11 ,Belanja Plakat/Cinderamata ,4500000,Belanja Plakat/Cinderamata 4500000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.03 ,Belanja Jasa Kantor ,93450000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.03.03 ,Belanja Listrik ,10800000,Belanja Listrik 10800000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.03.11 ,Belanja Jasa Media Massa ,25500000,Belanja Jasa Media Massa 25500000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.03.13 ,Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film ,11750000,Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film 11750000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.03.14 ,Belanja Retribusi/Tiket ,15400000,Belanja Retribusi/Tiket 15400000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.03.29 ,Belanja Jasa OutBound ,30000000,Belanja Jasa OutBound 30000000 OutBound Paskibraka 10000000 OutBound Pertukaran Pelajar 10000000 OutBound Jembatan Persahabatan 10000000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,23403000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.06.01 ,Belanja Cetak ,13740000,Belanja Cetak 13740000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.06.02 ,Belanja Penggandaan ,9663000,Belanja Penggandaan 9663000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,111000000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,111000000,Belanja Sewa Gedung/Kantor/Tempat 111000000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,102550000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,102550000,Belanja Sewa Sarana Mobilitas Darat 102550000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,244450000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,5600000,Belanja Sewa Meja Kursi 5600000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.10.05 ,Belanja Sewa Tenda ,3600000,Belanja Sewa Tenda 3600000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.10.09 ,Belanja Sewa Perlengkapan/Peralatan ,235250000,Belanja Sewa Perlengkapan/Peralatan 235250000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.11 ,Belanja Makanan Dan Minuman ,383632000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,383632000,Belanja Makanan Dan Minuman Rapat 383632000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.12 ,Belanja Pakaian Dinas Dan Atributnya ,65900000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.12.05 ,Belanja Pakaian Dinas Upacara (PDU) ,65900000,Belanja Pakaian Dinas Upacara (PDU) 65900000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-hari Tertentu ,111700000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.14.03 ,Belanja Pakaian Batik Tradisional ,37650000,Belanja Pakaian Batik Tradisional 37650000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.14.04 ,Belanja Pakaian Olahraga ,74050000,Belanja Pakaian Olahraga 74050000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.15 ,Belanja Perjalanan Dinas ,550800000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,550800000,Belanja Perjalanan Dinas Luar Daerah 550800000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,391600000,,,,,,,,,
1.01.1.01.01.014.004.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,65950000,Belanja Jasa Tenaga Ahli 65950000,,,,,,,,
1.01.1.01.01.014.004.5.2.2.31.02 ,Belanja Jasa Instruktur ,52200000,Belanja Jasa Instruktur 52200000,,,,,,,,
