Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.22 . 1.22.01 . 17.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,6975000.00,11250000.00,4275000.00,61.29,"Belanja Makan dan Minum Rapat
Belanja snack, minum rapat250 oh x 7.500,00 = 1.875.000,00
Belanja snack dan minum rapat koordinasi BKAD204 org x 25.000,00 = 5.100.000,00
Belanja snack dan minum rapat koordinasi MP3KI150 org x 28.500,00 = 4.275.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,89257500.00,116482500.00,27225000.00,30.50,"Belanja Makanan dan Minuman KegiatanPeserta lokakarya PNPM MPd137 ok x 125.000,00 = 17.125.000,00
peserta bimtek peningk. kualitas pengawasan UPK bagi BPUPK132 ok x 32.500,00 = 4.290.000,00
peserta bimtek peningk kapasitas BKAD132 oh x 32.500,00 = 4.290.000,00
Peserta Bimtek Kel SPP300 org x 32.500,00 = 9.750.000,00
Peserta Bimtek Peningk Kapasitas Pengelolaan keu166 oh x 32.500,00 = 5.395.000,00
Bimtek Pelestarian hasil PNPM MP182 ok x 32.500,00 = 5.915.000,00
Peserta bimtek peningk kapasitas TPK130 oh x 32.500,00 = 4.225.000,00
Peserta Bimtek Peningk Kapasitas Lurah182 oh x 32.500,00 = 5.915.000,00
Peserta tim monev kinerja perkemb. UPK153 ok x 17.500,00 = 2.677.500,00
Peserta penilaian kinerja UPK, Kel SPP., BKAD, BPUPK89 oh x 25.000,00 = 2.225.000,00
Peserta Penilaian kinerja UPK, Kel SPP, BKAD, BPUPK78 oh x 25.000,00 = 1.950.000,00
Uji petik penilaian kinerja UPK, TPK, Kel SPP, BKAD120 oh x 25.000,00 = 3.000.000,00
Peserta study banding PNPM MPd makan 2x, snack 2x58 org x 50.000,00 = 2.900.000,00
peserta study banding PNPM MPd makan1x, snack 1x58 og x 25.000,00 = 1.450.000,00
Pembukaan Jambore UPK/Expo Keg PNPM MPd350 oh x 25.000,00 = 8.750.000,00
PenutupanJambore UPK/Eskpo150 oh x 25.000,00 = 3.750.000,00
Pelaks. dan peserta ekspo keg. PNPM MPd136 oh x 25.000,00 = 3.400.000,00
Expose hasil audit keuangan PNPM MPd90 oh x 25.000,00 = 2.250.000,00
Belanja makan  prasmanan Rakor MP3KI60 oh x 45.000,00 = 2.700.000,00
Belanja makan  minum sosialisasi MP3KI81 oh x 125.000,00 = 10.125.000,00
Biaya makan minum peserta studi banding120 oh x 120.000,00 = 14.400.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.13 ,Belanja Pakaian Kerja ,1500000.00,1500000.00,0.00,0.00,
1.22 . 1.22.01 . 17.05 . 5.2.2.13.01 ,Belanja Pakaian Kerja Lapangan ,1500000.00,1500000.00,0.00,0.00,"Belanja Pakaian Kerja Lapangan
Bel. seragam tim keg. Jambore/ekspo15 org x 100.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,42770000.00,52370000.00,9600000.00,22.45,
1.22 . 1.22.01 . 17.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,9200000.00,720000.00,-8480000.00,-92.17,"Biaya Perjalanan Dinas
Gol III dan IV3 ok x 40.000,00 = 120.000,00
Gol IIGol II dan IV10 ok x 60.000,00 = 600.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,33570000.00,51650000.00,18080000.00,53.86,"Belanja Perjalanan Dinas Luar Daerah
Gol IV1 th x 21.680.000,00 = 21.680.000,00
Gol III1 th x 16.200.000,00 = 16.200.000,00
cek lokasi study banding1 ls x 1.770.000,00 = 1.770.000,00
Studi banding MP3KI
 gol III dan IV1 LS x 12.000.000,00 = 12.000.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.20 ,Belanja Pemeliharaan ,2970000.00,4470000.00,1500000.00,50.51,
1.22 . 1.22.01 . 17.05 . 5.2.2.20.18 ,Belanja pemeliharaan alat kantor ,2970000.00,4470000.00,1500000.00,50.51,"Biaya Pemeliharaan Komputer
Servise dan suplier komputer, laptop, printer, LCD, Handycame, Tustel, werless1 ls x 4.470.000,00 = 4.470.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,111055000.00,134855000.00,23800000.00,21.43,
1.22 . 1.22.01 . 17.05 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,58250000.00,61450000.00,3200000.00,5.49,"Honorarium Narasumber
Honor Tim pembina/koordinasi PNPM-MPd BKAD51 org x 600.000,00 = 30.600.000,00
Honor Penceramah Lokakarya PNPM MPd6 jpl x 200.000,00 = 1.200.000,00
Honor Penceramah Bimtek peningk. kualitas pengawas BPUPK bagi UPK12 jpl x 150.000,00 = 1.800.000,00
Honor penceramah Bimtek peningk. Kapasitas BKAD12 jpl x 150.000,00 = 1.800.000,00
Honor Penceramah Bimtek Kel SPP24 jpl x 150.000,00 = 3.600.000,00
Honor Penceramah Bimtek Peningkatan Kapasitas Keuangan12 jpl x 150.000,00 = 1.800.000,00
Honor Penceramah Bimtek Pelestarian Hasil PNPM MPd12 jpl x 150.000,00 = 1.800.000,00
Honor Penceramah Bimtek Peningk Kapasitas TPK12 jpl x 150.000,00 = 1.800.000,00
Honor Penceramah Bintek Peningkatan kapasitas Lurah12 jpl x 150.000,00 = 1.800.000,00
Honor Narasumber Pembukaan Jambore UPK dari Ditjend PMD Jakarta2 jpl x 500.000,00 = 1.000.000,00
Honor narasumber pembukaan jambore UPK4 jpl x 250.000,00 = 1.000.000,00
Honor Penceramah Lokakarya PNPM Mpd2 jpl x 200.000,00 = 400.000,00
Honor Penceramah Bintek Peningk Kualitas BPUPK Bagi UPK4 jpl x 100.000,00 = 400.000,00
Honor Penceramah Bintek Peningk Kapasitas BKAD4 jpl x 100.000,00 = 400.000,00
Honor Panitia Kel SPP8 jpl x 100.000,00 = 800.000,00
Honor Penceramah Bintek Peningk Kapasitas Pengelolaan Keu4 jpl x 100.000,00 = 400.000,00
Honor Penceramah Bintek Pelestarian Hasil PNPM-MPd4 jpl x 100.000,00 = 400.000,00
Honor Penceramah Bintek Peningk Kapasitas TPK4 jpl x 100.000,00 = 400.000,00
Honor Penceramah Bintek peningk Kapasitas Lurah4 jpl x 100.000,00 = 400.000,00
Honor Tim Monev Kinerja Perkembangan UPK51 oh x 50.000,00 = 2.550.000,00
Honor Tim penilai Kinerja UPK, BKAD, BPUPK, kel SPP12 oh x 150.000,00 = 1.800.000,00
Honor Pemandu Study Banding2 org x 200.000,00 = 400.000,00
Honor Panitia Lomba Stand dan Kel SPP2 org x 250.000,00 = 500.000,00
Honor Tim Penilai Kinerja UPK, BAKD, BPUPK Kelompok SPP8 oa x 150.000,00 = 1.200.000,00
Honor penceramah MP3KI8 jpl x 250.000,00 = 2.000.000,00
Honor moderator sosilisasi  MP3KI8 jpl x 150.000,00 = 1.200.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,52805000.00,73405000.00,20600000.00,39.01,"Honorarium HarianHonor peserta rakor150 ok x 12.500,00 = 1.875.000,00
Honor Peserta rakor BKAD204 ok x 12.500,00 = 2.550.000,00
Honor Peserta Lokakarya PNPM125 oh x 30.000,00 = 3.750.000,00
Honor Peserta Bimtek Peningk Kualitas pengawasaan BPUPK bagi UPK102 oh x 30.000,00 = 3.060.000,00
Honor Peserta Bimtek Peningk. Kapasitas BKAD102 oa x 30.000,00 = 3.060.000,00
Honor Peserta Bimtek Kel. SPP240 oh x 30.000,00 = 7.200.000,00
Honor Peserta Bimtek Peningk. kapasitas pengel. keu136 oh x 30.000,00 = 4.080.000,00
Honor Peceramah Bimtek Pelestarian Hasil hasil PNPM MPd150 oh x 30.000,00 = 4.500.000,00
Honor Peserta Bintek peningk. kapasitas TPK100 oh x 30.000,00 = 3.000.000,00
Honor Peserta Bimtek Peningk Kapasitas Lurah150 oh x 30.000,00 = 4.500.000,00
Honor Peserta Study Banding100 org x 50.000,00 = 5.000.000,00
Honor peserta expose hasil audit PNPM MPd75 ok x 30.000,00 = 2.250.000,00
Honor peserta jaga stand Jambore UPK/Eskpo136 jpl x 30.000,00 = 4.080.000,00
Honor Tenaga bersih bersih tempat1 ls x 3.400.000,00 = 3.400.000,00
Honor Tenaga Bersh bersih Expo Keg PNPM MPd1 ls x 500.000,00 = 500.000,00
Honor peserta sosialisasi  MP3KI70 oh x 30.000,00 = 2.100.000,00
Honor peserta studi banding  MP3KI120 oh x 150.000,00 = 18.000.000,00
Honor bersih-bersih1 ls x 500.000,00 = 500.000,00"
1.22 . 1.22.01 . 17.06 ,Penyelenggaraan lomba desa ,82500000.00,102417400.00,19917400.00,24.14,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 17.06 . 5.2.1 ,Belanja Pegawai ,17000000.00,41870000.00,24870000.00,146.29,
1.22 . 1.22.01 . 17.06 . 5.2.1.01 ,Honorarium PNS ,17000000.00,41870000.00,24870000.00,146.29,
1.22 . 1.22.01 . 17.06 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,17000000.00,41870000.00,24870000.00,146.29,"Honorarium Panitia Pelaksana Kegiatan
Honor Tim Lomba Desa1 Bjj x 17.000.000,00 = 17.000.000,00
Honor Tim Pembinaan Kepada Desa Juara Lomba Desa1 BJJ x 24.870.000,00 = 24.870.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2 ,Belanja Barang dan Jasa ,65500000.00,60547400.00,-4952600.00,-7.56,
1.22 . 1.22.01 . 17.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2760000.00,2760000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2760000.00,2760000.00,0.00,0.00,"Belanja Alat Tulis Penunjang Kegaiatan
Alat Tulis penunjang kegiatan1 ls x 2.760.000,00 = 2.760.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.02 ,Belanja Bahan/Material ,2000000.00,2000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.02.07 ,Belanja Cindera Mata ,2000000.00,2000000.00,0.00,0.00,"Belanja Cinderamata/Tropi, Piagam
Cinderamata/Tropi/Piagam1 pkt x 2.000.000,00 = 2.000.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.03 ,Belanja Jasa Kantor ,1750000.00,1750000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.03.13 ,Belanja Dokumentasi ,250000.00,250000.00,0.00,0.00,"Belanja Dokumentasi1 ls x 250.000,00 = 250.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.03.14 ,Belanja Dekorasi ,1000000.00,1000000.00,0.00,0.00,"Belanja Dekorasi
 Belanja Dekorasi2 pkt x 500.000,00 = 1.000.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.03.15 ,Belanja Publikasi ,500000.00,500000.00,0.00,0.00," Belanja Publikasi
Belanja Publikasi1 Kali x 500.000,00 = 500.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,5980000.00,5980000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.06.01 ,Belanja Cetak ,2000000.00,2000000.00,0.00,0.00," Belanja Cetak  Undangan500 Lbr x 4.000,00 = 2.000.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,3980000.00,3980000.00,0.00,0.00,"Belanja penggandaan/Fotocopy
Belanja penggandaan laporan kegiatan6 bk x 50.000,00 = 300.000,00
penggandaan juknis penilaian68 ls x 15.000,00 = 1.020.000,00
Belanja Fotocopy21,280 lbr x 125,00 = 2.660.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,4800000.00,4800000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,4800000.00,4800000.00,0.00,0.00,"Blj Sarana Mobilitas Darat
 > Blj Sarana Mobilitas Darat8 Lokasi x 600.000,00 = 4.800.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,4000000.00,4000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.10.05 ,Belanja Sewa Tenda/panggung/tikar/taman ,4000000.00,4000000.00,0.00,0.00," Blj Sewa Tenda dll2 Pkt x 2.000.000,00 = 4.000.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,34510000.00,34510000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,4500000.00,4500000.00,0.00,0.00,"Belanja Makanan dan Minuman Rapat 
Belanja Makan,& Minum Rapat Koordinasi300 ok x 15.000,00 = 4.500.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,30010000.00,30010000.00,0.00,0.00,"Belanja Makan minum pelaksaan kegiatan
 Blj makan, minum & snack  pembukaan Eksp100 Orang x 18.000,00 = 1.800.000,00 
Blj makan, minum & snack pembinaan100 ok x 18.000,00 = 1.800.000,00
Blj makan, minum  Peserta Ekspose425 ok x 18.000,00 = 7.650.000,00 
Blj.Makan, minum Tim Penilai & Panitia240 oh x 18.000,00 = 4.320.000,00
Blj.Snack, minum Tim Yuri & Panitia240 ok x 8.500,00 = 2.040.000,00
Blj. Makan minum dan snec dalam rangkamaju Lomdes Tk.DIY300 ok x 18.000,00 = 5.400.000,00 
Blj. Makan minum  Prasmanan200 ok x 35.000,00 = 7.000.000,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.15 ,Belanja Perjalanan Dinas ,9500000.00,4547400.00,-4952600.00,-52.13,
1.22 . 1.22.01 . 17.06 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2400000.00,0.00,-2400000.00,-100.00,Belanja perjalanan dalam daerah PNS Golongan III dan IV
1.22 . 1.22.01 . 17.06 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,7100000.00,4547400.00,-2552600.00,-35.95,"Belanja Perjalanan Dinas Luar Daerah
Perjalanan Dinas Luar daerah1 Bjj x 4.547.400,00 = 4.547.400,00"
1.22 . 1.22.01 . 17.06 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,200000.00,200000.00,0.00,0.00,
1.22 . 1.22.01 . 17.06 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,200000.00,200000.00,0.00,0.00,"Honorarium Tenaga Ahli/Instruktur/narasumber
Honor Tenaga Ahli/Instruktur/Nara Sumber2 kali x 100.000,00 = 200.000,00"
1.22 . 1.22.01 . 17.07 ,Bulan bakti gotong royong masyarakat dan LKD ,55465000.00,53360000.00,-2105000.00,-3.80,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 17.07 . 5.2.1 ,Belanja Pegawai ,6390000.00,6390000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.1.01 ,Honorarium PNS ,6390000.00,6390000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,6390000.00,6390000.00,0.00,0.00,"Honor Panitia Pelaksana kegiatanPanitia pengarah bbgrm1 bjj x 1.000.000,00 = 1.000.000,00
Honor Sekretariat pelaksana bbgrm1 bjj x 800.000,00 = 800.000,00
Honor Tim pelaksana bbgrm1 bjj x 2.250.000,00 = 2.250.000,00
Honor Panitia Sosialisasi kelembagaan12 oh x 70.000,00 = 840.000,00
Honor Tim pelaksana LPMD1 bjj x 1.500.000,00 = 1.500.000,00
Honor panitia bimtek LKD12 org x 0,00 = 0,00
Honor Tim Verifikasi Lapangan1 BJJ x 0,00 = 0,00"
1.22 . 1.22.01 . 17.07 . 5.2.2 ,Belanja Barang dan Jasa ,49075000.00,46970000.00,-2105000.00,-4.29,
1.22 . 1.22.01 . 17.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2885000.00,2885000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2885000.00,2885000.00,0.00,0.00,"Belanja Alat Tulis Kantor
ATK LKD dan BBGRM1 paket x 635.000,00 = 635.000,00
ATK peserta sosialisasi kelembagaan150 ok x 15.000,00 = 2.250.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.03 ,Belanja Jasa Kantor ,3640000.00,3640000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.03.13 ,Belanja Dokumentasi ,120000.00,120000.00,0.00,0.00,"Belanja Dokumentasi
Dokumentasi BBGRM1 pkt x 120.000,00 = 120.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.03.14 ,Belanja Dekorasi ,3120000.00,3120000.00,0.00,0.00,"Belanja Dekorasi
Dekorasi pencanangan dan penutupan BBGRM1 bjj x 3.000.000,00 = 3.000.000,00
Dekorasi sosialisasi kelembagaan1 kali x 120.000,00 = 120.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.03.15 ,Belanja Publikasi ,400000.00,400000.00,0.00,0.00,"Belanja publikasiSiaran radio1 kali x 400.000,00 = 400.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,2725000.00,2725000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.06.01 ,Belanja Cetak ,600000.00,600000.00,0.00,0.00,"Belanja Cetak
cetak1 ls x 600.000,00 = 600.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2125000.00,2125000.00,0.00,0.00,"Belanja Penggandaaanmateri sosialisasi LPMD9,000 lb x 125,00 = 1.125.000,00
Fotocopy BBGRM dan LKD1 pkt x 1.000.000,00 = 1.000.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,3000000.00,1500000.00,-1500000.00,-50.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,3000000.00,1500000.00,-1500000.00,-50.00,"Belanja Sewa ruang rapat
sewa ruang rapat sosialisasi LPMD1 hr x 1.500.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,3000000.00,3000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.10.05 ,Belanja Sewa Tenda/panggung/tikar/taman ,3000000.00,3000000.00,0.00,0.00,"Belanja sewa tenda, kursi, meja
sewa kursi, meja dan tenda BBGRM1 paket x 3.000.000,00 = 3.000.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,19950000.00,19950000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2200000.00,2200000.00,0.00,0.00,"Belanja Makan minum rapat
Belanja  snack minum BBGRM200 ok x 7.500,00 = 1.500.000,00
Belanja minum snack rapat LKD100 ok x 7.000,00 = 700.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,17750000.00,17750000.00,0.00,0.00,"Belanja Makan minum Pelaksana Kegiatan
Makan minum snack pencanangan BBGRM350 ok x 17.000,00 = 5.950.000,00
Makan minum snack penutupan BBGRM150 ok x 15.000,00 = 2.250.000,00
Makan minum prasmanan pencanangan BBGRM50 ok x 25.000,00 = 1.250.000,00
kegiatan DPD Assosiasi140 ok x 15.000,00 = 2.100.000,00
Biaya minum, snack peserta dan pelatih sosialisasi kelembagaan400 ok x 7.000,00 = 2.800.000,00
Biaya makan peserta dan pelatih sosialisasi kelembagaan200 ok x 17.000,00 = 3.400.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-Hari Tertentu ,1875000.00,1875000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.14.03 ,Belanja Pakaian Batik Tradisional ,1875000.00,1875000.00,0.00,0.00,"Belanja pakaian batik tradisional25 org x 75.000,00 = 1.875.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.15 ,Belanja Perjalanan Dinas ,4600000.00,3995000.00,-605000.00,-13.15,
1.22 . 1.22.01 . 17.07 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,4600000.00,3995000.00,-605000.00,-13.15,"Belanja Perjalanan Dinas Luar DaerahTiket pesawat1 ok x 655.000,00 = 655.000,00
Lumpsum1 hr x 3.340.000,00 = 3.340.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,7400000.00,7400000.00,0.00,0.00,
1.22 . 1.22.01 . 17.07 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2900000.00,2900000.00,0.00,0.00,"Honor Tenaga Ahli/Narasumber/Penceramah
Pelatih Sosialisasi kelembagaan14 jpl x 200.000,00 = 2.800.000,00
Honor Talk show1 kali x 100.000,00 = 100.000,00"
1.22 . 1.22.01 . 17.07 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,4500000.00,4500000.00,0.00,0.00,"Honor HarianPeserta sosialisasi LPMD150 ok x 30.000,00 = 4.500.000,00"
1.22 . 1.22.01 . 17.08 ,Penunjang kegiatan TMMD ,124400000.00,120300000.00,-4100000.00,-3.30,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 17.08 . 5.2.1 ,Belanja Pegawai ,33400000.00,33400000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.1.01 ,Honorarium PNS ,33400000.00,33400000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,33400000.00,33400000.00,0.00,0.00,"Honor Panitia Pelaksana Kegiatan
Honor Tim Pembina Kegiatan sengkuyung 20142 bjj x 9.000.000,00 = 18.000.000,00
Honor Panitia Pelaksana Kegiatan  TNI  karya Bhakti  20141 bjj x 7.500.000,00 = 7.500.000,00
Honor Jasa Pembuat Gambar Lokasi Gambar RAB2 Lokasi x 500.000,00 = 1.000.000,00
Honor Petugas Kegiatan Upacara2 bjj x 750.000,00 = 1.500.000,00
Honor Petugas Korsik2 bjj x 1.500.000,00 = 3.000.000,00
Honor petugas  pemutaran film4 event x 150.000,00 = 600.000,00
Honor Petugas penyuluhan18 Event x 100.000,00 = 1.800.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2 ,Belanja Barang dan Jasa ,91000000.00,86900000.00,-4100000.00,-4.51,
1.22 . 1.22.01 . 17.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2070000.00,2070000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2070000.00,2070000.00,0.00,0.00,"Belanja Alat Tulis Penunjang Kegiatan1 Ls x 2.070.000,00 = 2.070.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.02 ,Belanja Bahan/Material ,1500000.00,1500000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.02.06 ,Belanja Bahan Percontohan ,1500000.00,1500000.00,0.00,0.00," Belanja Poskostis Kegiatan TMMD
Belanja Poskostis kegiatan TMMD3 Ls x 500.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.03 ,Belanja Jasa Kantor ,1900000.00,1900000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.03.14 ,Belanja Dekorasi ,900000.00,900000.00,0.00,0.00,"Belanja Dekorasi
Belanja Dekorasi kegiatan3 Ls x 300.000,00 = 900.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.03.15 ,Belanja Publikasi ,1000000.00,1000000.00,0.00,0.00,"Belanja Publikasi2 ls x 500.000,00 = 1.000.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,9450000.00,9450000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.06.01 ,Belanja Cetak ,8000000.00,8000000.00,0.00,0.00,"Belanja Cetak Undangan2,000 lbr x 4.000,00 = 8.000.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1450000.00,1450000.00,0.00,0.00,"Belanja Fotocoy Penunjang Kegiatan
Belanja Fotocopy11,600 lbr x 125,00 = 1.450.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,4000000.00,4000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,4000000.00,4000000.00,0.00,0.00,"Belanja Sewa Sarana Mobilitas Darat8 Ls/pkt/pkt x 500.000,00 = 4.000.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,4000000.00,4000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.10.05 ,Belanja Sewa Tenda/panggung/tikar/taman ,4000000.00,4000000.00,0.00,0.00,"Belanja Sewa Tenda/Panggung
Belanja Sewa tenda dll2 Ls x 2.000.000,00 = 4.000.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,42680000.00,42680000.00,0.00,0.00,
1.22 . 1.22.01 . 17.08 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,6000000.00,6000000.00,0.00,0.00,"Belanja Makan minum rapat
Makan minum Rakor400 ok x 15.000,00 = 6.000.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,17600000.00,17600000.00,0.00,0.00,"Bealnja Makan Minum Tamu
Belanja Snack Peserta Upaara TMMD800 ok x 8.500,00 = 6.800.000,00
Makan  Minum Snack  Tamu TMMD400 ok x 18.000,00 = 7.200.000,00
Makan Snack Upacara Karya Bhakti TNI200 Ok x 18.000,00 = 3.600.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,19080000.00,19080000.00,0.00,0.00,"Belanja makan minum Pelaksana Kegiatan
makan  Snack minum survey kegiatan100 ok x 18.000,00 = 1.800.000,00
makan minum, Snack, sosialisasi200 ok x 18.000,00 = 3.600.000,00
makan mimum snack Perpisahan240 Event x 18.000,00 = 4.320.000,00
Makan Snack Minum Penyuluhan320 Ok x 18.000,00 = 5.760.000,00
Makan Snack Minum Gladi bersih200 Lokasi x 18.000,00 = 3.600.000,00"
1.22 . 1.22.01 . 17.08 . 5.2.2.13 ,Belanja Pakaian Kerja ,10000000.00,10000000.00,0.00,0.00,
